@RELATION fri_c1_500_10 
 @ATTRIBUTE oz1 REAL 
 @ATTRIBUTE oz2 REAL 
 @ATTRIBUTE oz3 REAL 
 @ATTRIBUTE oz4 REAL 
 @ATTRIBUTE oz5 REAL 
 @ATTRIBUTE oz6 REAL 
 @ATTRIBUTE oz7 REAL 
 @ATTRIBUTE oz8 REAL 
 @ATTRIBUTE oz9 REAL 
 @ATTRIBUTE oz10 REAL 
 @ATTRIBUTE oz11 REAL 
@DATA  
-1.3133106e-001,-7.4027055e-001,1.4700366e+000,-1.0064895e+000,3.8268160e-001,1.5107025e+000,1.3514239e-001,-9.8373264e-001,-1.5682280e+000,-1.0978518e+000,8.7483886e-001
-1.5685658e+000,-1.4170308e+000,-8.6660220e-001,-4.4002791e-001,-1.1576211e+000,-4.6202397e-001,-3.0508574e-001,1.2924563e+000,1.2446582e+000,-1.1618709e+000,-5.1442402e-001
-1.2148755e+000,-1.7315085e+000,5.6664813e-001,-1.4478238e+000,-7.8725987e-001,-1.2240786e+000,-1.3363193e+000,1.5689676e-002,5.4358538e-001,-4.7457194e-001,-1.0965125e+000
7.5869042e-001,1.3638591e+000,-8.4504692e-001,4.4304663e-001,-1.1284380e+000,7.9164443e-001,5.5878234e-001,-3.1740587e-001,-1.3321044e+000,4.5842996e-001,-1.1761703e+000
-5.9913447e-001,-7.8112930e-001,7.9097849e-002,1.1744169e+000,-3.8267096e-001,1.6192561e+000,7.8171544e-001,2.8545534e-001,-6.3197832e-001,1.2042036e+000,1.1206855e+000
-3.1466382e-001,-1.0542784e+000,1.1720175e+000,3.1823651e-001,-5.0422697e-001,3.6618859e-001,-8.2173057e-001,-1.6681962e+000,4.4067244e-001,1.2962615e+000,9.1484131e-001
9.0088110e-001,1.1528289e+000,-5.0342564e-001,-6.3324805e-001,1.3502910e+000,-1.6970889e+000,-1.4779592e+000,-3.1933825e-001,7.8343765e-001,-1.5339829e+000,-1.2349934e+000
-4.1213689e-001,-7.4462502e-001,8.6433354e-001,-5.9960238e-001,9.9969352e-001,-3.1785380e-001,-1.4851362e+000,-9.7952233e-001,1.5637711e+000,-7.8765997e-001,7.0032025e-001
8.3931367e-001,-2.1619097e-002,1.6296322e+000,-4.6160082e-001,-1.2650265e+000,-1.0126661e+000,9.1496587e-001,6.4347045e-001,7.0099779e-001,-1.5353484e-002,-6.9522774e-001
1.1933426e-001,-9.3832107e-001,1.6776695e+000,-2.6019068e-001,-1.2952958e+000,7.6252310e-001,1.2625914e+000,-8.3241317e-001,9.6967096e-001,1.5395451e+000,9.7349017e-001
-1.9252216e-001,5.1951357e-001,-1.5324991e+000,1.2636044e+000,1.5503440e+000,4.4120812e-001,-1.3915657e+000,1.0579184e-001,-1.5712639e+000,8.1465731e-001,6.7219166e-001
5.6706480e-002,8.3379355e-001,-1.4370626e+000,-1.2365376e+000,-1.2108623e+000,-8.3839581e-001,-3.0221087e-001,-1.0698417e+000,1.4247752e+000,1.1300246e+000,-1.4519427e+000
-1.0097048e+000,-1.3202156e+000,3.4366130e-001,-1.4556996e+000,1.2770977e-001,-1.1247973e+000,-1.1368332e+000,1.3055021e+000,9.0440935e-001,7.6873787e-001,-5.5348703e-001
-1.0120911e+000,-1.6083946e+000,7.3982874e-001,3.2293066e-001,6.9278424e-001,-1.1403123e+000,1.9626134e-001,1.0338273e+000,-9.4284865e-001,-5.7201564e-002,4.5649060e-002
1.5054670e+000,1.5943912e+000,3.0259072e-001,-1.1767239e+000,3.5838651e-001,-4.3697324e-001,-2.7009931e-001,-7.2176923e-001,-1.6785221e+000,1.6856667e+000,4.7411643e-001
-6.6959348e-001,-1.4833833e+000,1.0776593e+000,1.1414189e+000,2.2520185e-001,1.5134178e+000,5.3190051e-001,1.7085280e+000,-1.3905084e+000,6.1683141e-001,8.0274665e-001
-1.2090723e+000,-1.3398926e+000,-2.3737451e-001,2.6051145e-001,-6.8569093e-001,1.8727716e-001,8.0797131e-001,1.5613379e+000,1.5137357e+000,1.5677908e+000,-3.2081753e-001
4.9630883e-001,3.5159804e-001,-1.7354311e-001,-1.2877634e+000,-6.9967219e-001,-6.6096430e-001,-6.4038051e-001,-5.7763114e-001,1.5377976e+000,1.8332106e+000,-1.8368465e+000
-4.9219256e-001,-1.0171596e+000,4.2778875e-001,1.3386063e-001,1.3260291e+000,-8.5890909e-001,8.3033741e-002,8.4065885e-001,-1.3626410e+000,-1.0620154e+000,8.0562807e-001
-1.0368062e+000,-7.2910963e-001,-1.3970704e+000,1.2414112e+000,5.7367764e-001,-1.6736003e+000,7.8443429e-001,-8.4288575e-001,4.2147342e-001,4.1681587e-001,1.5051717e+000
6.2430838e-001,9.1103046e-002,1.3620555e+000,1.6021293e+000,-7.1804054e-001,-1.1397174e+000,-6.1351501e-001,-1.5495344e+000,-1.2257472e+000,-1.0508927e+000,2.2710026e-001
5.9003940e-001,2.9205056e-002,1.0963054e+000,6.5370179e-001,-1.4342588e-001,1.6639514e+000,-1.7338958e+000,1.2251582e-001,1.2847297e+000,1.0235897e+000,-8.8541961e-003
-3.5825394e-001,-1.3296593e-001,-3.4219594e-001,6.5659853e-001,-3.9876704e-001,7.7197506e-001,-8.1833798e-001,1.2689403e+000,-6.5551303e-001,1.8400211e+000,8.3128957e-001
-6.6100806e-001,-7.5245796e-001,-5.0711172e-001,-3.6179312e-001,2.6461245e-001,-2.9822226e-002,-1.3746395e+000,1.3721861e+000,1.5562783e+000,5.4783190e-001,5.2080028e-001
-1.1001590e+000,-1.1263986e+000,-3.8315610e-001,-1.4952781e+000,-1.5794905e+000,-1.1543942e+000,-3.9238617e-001,-1.0889638e+000,1.2063914e+000,-3.8045038e-001,-6.7849690e-001
-4.7331176e-001,-4.0275974e-001,-2.9877349e-001,1.5436669e+000,1.0158558e+000,-8.1131530e-001,-3.1191224e-001,-2.3823411e-001,1.4261923e+000,3.7842361e-001,1.4324989e+000
-9.8148998e-001,-1.3898789e+000,5.5004305e-001,-9.3605372e-001,4.2226550e-001,8.4303960e-001,-1.4182320e+000,-1.6580304e+000,-9.6052983e-001,6.9552415e-001,-2.7269546e-001
-3.7519740e-001,3.2772852e-001,-1.6074729e+000,-5.5992251e-001,-1.7073452e+000,8.6671018e-001,-1.0597907e+000,-6.4708570e-001,-1.6875705e+000,-6.0315738e-001,9.1327027e-002
-1.4492873e+000,-1.4526972e+000,8.6474041e-002,-1.9060636e-001,-1.0333684e+000,-2.0844164e-001,5.9011717e-001,-1.2443602e+000,-6.1667638e-001,-8.6963029e-001,-5.9165385e-001
1.7311622e+000,1.3591098e+000,1.2514738e+000,-1.3921736e+000,-9.3325412e-001,-3.5231422e-001,-1.5629675e+000,9.3324683e-001,-1.1022589e+000,-1.4014473e+000,2.5557534e-001
-6.4624500e-001,-1.5633516e-002,-1.4969897e+000,1.2793824e+000,6.0413465e-001,4.7300474e-001,2.2965819e-001,-1.0264214e+000,5.0195842e-001,2.2705039e-001,1.8382978e+000
-1.0405049e-001,1.8448692e-001,-1.0453145e+000,7.8449256e-001,-2.5588282e-001,-1.6283468e+000,1.4470253e+000,3.4088718e-001,-4.1985024e-001,-6.7520142e-001,6.1399922e-001
1.3031304e+000,1.5116218e+000,1.3066858e-001,1.5973773e+000,-1.6137434e+000,-2.5073599e-001,1.0068652e+000,-1.5316520e+000,6.5127663e-001,6.2406864e-001,8.2274414e-001
2.4849975e-001,7.0751056e-001,-1.1903647e+000,-2.2119458e-001,1.5242732e+000,9.9468460e-001,1.1190122e+000,-8.5813566e-001,-1.4421754e+000,7.5578206e-001,-8.7375300e-001
5.4572794e-001,1.8305233e-001,8.1764991e-001,-8.7291953e-001,3.8724082e-001,-1.2532128e-001,-1.3228403e+000,-2.2737743e-001,9.2024241e-001,-7.2750145e-001,-1.0770322e+000
9.3909780e-002,-1.9590430e-001,1.5093494e-001,-1.0307564e+000,3.0847244e-001,-2.9649902e-001,-3.4287163e-001,1.6817241e+000,5.6641494e-001,-1.0309393e+000,2.2914872e-001
1.1693414e+000,8.9913499e-001,1.1583829e+000,9.1789302e-001,1.8438088e-001,-6.2287553e-001,-5.9171646e-001,1.5117804e+000,-7.9244737e-001,5.7216278e-001,-5.7336176e-001
-4.3689985e-001,-5.6494133e-002,-1.2711230e+000,-7.8289081e-001,-1.1448709e+000,-3.6082214e-001,-1.1788422e+000,1.2826237e+000,9.5887530e-001,-4.8340925e-002,4.5649386e-001
-8.4708739e-001,-1.0874869e+000,5.5725653e-001,-1.4194805e+000,8.4367722e-001,-1.4402620e+000,1.2885423e-001,1.2016996e+000,-1.7903161e-001,5.0923167e-001,6.4995317e-002
-1.3071224e+000,-6.7925815e-001,-1.2095791e+000,-3.6005386e-001,-6.7311643e-001,1.1543180e+000,-1.5756142e+000,5.8542079e-001,-2.8819845e-001,4.1352613e-001,3.9876998e-001
-1.7847432e+000,-1.6556670e+000,-1.1767269e+000,9.7111168e-001,1.1522883e+000,-7.1890015e-001,-1.7641554e+000,-3.8878136e-001,-5.9693123e-002,-1.7750285e+000,3.9276543e-001
1.7455766e+000,1.5536998e+000,9.5186905e-001,1.2122307e+000,-7.9157514e-001,6.1565584e-001,9.0747115e-001,8.4587207e-001,-1.1814641e+000,-9.5682510e-001,1.2628746e+000
2.8607886e-001,7.1416283e-001,-1.0168627e+000,-1.3861049e+000,9.4181473e-001,1.3531463e+000,-9.0389248e-001,1.0988149e+000,1.0844215e+000,-1.7461820e+000,-1.5167087e+000
1.3279027e+000,9.2192360e-001,1.0930521e+000,-1.5925304e+000,6.3458057e-002,-1.2150865e+000,-1.7481491e+000,5.3360420e-001,-4.6510304e-001,1.5181311e+000,-1.2352289e+000
-1.4367626e+000,-1.3086592e+000,-1.0942436e-001,3.4480520e-001,1.6262584e+000,4.4066481e-001,1.0849857e+000,1.1633949e+000,9.8566172e-001,-1.5746584e+000,2.9250830e-001
7.9846210e-001,4.2626945e-001,1.2220050e+000,3.3330319e-001,1.0389771e-001,5.0055665e-001,-1.6138935e+000,2.4398448e-001,-1.7096213e+000,4.0008112e-002,-1.0136962e+000
1.6976265e+000,1.0274175e+000,1.3656607e+000,-6.5915504e-001,1.3736692e+000,-7.6048322e-001,7.5579396e-001,-1.2484640e+000,6.0287774e-001,-2.1226544e-002,4.7148702e-001
-1.2746116e+000,-7.9656107e-001,-1.7515335e+000,1.2560261e+000,-1.5291023e+000,-7.7649230e-001,1.7252146e+000,1.0048780e+000,1.2559239e+000,-1.6518815e+000,1.0637058e+000
5.7243653e-002,4.8881389e-001,-7.5579300e-001,6.4374397e-001,-7.7317356e-001,-7.8274857e-002,-7.1570533e-001,-1.2161663e+000,-1.3171206e-001,7.6702926e-001,-7.1897103e-001
-5.0509372e-002,-5.4858538e-001,9.4725873e-001,1.0240650e+000,1.5425152e+000,1.6398006e+000,1.0236130e+000,-1.4489720e+000,-7.2788245e-001,1.1189278e+000,1.6962898e+000
2.9631726e-001,6.3357816e-001,-4.8977501e-001,9.3927411e-001,1.5754432e+000,-2.7606371e-001,1.6757729e+000,-1.2730812e+000,1.3069697e+000,-1.0115808e+000,-6.1338566e-001
-3.3546950e-001,-8.9675749e-001,1.2864802e+000,-9.2864379e-001,-4.6650490e-001,2.7284310e-001,1.0779476e+000,1.4320180e+000,-7.9655358e-001,-9.7182963e-001,5.4536126e-001
7.8857272e-001,7.6944716e-001,4.2213060e-001,1.0236097e+000,1.3387519e-001,-1.5439587e+000,6.3547813e-001,7.6350336e-001,-2.1203800e-001,-1.2960212e+000,-1.3815538e+000
-6.8464530e-002,4.7481511e-001,-1.1419228e+000,7.7765425e-001,1.4904967e-002,-3.6265609e-001,-6.1600167e-001,6.7880222e-001,9.6928939e-001,9.9712862e-001,9.5193218e-002
5.4949849e-001,1.3521141e+000,-1.2529524e+000,1.9351825e-002,1.2559125e+000,1.5656193e+000,-1.7545469e+000,-1.6586843e+000,1.2093103e+000,1.1493579e+000,-9.2059439e-001
9.0242540e-001,6.4366379e-001,7.1810092e-001,4.0492334e-001,9.5260433e-001,8.2273771e-002,-8.6716621e-001,9.0142852e-001,5.5520970e-001,-5.7254288e-002,-1.4748556e+000
1.9409922e-001,1.7766382e-001,5.1987620e-002,1.0575401e+000,-5.0488967e-001,7.6801202e-001,8.5362161e-001,1.0611742e+000,1.3082233e+000,2.8758539e-001,-6.4616036e-002
-9.6238632e-001,-1.7684352e+000,1.2240312e+000,-1.6220389e+000,-6.2373098e-001,-1.5244507e+000,-1.4647940e+000,-7.0344999e-002,-1.6689080e+000,1.1540533e+000,-7.6489665e-001
1.2722525e+000,1.3470584e+000,-7.4675719e-002,1.4387495e+000,8.6588974e-001,-8.7204141e-001,4.4161155e-001,-4.9971098e-001,1.4970109e+000,-1.6152618e+000,6.3851980e-001
-2.6286817e-001,2.0589794e-001,-8.8613900e-001,6.0359541e-001,-1.6617697e+000,7.8240370e-001,1.0622122e+000,5.8927177e-001,-1.2697279e+000,-9.0813284e-002,2.6506708e-001
-2.0355573e+000,-1.4927915e+000,-1.5036745e+000,-8.4753435e-001,1.2422590e-001,-8.7116734e-001,-8.8780976e-001,-1.4705533e+000,-6.4764694e-001,-1.0407701e+000,-2.4428878e-001
8.8392028e-001,1.6186934e+000,-1.1104692e+000,-1.0744023e+000,-9.7280520e-001,-8.1571414e-001,2.5257186e-001,1.0751065e+000,1.2282756e+000,-7.6153283e-001,-5.6445804e-001
-5.5484949e-001,-5.8440299e-001,3.9937348e-001,-4.2271362e-001,-7.2549138e-001,9.3845393e-001,-2.6097579e-001,-1.1512426e+000,6.7765046e-001,-1.7773906e+000,2.4328403e-001
1.6508494e+000,1.3521072e+000,1.3665041e+000,1.4608038e+000,-3.1146141e-001,-1.2544406e+000,-2.2884870e-001,9.4681736e-002,-1.6747751e+000,-6.5479101e-001,1.5894457e+000
7.0199515e-001,6.9765846e-001,-2.4927148e-002,1.3608941e+000,-3.5241384e-001,1.5183615e+000,-7.3743624e-001,-1.0407892e+000,1.2271249e+000,7.3289396e-001,-1.1849190e+000
1.0658641e+000,1.3146924e+000,-4.5199868e-001,4.3413420e-001,-1.0144401e+000,-6.4677916e-001,1.5554524e+000,9.3443788e-001,1.0325586e+000,4.2624521e-002,-4.9777800e-001
2.5468642e-001,-1.9113595e-001,1.1184284e+000,-7.9952226e-001,-4.0796141e-001,-1.5869861e+000,9.0422564e-001,-8.7837654e-001,-3.9596936e-001,4.7567386e-001,1.8041760e-001
1.0407421e+000,1.0094780e+000,9.6630191e-002,1.4967174e-001,-1.5471317e+000,-3.4970827e-001,-8.2867611e-002,-9.0458739e-001,3.1432204e-001,-6.8814038e-001,-1.6560373e+000
3.0611534e-001,1.1069374e+000,-1.7575571e+000,3.3711936e-001,1.1691991e+000,1.6672762e+000,-1.3939924e+000,-6.2078731e-001,-4.7835051e-001,6.8962507e-001,-9.2211677e-001
-1.2247071e+000,-8.9503080e-001,-3.7931569e-001,2.7390749e-001,2.6566096e-001,-4.8584460e-002,-5.3633051e-003,1.1195113e+000,-1.3551275e+000,1.0823709e+000,3.0266850e-001
1.3607904e+000,1.2477948e+000,3.4856630e-001,-5.6582245e-001,1.1660732e+000,-1.1522957e+000,9.0844216e-001,1.2900312e+000,-7.5143955e-001,-7.9460792e-001,1.7887472e-001
-2.8562837e-001,-3.4972929e-001,1.2175099e-001,4.2227410e-001,-5.1320398e-001,3.6503483e-001,-1.3848176e+000,-1.4833488e+000,-1.2414246e-001,-4.3355318e-001,4.2611996e-001
7.0509027e-001,1.1014071e+000,-5.5804152e-001,1.2531751e+000,6.5502685e-001,1.1840699e+000,-1.6092222e-001,-4.5575337e-001,-8.0540669e-001,7.9195025e-001,-1.1363860e+000
-1.5645237e+000,-1.4662154e+000,-3.5039682e-002,7.4848091e-001,-7.4524106e-001,7.5696801e-001,-1.0648256e+000,-7.2155398e-001,1.6238926e+000,6.6924402e-001,-2.9805094e-001
-5.2054794e-002,7.4249479e-003,2.6462074e-001,8.2211974e-001,-8.5527770e-002,1.4699691e+000,4.8205659e-001,-2.7161136e-001,5.0939176e-001,1.7463987e+000,6.1941614e-001
1.2970356e+000,4.8439706e-001,1.3550957e+000,1.5204466e+000,-1.5473977e+000,3.2532949e-001,-1.4256182e+000,1.0372667e+000,1.6029926e+000,-8.8833384e-003,-8.3033690e-001
4.9487296e-001,-6.4447738e-001,1.6918944e+000,-1.4454415e+000,4.7059459e-001,3.8594197e-001,-4.5529045e-001,-1.4762874e+000,-5.0499235e-001,-1.3215393e+000,1.1128261e+000
7.4735574e-001,2.3384161e-001,1.2171917e+000,9.4281028e-001,-6.2681024e-001,1.3709691e+000,1.7065032e+000,1.4548572e+000,-1.6648427e+000,-3.5599544e-001,-9.6066761e-001
-9.9683864e-001,-9.9678349e-001,-5.6700448e-001,-4.9543941e-001,-1.3087699e+000,-8.6391355e-001,-1.1773733e+000,6.1656628e-001,-1.6777262e+000,1.4315593e+000,7.8981320e-002
-6.0311172e-001,-1.8011292e+000,1.3724812e+000,2.6947279e-001,-8.2590845e-001,-7.3104658e-002,4.2810046e-001,-4.7445761e-001,-9.1752081e-001,-1.0054227e+000,-2.1910197e-001
-5.4021818e-001,-1.1916049e+000,1.3966212e+000,-1.6429658e+000,-9.4628288e-001,-6.6049896e-001,7.1545127e-001,1.4933714e+000,-3.0928427e-001,-7.8921836e-001,5.3505704e-002
3.6572606e-001,7.7527958e-001,-9.9216445e-001,-1.1017882e+000,1.5712378e+000,1.3301953e+000,1.2705206e-001,4.8787908e-001,-1.1563141e+000,-7.4322812e-001,-1.5947543e+000
-9.7503595e-001,-1.2566470e+000,-1.3506599e-003,5.4336740e-001,-9.8309540e-001,-8.7793767e-001,-1.1744899e+000,-1.5900005e+000,-8.4582925e-001,7.4618446e-001,3.3877783e-001
