@RELATION fri_c3_100_50 
 @ATTRIBUTE oz1 REAL 
 @ATTRIBUTE oz2 REAL 
 @ATTRIBUTE oz3 REAL 
 @ATTRIBUTE oz4 REAL 
 @ATTRIBUTE oz5 REAL 
 @ATTRIBUTE oz6 REAL 
 @ATTRIBUTE oz7 REAL 
 @ATTRIBUTE oz8 REAL 
 @ATTRIBUTE oz9 REAL 
 @ATTRIBUTE oz10 REAL 
 @ATTRIBUTE oz11 REAL 
 @ATTRIBUTE oz12 REAL 
 @ATTRIBUTE oz13 REAL 
 @ATTRIBUTE oz14 REAL 
 @ATTRIBUTE oz15 REAL 
 @ATTRIBUTE oz16 REAL 
 @ATTRIBUTE oz17 REAL 
 @ATTRIBUTE oz18 REAL 
 @ATTRIBUTE oz19 REAL 
 @ATTRIBUTE oz20 REAL 
 @ATTRIBUTE oz21 REAL 
 @ATTRIBUTE oz22 REAL 
 @ATTRIBUTE oz23 REAL 
 @ATTRIBUTE oz24 REAL 
 @ATTRIBUTE oz25 REAL 
 @ATTRIBUTE oz26 REAL 
 @ATTRIBUTE oz27 REAL 
 @ATTRIBUTE oz28 REAL 
 @ATTRIBUTE oz29 REAL 
 @ATTRIBUTE oz30 REAL 
 @ATTRIBUTE oz31 REAL 
 @ATTRIBUTE oz32 REAL 
 @ATTRIBUTE oz33 REAL 
 @ATTRIBUTE oz34 REAL 
 @ATTRIBUTE oz35 REAL 
 @ATTRIBUTE oz36 REAL 
 @ATTRIBUTE oz37 REAL 
 @ATTRIBUTE oz38 REAL 
 @ATTRIBUTE oz39 REAL 
 @ATTRIBUTE oz40 REAL 
 @ATTRIBUTE oz41 REAL 
 @ATTRIBUTE oz42 REAL 
 @ATTRIBUTE oz43 REAL 
 @ATTRIBUTE oz44 REAL 
 @ATTRIBUTE oz45 REAL 
 @ATTRIBUTE oz46 REAL 
 @ATTRIBUTE oz47 REAL 
 @ATTRIBUTE oz48 REAL 
 @ATTRIBUTE oz49 REAL 
 @ATTRIBUTE oz50 REAL 
 @ATTRIBUTE oz51 REAL 
@DATA  
-4.2193247e-001,1.9702121e-001,1.3196415e+000,9.9258183e-001,3.6955005e-001,-2.4540253e-001,1.1666015e+000,6.4817150e-001,-1.0371884e-001,1.0949262e+000,-1.5012770e+000,-2.4741434e-001,1.1148867e+000,-1.0017847e+000,7.7072895e-002,-8.9750778e-001,1.1666436e+000,-1.5133236e+000,9.7966939e-001,-8.5965572e-001,1.1787781e-001,-9.5741826e-001,-5.0567496e-001,1.8543812e+000,5.1576742e-001,9.4584818e-001,2.6619913e-001,-3.2460016e-001,-7.0037704e-001,-1.7064700e+000,1.0281701e+000,1.6831803e+000,4.3242947e-001,7.6007283e-001,-5.9136081e-001,-1.3366737e-001,-1.3876794e-001,8.9785064e-001,7.3675558e-001,-1.3512507e+000,1.1179567e+000,1.0913540e+000,-1.9896488e-002,1.2222905e-001,-1.4468337e+000,1.5671504e+000,-1.8125846e+000,1.3321357e+000,-6.5677433e-001,-1.0465718e+000,1.2017650e+000
1.9362410e+000,1.7295421e+000,1.4640288e+000,4.5229147e-001,2.2585683e+000,1.3602663e+000,1.7619757e-001,1.3091183e-001,-1.7350624e+000,-8.1666038e-001,8.2096941e-001,-1.1758116e+000,7.9333146e-001,-1.0109321e+000,1.3837094e+000,1.3528355e+000,-1.5055541e+000,1.4920066e+000,-2.9746138e-001,-2.8254069e-001,-2.7790119e-001,-1.2636034e-001,7.8682241e-001,1.6465759e+000,-1.8282619e+000,8.8562396e-001,8.6791635e-001,-7.6464499e-001,-7.1951835e-001,-1.6668038e+000,1.8555432e+000,1.1543304e+000,1.3710731e+000,-2.6866275e-001,-7.4923273e-001,-1.5228414e+000,7.1617058e-001,-4.9511897e-001,-1.4033746e+000,7.2242561e-001,-4.4262415e-001,4.8872622e-002,4.0598350e-001,1.5548833e+000,-2.7389797e-001,1.4796750e+000,1.2303890e+000,6.6539858e-001,-9.1395463e-001,1.6290623e-001,1.7724650e+000
-1.3828180e+000,-1.1700373e+000,-2.3558272e-001,1.7409947e+000,-5.5801854e-001,-1.4490195e+000,-4.5027977e-001,1.2997263e+000,4.2236905e-001,2.3917479e-001,7.3013912e-001,5.5128726e-001,-5.7983994e-001,2.4061689e-001,-1.2335993e+000,-3.0860228e-001,-5.2512431e-001,1.4830296e+000,1.5381048e+000,-1.5552589e+000,-7.3550696e-001,-1.3784166e-001,-7.1069273e-001,4.8651415e-001,-1.1888459e+000,-7.2028744e-001,-3.6314567e-002,4.1225996e-003,-1.5345180e+000,-1.2833010e+000,-1.9903220e-001,1.1522100e-001,3.7976381e-001,1.0564497e+000,-4.9060049e-002,5.2977158e-001,-1.5567371e+000,-8.0125817e-001,9.8738236e-001,1.4454531e+000,8.4010806e-001,-4.6106177e-001,8.8033470e-001,4.7682181e-001,1.0203315e+000,-1.3259321e+000,1.4914453e-001,-5.1318113e-002,-6.2134436e-001,8.3090758e-001,3.9665559e-001
-8.1065876e-001,-7.7385993e-001,-7.6509932e-001,2.8885977e-001,-1.0027264e+000,-1.5481426e+000,-2.2464695e-001,5.4158500e-001,-1.3244030e+000,5.7920557e-001,5.4047509e-001,-4.9130281e-001,1.5907201e+000,1.2404249e+000,7.8311313e-001,-1.3124120e+000,-6.9410009e-001,1.4772495e+000,-1.4048342e+000,-7.0203478e-001,-5.7264165e-001,-1.1717808e+000,-1.5119906e+000,-1.2362079e+000,1.7095255e-001,1.3113148e+000,-9.3328790e-001,-2.0831094e-001,-7.7471443e-001,1.4002643e+000,4.5404539e-001,-3.2465618e-002,-7.0911766e-001,-1.4838721e+000,-1.2209614e+000,-1.9422514e+000,-1.3002215e+000,-1.6799832e+000,5.5806868e-001,6.9083050e-001,-3.2188618e-001,-1.3730691e+000,8.9304115e-001,-1.9397402e-002,5.9474229e-001,-4.6960502e-001,-8.7091767e-002,-6.4892562e-001,9.2404784e-001,-1.2275240e+000,6.3147893e-001
-6.4094172e-001,1.5222596e-001,3.1867396e-001,5.1770999e-001,-2.9189582e-001,-2.2804783e-002,-1.4851201e+000,1.6604284e+000,8.7608690e-002,1.8750725e-001,-1.4464440e+000,-1.7292773e+000,-1.6818807e+000,5.0089952e-001,-5.9758729e-001,-7.3142405e-001,1.3202075e+000,1.1386349e+000,4.5911394e-001,-1.1845210e+000,-6.0382116e-001,9.1818748e-001,-3.9373620e-001,1.5931195e-001,-1.4713785e-001,1.1350190e+000,1.4410418e+000,1.9073459e-002,-8.9408548e-001,7.1710913e-001,2.4416470e-001,7.1933591e-002,-8.3842323e-001,-8.5399081e-001,-3.3205407e-002,1.2665863e+000,-1.0980690e+000,1.4886873e+000,1.5484516e+000,1.2291030e+000,1.5753990e-001,9.0307584e-001,1.0795191e+000,1.2199945e-001,-1.5661105e+000,-1.2443786e-001,-1.0889051e+000,-5.7754916e-001,7.9183530e-001,-5.6787005e-001,8.9271255e-001
-1.3666911e-001,2.5048914e-001,9.4736394e-001,6.5279638e-001,1.2920542e-001,-1.0544288e+000,-2.6558840e-001,-3.6118915e-001,6.2088517e-001,6.9278157e-001,2.0143506e-002,8.0836851e-001,-1.0806657e+000,9.8708015e-001,-1.4816181e+000,-1.1639805e+000,9.7429700e-001,-6.3559667e-002,-1.7082373e+000,-1.4230487e-001,-9.1381053e-001,-1.4925651e+000,-8.3962778e-001,-1.6150762e+000,9.1585719e-001,4.1612453e-001,3.7667700e-001,9.1410314e-001,1.0825828e+000,8.7154811e-001,-4.5558602e-001,-2.8348750e-001,-5.3158283e-001,1.9077233e-001,1.5285202e+000,-1.5961341e+000,-1.5565158e+000,1.5652113e+000,1.3524280e+000,8.3048844e-001,1.3386355e+000,1.2751360e+000,1.0264240e+000,6.0673042e-001,1.0546211e+000,-1.0729160e+000,-2.2206215e-002,7.5500805e-002,7.7975322e-001,-1.4559547e+000,9.3463013e-001
4.9998135e-001,7.9209111e-001,1.5776746e+000,1.5138502e+000,1.2699957e+000,-1.2981748e+000,5.6109116e-001,1.9806581e-001,-1.7143961e+000,-4.1651677e-001,1.8384303e+000,1.3896365e+000,6.0266004e-001,-1.5349196e+000,-7.5828871e-001,1.5188370e+000,-1.5117452e+000,-2.6509133e-001,-2.6132796e-001,-7.3947497e-001,-2.2957285e-001,1.2566832e+000,-2.2386798e-001,4.9682076e-001,-1.1626963e+000,1.2628681e+000,-5.3711949e-001,6.0934767e-001,-1.2734808e+000,7.2890819e-001,1.7873643e+000,5.2549723e-002,-9.6513926e-001,-8.3665161e-001,-1.3249160e+000,-1.2115118e+000,-6.4756513e-001,-5.1847941e-001,3.2600837e-001,8.6030000e-001,1.7484420e+000,-4.5129062e-001,1.2548953e+000,9.1827933e-001,-4.0181879e-001,-1.0190659e+000,-2.7947351e-001,-5.6495864e-001,-4.1219475e-002,-1.3595022e+000,-3.2981053e-001
1.2713046e+000,1.2420174e+000,8.7166482e-001,-4.6381611e-001,1.3917808e+000,1.3815250e-001,5.6751678e-001,-9.6879423e-001,-1.2991635e+000,1.8502732e+000,1.0030583e+000,1.0707042e-001,9.9793580e-001,-1.8784991e+000,9.6000330e-001,-8.9491955e-001,-1.1557401e+000,-1.1948660e+000,1.1790635e+000,-1.2695546e+000,1.2344699e+000,1.4259372e-001,3.0027290e-001,-1.6118982e+000,-5.9939933e-001,4.9425820e-001,-1.3449791e+000,1.4964085e+000,8.5617359e-001,-5.1214180e-001,1.0166961e+000,-1.2814048e-001,-3.0445601e-001,-1.7938678e-001,8.5338944e-001,1.1497329e+000,-1.3769549e+000,1.2143827e+000,6.4756961e-001,1.6043882e+000,1.1790324e+000,-8.6392277e-001,-2.8434369e-001,-2.2435051e-001,-1.7999646e+000,-1.5572019e-001,1.1508605e+000,1.3287455e+000,-1.0568371e+000,1.5436833e+000,-1.2521210e+000
-1.2902875e+000,-1.0905418e+000,-1.2577953e+000,-8.6952016e-001,-5.2276732e-001,-8.1837736e-001,4.1810526e-001,-1.4381690e+000,5.1591148e-001,-6.8623257e-001,-7.8190482e-001,9.9464107e-001,-6.5314570e-001,6.8891179e-001,-7.9161715e-001,3.5417286e-001,-1.0046541e+000,-1.6394847e+000,-5.2893199e-001,-1.6504322e+000,1.4494882e+000,-6.8090660e-001,-5.1959499e-001,-1.6338617e-001,-6.1142924e-001,1.6674677e-001,1.7274018e+000,-1.4771569e+000,-1.5363366e+000,9.9127117e-001,-1.0562892e+000,-4.9073018e-001,-1.2658327e+000,-9.6873921e-001,1.7428557e+000,7.1018869e-001,6.4383600e-001,1.4978240e+000,1.2796189e+000,-1.4715183e+000,1.5560704e+000,-9.9340329e-001,9.8466940e-001,8.6622785e-001,1.3098479e+000,-6.7846994e-001,-1.6339459e+000,-1.4185153e+000,1.4174563e+000,1.1814358e+000,-2.9801162e-002
-1.1165326e+000,-6.8197074e-001,-8.9011510e-001,-4.3995667e-001,-1.0212529e+000,-5.8589380e-001,7.7469378e-001,9.3733535e-001,-1.6090657e+000,-9.2834641e-001,-1.1857543e+000,9.5980694e-001,-1.1330556e+000,1.1894657e+000,-2.3308620e-001,-7.3005655e-001,6.1117750e-001,-4.4027084e-001,-6.7152331e-001,1.1232507e+000,6.7252230e-001,-8.8978197e-001,2.0092364e-001,9.8849176e-001,-4.3490268e-001,-1.1908459e+000,-1.4146188e+000,-8.6905522e-001,-1.1513642e+000,-1.1621918e+000,3.2725876e-001,-6.5694204e-002,1.1611877e+000,2.3171047e-001,-1.0402798e+000,3.1288623e-001,-3.0328504e-001,-1.5263628e+000,-3.1497510e-003,-5.5047627e-001,-7.5058282e-001,4.2733694e-001,1.7514919e-002,1.6630429e+000,3.0747523e-001,1.0904091e-001,-7.3387866e-001,7.3378964e-001,8.6786555e-002,-1.2316307e+000,3.8428947e-002
