@RELATION fri_c4_500_10 
 @ATTRIBUTE oz1 REAL 
 @ATTRIBUTE oz2 REAL 
 @ATTRIBUTE oz3 REAL 
 @ATTRIBUTE oz4 REAL 
 @ATTRIBUTE oz5 REAL 
 @ATTRIBUTE oz6 REAL 
 @ATTRIBUTE oz7 REAL 
 @ATTRIBUTE oz8 REAL 
 @ATTRIBUTE oz9 REAL 
 @ATTRIBUTE oz10 REAL 
 @ATTRIBUTE oz11 REAL 
@DATA  
-4.1804749e-001,2.1163482e-001,9.8346799e-001,1.4655240e+000,9.5959497e-002,4.2594614e-001,1.6698223e-001,2.5658379e-001,-1.8784210e-001,4.0149638e-001,1.1389932e+000
-2.8138165e-001,-1.2438812e-001,-4.3139520e-001,-1.3331844e-001,-6.8578044e-001,1.9049470e+000,1.1260973e+000,1.1161143e+000,-1.0863555e+000,1.0765418e+000,8.2355773e-001
-6.0215792e-001,-4.0008953e-001,2.2980412e-001,1.4500130e+000,-1.7157006e-001,-1.6829741e-001,-5.3632971e-001,-9.5872000e-001,-4.9779644e-001,4.8205645e-001,1.1036250e+000
4.1373842e-001,8.6312765e-001,1.9924322e-001,-1.1093755e+000,6.6939906e-002,1.5547783e+000,3.9856191e-001,6.6921143e-001,1.2961655e+000,1.2151628e+000,-1.8863592e+000
-2.4578947e-002,-2.2612784e-002,1.8132960e-001,2.9257868e-001,-1.8198739e-001,4.4551908e-001,1.4322156e+000,-1.4650297e+000,-7.2845262e-001,1.7750185e-001,5.8244286e-001
-1.3019176e-001,8.0438694e-002,8.7177521e-001,5.5906010e-001,2.3579245e-001,5.8165063e-002,1.3172475e+000,-1.6641268e+000,1.4456361e+000,-5.9761547e-001,7.1121278e-001
1.0850779e+000,6.6676980e-001,3.0945386e-001,3.2767593e-001,5.3727976e-001,-2.7863533e-001,2.7289118e-001,-6.7779379e-001,-5.4638602e-001,4.8983701e-001,-1.8111167e+000
-8.7565788e-001,-7.0268813e-001,-4.1241738e-001,5.8657239e-001,-3.5039951e-001,1.9989692e+000,1.3387157e+000,1.2762434e+000,-8.9639827e-001,3.7815429e-001,6.7247642e-001
-1.4418555e+000,-9.5014341e-001,-9.1203555e-001,-9.5914614e-001,-1.0943141e+000,-7.0676500e-001,-1.6576343e+000,-3.1094359e-001,-2.9950389e-001,-8.9516851e-001,-6.1212309e-001
-1.5602334e+000,-1.4186251e+000,-1.4037368e+000,4.8012322e-001,-9.1096401e-001,2.1482164e+000,1.1550822e+000,1.5545588e+000,-5.0625993e-001,4.0784863e-001,4.1500494e-001
-3.0217687e-001,2.3253989e-001,7.2285434e-001,1.2290232e+000,1.9037510e-001,-1.0806947e+000,-7.1313806e-001,2.5805385e-001,1.5927576e+000,-3.0663776e-001,8.6072138e-001
-3.1324734e-001,-1.1511412e-001,-3.6578020e-001,-1.0339700e-001,-3.0746218e-001,-2.8917518e-001,9.7997258e-001,-9.7516639e-001,-1.7124437e+000,-4.9329607e-001,7.0899643e-001
1.5206693e+000,1.0628085e+000,2.0067211e+000,7.8125124e-001,2.1999025e+000,-3.6181835e-001,7.3254778e-001,-1.0089476e+000,-8.0793478e-001,-4.0675786e-001,8.3657669e-001
-9.6488564e-001,-6.9050807e-001,-1.5726762e+000,-1.2363856e+000,-1.0610742e+000,-7.9690741e-001,-4.0126066e-001,1.2208353e+000,1.1930058e+000,-8.8673274e-001,5.2965173e-001
4.5944587e-001,7.0641019e-001,7.7545850e-001,7.4018652e-001,6.8887966e-001,-2.7196860e-001,4.2817546e-001,-1.0330726e+000,-1.1564918e+000,-2.6279027e-001,-1.1266414e+000
1.5921271e+000,1.3298524e+000,2.5143392e+000,1.3647706e+000,3.4696884e+000,1.2299883e+000,1.3635240e+000,6.3972570e-001,-6.1720186e-001,-6.4360421e-001,2.5612526e+000
1.1113527e+000,6.6652868e-001,-7.0387379e-001,-9.7021219e-001,-6.4561436e-001,-5.4717867e-001,-9.9835735e-001,-9.8079052e-001,-1.4968170e+000,7.4954714e-001,-2.0982988e+000
1.0180243e+000,1.1386271e+000,1.2877411e+000,9.7206054e-001,1.5148292e+000,9.7323232e-001,1.1055295e+000,-8.6771574e-001,-1.2758532e-001,8.4386371e-001,-3.8947784e-001
-3.7242970e-001,-4.3437521e-001,1.1725322e+000,6.2513444e-001,9.6500416e-002,-1.6890228e+000,-1.7727240e+000,1.0445136e+000,-1.0639492e+000,-1.9819131e-001,9.3700319e-001
-1.2314863e+000,-5.2970505e-001,8.0761968e-002,-9.3303046e-001,-2.7933493e-001,2.4443824e+000,1.0982662e+000,5.8059882e-001,4.0592701e-001,1.6232937e+000,-3.0155836e-001
-2.0782282e+000,-1.4420721e+000,-6.0778611e-001,1.2475935e+000,-6.0158640e-001,1.5316907e+000,1.3709821e+000,-5.2820457e-002,8.4934881e-002,6.5238926e-001,-7.0038889e-002
-1.2979455e+000,-1.2728734e+000,-1.1510620e+000,6.9371188e-001,-7.1761252e-001,-4.8239128e-001,1.1226262e+000,-1.6531706e+000,-4.3173380e-001,-7.8674179e-001,4.6481595e-001
-1.5452487e+000,-9.0402155e-001,-6.6128832e-001,-5.0223897e-001,-8.0025764e-001,-8.0417842e-001,-1.5173830e+000,-4.1147444e-001,3.5045985e-001,-2.3448498e-001,-4.1268353e-001
