@RELATION fri_c1_250_25 
 @ATTRIBUTE oz1 REAL 
 @ATTRIBUTE oz2 REAL 
 @ATTRIBUTE oz3 REAL 
 @ATTRIBUTE oz4 REAL 
 @ATTRIBUTE oz5 REAL 
 @ATTRIBUTE oz6 REAL 
 @ATTRIBUTE oz7 REAL 
 @ATTRIBUTE oz8 REAL 
 @ATTRIBUTE oz9 REAL 
 @ATTRIBUTE oz10 REAL 
 @ATTRIBUTE oz11 REAL 
 @ATTRIBUTE oz12 REAL 
 @ATTRIBUTE oz13 REAL 
 @ATTRIBUTE oz14 REAL 
 @ATTRIBUTE oz15 REAL 
 @ATTRIBUTE oz16 REAL 
 @ATTRIBUTE oz17 REAL 
 @ATTRIBUTE oz18 REAL 
 @ATTRIBUTE oz19 REAL 
 @ATTRIBUTE oz20 REAL 
 @ATTRIBUTE oz21 REAL 
 @ATTRIBUTE oz22 REAL 
 @ATTRIBUTE oz23 REAL 
 @ATTRIBUTE oz24 REAL 
 @ATTRIBUTE oz25 REAL 
 @ATTRIBUTE oz26 REAL 
@DATA  
-4.0690283e-001,3.0793502e-002,-1.1912249e+000,-1.1621965e+000,-7.7913595e-001,8.4525430e-001,1.8423662e-001,-1.6403179e+000,3.0689202e-001,1.4890453e+000,-1.5973630e-001,8.0132000e-001,1.4304837e-001,-1.0349548e+000,-8.5476733e-001,-1.5591749e+000,9.1614405e-001,6.9110837e-001,3.0715697e-001,9.5195252e-001,-9.4384507e-001,8.4696532e-001,-1.0710179e+000,1.6478848e+000,-8.1053920e-001,2.7111072e-001
7.6653240e-001,1.3317614e+000,-1.2887927e+000,-1.2056160e+000,-1.2391987e+000,1.1835937e+000,1.1689900e+000,4.0352116e-001,5.9581798e-001,-1.1494318e+000,1.0326287e+000,-2.3523936e-001,1.0594050e-001,1.2148376e+000,3.5647328e-001,1.5261139e+000,-1.6835603e+000,-1.4001705e+000,-2.4464937e-001,1.0248014e+000,-1.6137966e+000,-3.8697284e-001,6.3857701e-001,-1.4134567e+000,-3.8551352e-001,-1.4308041e+000
1.4681415e+000,1.1499959e+000,7.9741601e-001,1.1352015e+000,1.1102905e+000,-4.8568576e-001,-8.4068617e-001,-2.1656888e-002,-6.0776372e-001,1.5948560e+000,-7.8985390e-001,-1.5837433e-001,-4.1528602e-001,-7.9945784e-001,-1.0662554e+000,-1.3476095e-001,1.1519460e+000,-6.1761031e-001,-4.7015673e-001,3.7550206e-001,-1.5295264e+000,-3.9293798e-001,-1.3864033e+000,3.3606599e-001,-3.1266289e-001,1.0387010e+000
-1.5207582e+000,-1.0446496e+000,-1.1757544e+000,-2.7534560e-001,-1.0632771e+000,1.1716501e+000,-1.3143307e+000,3.9087558e-001,-9.8237287e-001,-9.3244505e-001,-9.4688891e-001,1.6043061e+000,-1.0164517e+000,-9.0251344e-001,-5.8524956e-001,-1.4883861e+000,-1.5787347e+000,-1.2495193e+000,-1.1334014e+000,-6.3346190e-001,-1.3441068e+000,-1.5647087e+000,-7.7980915e-002,-4.7576319e-001,-1.3366896e+000,-2.0384657e-001
8.1377458e-003,-4.0431312e-001,1.2662932e+000,-8.0792085e-001,-1.5684912e+000,1.6216090e+000,8.5823987e-001,6.2695929e-001,-1.7436108e+000,1.7139403e+000,-8.7596005e-001,2.8556416e-001,1.4478098e+000,1.5952199e+000,-2.0905594e-001,-1.3329554e+000,1.5078667e+000,-5.6345911e-001,1.1532184e+000,-1.6910374e+000,1.2173168e+000,-1.4676232e+000,1.2541018e+000,-1.1260439e+000,-6.0081952e-001,5.9318296e-001
8.7710936e-002,-1.2062649e-001,-1.3309227e-001,1.4760008e+000,-1.2801862e+000,-9.7627385e-001,-1.1272009e+000,-4.9745858e-001,-8.9360786e-001,-9.5447725e-001,-1.0135831e+000,-1.7127486e+000,-9.8818688e-002,1.3680860e-001,-1.6393861e-001,5.5707875e-001,-1.1763738e+000,-1.0227212e+000,-6.1097136e-001,1.8695951e-001,-4.9400950e-001,1.3518024e+000,8.2758009e-001,-1.4942147e+000,-3.0714867e-001,5.8609164e-001
2.4974857e-001,5.2570860e-001,-5.0166162e-001,8.3617521e-001,-5.3635304e-001,1.5625529e+000,-6.8127331e-001,-9.9863860e-001,1.3656749e+000,-1.1796857e+000,4.3485368e-001,-2.6726810e-001,9.3493862e-001,-9.7559704e-001,9.0513588e-001,1.3351195e+000,-1.0021155e+000,-4.2860946e-001,-9.3097047e-001,-9.3157930e-001,8.2633556e-001,4.3830147e-001,1.5769813e+000,-1.3117651e-001,-1.3711608e+000,-8.7755747e-001
-8.6443001e-001,-4.1239533e-001,-9.4279345e-001,-1.4460778e+000,1.0308540e+000,5.6790636e-002,-3.7301096e-002,-1.1099185e+000,1.0495709e-002,1.3620804e+000,-1.0857398e+000,-1.3574160e+000,4.4880889e-001,1.1612949e-001,-1.2846350e+000,-1.0035465e+000,4.5672655e-001,7.0798824e-001,2.2773806e-001,-4.8068226e-001,-2.2270210e-002,1.7092506e+000,-8.5364648e-001,-6.4636208e-001,1.1235876e+000,4.9044941e-001
-5.6830085e-001,-4.4319994e-001,-9.9356939e-002,-1.0314412e+000,8.8648050e-001,1.2092460e+000,2.3438880e-001,9.8466136e-001,1.0794105e+000,-7.3485201e-001,1.3191737e+000,-1.1087192e+000,1.3360068e+000,2.1728381e-001,-1.2711436e+000,-1.6278830e+000,-1.3200654e+000,1.1763470e+000,7.0163432e-001,7.8642285e-001,-1.4045994e+000,-7.8299794e-001,6.1941216e-001,-4.8259853e-002,-1.4886161e+000,3.9093993e-001
-1.1279573e+000,-1.1827318e+000,-2.9322989e-001,7.2731481e-001,1.7500798e+000,5.7983874e-001,-7.7247674e-002,-1.2883151e+000,2.3827166e-001,5.0280701e-002,-1.6240597e+000,5.0917851e-001,7.1093224e-001,-4.9906213e-002,1.4483856e+000,8.6164159e-001,2.0501428e-001,1.5033629e+000,-1.4873150e-001,1.1510748e+000,8.0533523e-001,7.6675489e-002,-4.6980120e-002,1.0596971e+000,-1.3748438e+000,6.9360594e-001
-5.3211831e-001,-8.7518769e-001,1.2384594e+000,-6.1066533e-001,1.1956403e+000,5.3513100e-001,1.6369021e+000,1.1959737e+000,-1.2607589e+000,-9.5257420e-001,-2.5898083e-001,1.0625655e+000,-7.1554126e-001,-8.4824792e-001,1.0451761e+000,-1.2080243e-002,1.6846810e+000,-1.2012985e+000,1.6687371e+000,-3.2945776e-002,1.0185429e-001,1.3214949e+000,1.3849987e+000,1.1475800e+000,-2.1379535e-001,7.9067764e-001
1.2276286e+000,1.0448107e+000,5.2113133e-001,-4.9158865e-001,-1.4871511e+000,-9.5101280e-001,2.5396720e-001,5.2062384e-001,1.5652670e+000,1.5333935e-001,3.3936581e-001,-7.9292786e-001,2.1142115e-001,2.4793126e-001,5.2907754e-001,-1.1253734e+000,-2.3413610e-001,-1.7148046e-001,7.3803750e-001,-7.7977284e-001,4.1808591e-001,-8.4106461e-001,2.6055345e-002,-1.0252506e+000,-1.4688021e+000,-1.2025278e+000
-5.7369895e-001,-2.7821980e-002,-9.6591082e-001,1.7484996e+000,1.4528095e+000,1.4980821e+000,-3.2971916e-001,-1.5632112e+000,1.0296702e+000,6.1899611e-001,-6.8550388e-001,-1.5538783e+000,-1.1484590e-002,7.8818447e-002,1.6998608e+000,-1.6013478e-001,5.9661169e-001,-1.4453634e-001,-1.6756534e+000,-9.4523367e-001,-4.8859852e-001,7.9378156e-001,-1.0542531e+000,1.1416114e+000,1.1477628e+000,2.2370287e+000
8.6461477e-001,1.1687203e+000,-1.1025573e+000,1.2232140e+000,1.3169352e+000,8.2706679e-001,7.5047648e-001,-1.6028396e+000,-1.1948775e+000,1.0550705e+000,3.4364097e-001,-8.5466253e-001,-5.3430427e-001,4.6083874e-001,1.6952428e+000,3.5523130e-001,2.4591401e-001,-1.3037842e+000,5.2341104e-001,-9.9582700e-001,-9.5305512e-001,1.4899256e+000,-5.1087239e-001,-6.9242022e-001,1.4599838e+000,-8.2425049e-002
-6.0945692e-001,-1.3721070e-001,-8.1040290e-001,-1.1960208e+000,-1.4794292e+000,2.0840380e-001,-8.1148508e-001,-4.1158068e-001,6.1807355e-001,6.1126267e-001,1.6648410e+000,1.0606612e-001,-1.2825487e+000,7.4289418e-001,1.3405747e+000,-2.7729331e-001,-1.1403004e+000,-2.6208297e-001,1.1689456e+000,1.5063894e+000,1.9964081e-001,1.3070138e+000,-1.6704487e+000,-1.0946066e+000,4.0290305e-001,2.8081830e-001
1.0110571e+000,1.3180015e+000,-1.5131657e+000,-5.1477405e-002,-2.1261591e-001,1.5729083e+000,2.4884269e-001,-8.3044098e-001,-1.2004430e+000,1.8027956e+000,4.1564127e-001,8.5469235e-001,5.7734133e-001,-7.3089317e-001,9.6951068e-001,-1.1817824e+000,-1.4762862e+000,-9.8880757e-001,-1.0373896e+000,-1.6000161e+000,1.1693227e+000,-1.5631132e+000,-1.2729388e+000,7.9098886e-001,-1.4146595e+000,-6.9336543e-002
