@RELATION fri_c1_100_25 
 @ATTRIBUTE oz1 REAL 
 @ATTRIBUTE oz2 REAL 
 @ATTRIBUTE oz3 REAL 
 @ATTRIBUTE oz4 REAL 
 @ATTRIBUTE oz5 REAL 
 @ATTRIBUTE oz6 REAL 
 @ATTRIBUTE oz7 REAL 
 @ATTRIBUTE oz8 REAL 
 @ATTRIBUTE oz9 REAL 
 @ATTRIBUTE oz10 REAL 
 @ATTRIBUTE oz11 REAL 
 @ATTRIBUTE oz12 REAL 
 @ATTRIBUTE oz13 REAL 
 @ATTRIBUTE oz14 REAL 
 @ATTRIBUTE oz15 REAL 
 @ATTRIBUTE oz16 REAL 
 @ATTRIBUTE oz17 REAL 
 @ATTRIBUTE oz18 REAL 
 @ATTRIBUTE oz19 REAL 
 @ATTRIBUTE oz20 REAL 
 @ATTRIBUTE oz21 REAL 
 @ATTRIBUTE oz22 REAL 
 @ATTRIBUTE oz23 REAL 
 @ATTRIBUTE oz24 REAL 
 @ATTRIBUTE oz25 REAL 
 @ATTRIBUTE oz26 REAL 
@DATA  
-7.5940589e-001,-8.2040520e-001,6.9038533e-001,-9.4730372e-001,3.6339499e-001,1.4164863e+000,-1.5693954e+000,-4.0343004e-001,7.3822731e-001,-1.0884350e+000,-8.7224819e-001,1.5566160e+000,5.9790783e-001,-8.3920694e-001,-1.6623829e-001,-1.3523337e+000,-3.6709753e-001,1.4603813e+000,-2.0464290e-001,1.4155492e+000,1.3530373e+000,-1.6534526e+000,5.5418286e-001,-8.8566811e-001,1.5669928e+000,4.0399780e-001
8.2710394e-001,2.0917534e-001,1.4321054e+000,-1.2712483e+000,-1.6538545e+000,6.3400983e-001,3.3358976e-001,-6.7127043e-001,1.5654720e-001,1.3344133e-001,1.6236992e+000,-1.7458151e+000,-4.7818932e-001,6.7244847e-001,3.2607315e-001,-1.4146485e+000,5.5762401e-001,-7.9148260e-001,4.2099587e-001,1.0383112e+000,1.0630827e+000,7.7471195e-002,-3.7301914e-001,-1.2104890e+000,1.6203834e+000,-1.3319741e+000
6.3544110e-001,4.4085686e-001,5.9988739e-001,-9.9262632e-001,6.6240067e-001,-7.8157128e-001,2.5400948e-001,-1.3797490e+000,-1.1931616e+000,-9.2006917e-001,6.8275173e-001,4.8690265e-001,3.8632615e-001,-1.5547995e+000,-5.8017642e-001,-2.4714368e-001,3.7018840e-001,-3.7317813e-001,5.4305220e-001,-1.3030253e+000,-8.2392390e-001,4.1793217e-001,-1.5565550e+000,-2.9120140e-001,1.5700183e+000,-1.5780283e+000
-1.3098223e+000,-1.6991799e+000,8.0632639e-001,-1.1225625e+000,-1.1233724e+000,-1.7404909e+000,1.0219947e+000,-7.1197948e-001,1.2575640e+000,-3.3027722e-001,7.4933263e-001,9.1308267e-001,-1.6619963e+000,7.7026503e-001,-3.0196170e-001,-1.0458258e+000,-1.4458228e+000,-2.0256558e+000,1.6375359e+000,-1.3083015e+000,8.6043607e-001,-9.5432842e-001,-1.2037867e+000,1.3977545e-001,7.5941272e-001,-5.5109846e-001
-6.8373776e-001,-1.0614383e+000,3.8476268e-001,7.1538043e-001,5.8155850e-002,-9.3680404e-001,6.3060314e-001,5.5258608e-001,6.6760165e-001,-9.6318623e-001,-1.6569652e+000,-5.0227798e-006,2.4160871e-001,-8.4771161e-001,-1.5316596e+000,-2.9588477e-001,-2.8241850e-001,1.3032191e+000,-1.3146966e+000,8.2228705e-001,-3.4553366e-001,1.2256802e+000,-4.7519316e-002,2.8286568e-001,-6.5997390e-003,1.0717903e+000
-1.1948590e+000,-9.2029590e-001,-2.1308452e-001,1.4735030e+000,-1.2767408e-001,-5.3587311e-001,3.5504644e-001,1.3188271e-001,-1.4808976e+000,-1.7285476e+000,-1.7539562e+000,1.6336928e-001,-1.5623147e+000,1.6431212e+000,1.4734695e+000,-1.4978114e+000,8.5859693e-001,4.3359856e-002,2.4429921e-001,1.2625496e+000,-1.0353043e+000,1.2053754e+000,-1.7180636e+000,6.8607811e-001,-1.2950557e+000,1.1178012e+000
-7.4666208e-001,-8.7510057e-001,1.5678109e-001,-1.2674519e+000,8.6963458e-001,6.3874098e-001,1.2542080e+000,8.6988156e-001,5.5016482e-001,1.2506668e+000,1.1098609e+000,7.0087913e-002,1.3321479e-001,-1.6569204e+000,7.0720603e-001,1.0722015e+000,3.4958479e-001,-1.0371258e+000,-1.7507323e-001,-8.8410110e-001,-8.7476046e-001,-1.6039364e+000,-1.9220682e+000,-1.0445542e+000,5.5549166e-001,3.5244187e-001
1.0331512e+000,2.7060644e-001,1.3150417e+000,-1.1758921e+000,1.0628935e+000,1.0268405e+000,-1.7060967e+000,-1.5766135e+000,-1.1621743e+000,-7.7474298e-001,1.0046932e+000,-1.0530940e+000,-1.5522294e+000,-5.1498330e-001,-7.8070037e-001,1.5845797e+000,-5.6947377e-003,1.5135979e+000,4.2466861e-001,-1.6571409e+000,8.4474608e-001,-8.4999206e-001,-1.0923250e+000,-6.4167307e-001,1.1331495e+000,-1.1377583e+000
-2.9756303e-001,-9.2481751e-001,1.3108371e+000,1.6543514e+000,4.9990003e-001,-7.7455889e-001,7.9198508e-001,-1.2188395e+000,-5.8368127e-001,7.7075894e-002,8.2075379e-001,1.0124338e+000,-1.6266855e+000,1.1191646e+000,1.8643421e+000,-1.0818491e+000,1.3967783e+000,2.5244763e-001,5.6395052e-001,-1.3792331e+000,1.1741819e+000,4.2390923e-001,7.1293888e-001,-1.3336421e+000,-7.1701757e-001,1.8802039e+000
-1.1641998e+000,-7.7089449e-001,-9.7551161e-001,-4.3417991e-001,1.8791847e-001,-5.4118766e-001,6.8714204e-001,5.6930600e-001,-1.1605101e+000,1.3915221e+000,-8.9360450e-002,-1.3373059e-001,8.0890465e-001,6.3697694e-002,-3.9180221e-001,-6.3182645e-001,-1.5762173e+000,1.0087918e+000,1.1161217e+000,6.0841871e-002,1.1089006e+000,5.7787297e-002,1.0900340e-001,-1.2416691e+000,-8.0217233e-001,2.5736162e-001
2.1325207e+000,1.6097007e+000,1.1143170e+000,1.3492343e+000,-1.4344806e+000,1.3560805e+000,1.5233036e+000,-2.6306889e-001,1.8219490e-001,-1.7432384e+000,-6.5740161e-001,-1.4954512e+000,1.3412667e+000,9.5882353e-001,7.2482917e-001,-1.1434649e+000,-1.0731226e+000,-5.9686344e-001,1.4764771e+000,-1.2476791e+000,-1.7297276e-001,-5.2513654e-001,-1.3981642e+000,2.0092621e-001,1.6930080e+000,1.0606894e+000
7.7226085e-001,1.4754339e+000,-1.0229083e+000,-3.6814270e-001,3.4418251e-001,5.8792071e-001,-8.3790651e-001,-3.9884671e-001,6.7492063e-001,-7.6648863e-001,-5.0176486e-001,6.3824707e-001,-2.1217956e-001,-4.6501781e-001,-1.6980053e-001,5.3219388e-001,9.8141760e-001,1.4060227e-001,9.3330780e-001,5.5175851e-001,-5.0284230e-002,1.1874618e+000,-6.4960464e-001,-1.0333470e+000,9.1083021e-001,-5.1595096e-001
4.7194000e-001,1.3582510e+000,-1.9624023e+000,-1.0017349e-001,1.1636716e+000,-1.7253509e+000,-1.3385884e-001,-1.2642087e+000,1.4677720e+000,1.4772014e+000,9.1058801e-001,1.6830322e+000,7.7641426e-001,-8.8780202e-001,6.9723392e-001,-4.9679202e-002,5.4244610e-001,-3.0680784e-001,-5.9119086e-001,8.4900844e-001,-9.8901666e-001,-2.5512755e-001,1.0744496e+000,-3.4524173e-001,1.5992386e-001,-7.4191884e-001
-6.1299983e-001,-5.4765502e-004,-1.1670230e+000,-3.4443548e-001,-1.2312009e+000,-7.0220043e-001,-1.7864080e+000,7.2729683e-001,1.6536583e+000,-1.0529637e+000,-6.8627470e-001,1.1505558e+000,1.2323559e-001,1.0255389e+000,-3.8149330e-001,-7.2538327e-001,4.5497099e-001,8.4222612e-001,1.1103118e+000,4.7632581e-001,5.6978873e-001,9.4452272e-001,1.0847463e+000,-1.1326939e+000,-1.9554249e-001,4.3462818e-001
-9.6612961e-001,-4.9418909e-001,-4.7210670e-001,-5.8760412e-001,7.7116202e-003,-6.2169026e-001,-8.9122473e-001,8.4223856e-001,-3.7691772e-001,-1.0331561e+000,4.5958906e-001,6.8614004e-001,-1.6326406e+000,-1.3609720e+000,-1.0367237e+000,-6.1633062e-001,-5.5793342e-001,1.2857298e+000,-5.4809695e-001,-1.6609540e+000,-4.5243425e-001,-1.3350796e+000,-8.8286176e-001,1.0408253e+000,-9.0005374e-001,7.1059281e-001
