@RELATION fri_c0_250_5 
 @ATTRIBUTE oz1 REAL 
 @ATTRIBUTE oz2 REAL 
 @ATTRIBUTE oz3 REAL 
 @ATTRIBUTE oz4 REAL 
 @ATTRIBUTE oz5 REAL 
 @ATTRIBUTE oz6 REAL 
@DATA  
-8.8404312e-001,7.5160147e-001,7.5612359e-001,-1.5215807e+000,2.0398364e-001,-1.2921182e+000
-1.5161616e+000,-7.7885158e-001,-9.3552475e-001,3.6151952e-001,-1.3065447e+000,-1.5433131e+000
1.2763496e+000,2.2499419e-002,-3.7416318e-001,1.5026704e+000,-6.0922703e-001,1.8106491e+000
1.2820114e+000,1.0302127e+000,-3.2655330e-001,-1.5389499e+000,4.7484468e-001,-5.4164227e-001
-6.1904812e-001,1.5605392e+000,1.4351160e+000,-2.9763311e-001,-1.2065831e-001,5.6437556e-001
-1.5377371e-001,1.5724731e+000,-2.3376011e-001,-9.0030194e-001,-1.1117604e+000,2.4615307e-001
-1.2931728e+000,1.0959837e-001,-1.1237212e-001,7.4750916e-001,6.8781597e-001,-3.2857627e-001
5.4721785e-002,-8.6381484e-001,-3.6369267e-001,-3.2626031e-001,-1.3861992e+000,-9.2547321e-001
-1.6767540e+000,4.0529701e-002,8.0888250e-001,-8.3505117e-001,-6.7425549e-001,-1.7592570e+000
-1.4268213e+000,1.2703933e+000,7.9967318e-001,-6.8821437e-002,3.1200834e-001,-5.8056798e-001
1.7458503e+000,-5.5360529e-001,-9.6479592e-001,-1.3643495e-001,-7.4631631e-001,2.8147176e-001
1.3173565e-001,-1.0171366e-001,1.0222288e+000,1.3769675e+000,-4.9399479e-001,1.4268519e+000
1.9204496e-001,-7.7570779e-001,1.0904087e+000,1.2293221e+000,-1.2968440e+000,6.1707656e-001
4.8910769e-001,3.3873592e-001,9.1760938e-001,1.3053940e+000,8.9988547e-001,1.7084398e+000
-9.7941458e-001,4.4663087e-001,-1.1234432e+000,9.6835310e-001,-1.0337012e-002,3.8187325e-003
-3.1649530e-001,-1.1015663e+000,-9.5052188e-001,1.8835981e-001,-5.8662987e-001,-1.0263512e+000
-1.7847202e-001,1.5018118e-001,1.6229584e+000,1.6033556e-001,-9.1272840e-001,6.5979637e-001
-1.0059583e+000,6.4031873e-001,4.2000742e-001,-3.4620824e-001,1.1110547e-001,-6.5519135e-001
-1.0317205e+000,5.4595431e-001,1.3624220e+000,1.1263505e+000,9.5380912e-001,1.2496718e+000
-8.5566239e-001,-1.6088016e+000,-1.1163841e+000,7.7519087e-001,1.6589061e+000,4.0163360e-001
1.5773250e+000,-1.2069635e+000,2.6506868e-001,-1.2622275e-001,-1.7699379e+000,-1.0906346e+000
-9.9531699e-001,-1.3156559e+000,-1.2021165e+000,-1.4723724e+000,2.1605116e-001,-1.4571282e+000
1.1576076e+000,1.5692815e+000,1.0013375e+000,-1.7445892e+000,-1.6374262e+000,-1.2763640e+000
-1.3285345e+000,-9.4341035e-001,-1.7523543e+000,-1.7556302e+000,1.1681995e+000,-6.6613077e-001
-1.7267508e+000,3.9360644e-001,-6.4876125e-001,1.6811380e+000,3.5643358e-001,-1.9979765e-001
-3.8031522e-001,8.7758017e-001,1.7300249e-001,-1.3648224e-001,2.9234939e-001,1.9000505e-001
5.0281623e-001,-1.2423047e+000,1.7428926e-001,-6.2543705e-003,-1.6353622e+000,-8.3422254e-001
-5.7580729e-001,1.3639298e+000,1.6585318e-001,-7.7536026e-001,9.9551400e-001,2.4049519e-001
-4.8728357e-001,-5.2815512e-001,-2.9082333e-001,1.5743704e+000,-9.9377158e-001,1.7133377e-001
-6.7337952e-001,-1.7675386e+000,-1.3330126e+000,-6.9141097e-001,-2.4009671e-001,-1.3486309e+000
2.7599709e-002,1.1707878e+000,1.7738725e-001,2.1628292e-001,1.2397361e+000,9.2679983e-001
3.8706404e-001,-3.5031112e-001,-1.0089575e+000,-6.9742489e-001,-2.1071848e-001,1.6920033e-001
1.1971519e+000,-1.1816821e+000,1.4254607e-001,-1.3421703e+000,4.6607714e-001,-1.2918873e+000
1.7404368e+000,-6.0265446e-002,9.6286138e-001,-3.6028086e-001,1.1975870e+000,1.1381458e+000
3.5102071e-002,7.1907536e-001,-1.3685245e+000,5.2734596e-001,1.3846604e+000,1.5109432e+000
-1.5279044e+000,-4.2794945e-001,-1.4677969e+000,1.2062153e-001,-8.5005523e-001,-1.1699875e+000
1.0311263e+000,-1.6950453e+000,6.7999143e-001,-1.1248301e-001,8.7675463e-001,-1.1938714e+000
1.3094605e+000,-4.4557932e-001,1.6372972e+000,1.9849313e-001,-4.2075396e-001,1.2242767e+000
3.7754356e-001,3.5947226e-001,-1.2350366e+000,-1.1418187e+000,7.1388663e-001,3.2763434e-001
1.5298396e+000,-2.3038812e-001,3.8464919e-001,1.4270976e+000,-1.3726627e-001,1.5336581e+000
9.2970543e-001,2.1013358e-001,8.9971865e-001,-1.5419370e+000,-6.1015005e-001,1.6330069e-001
-1.5700983e+000,-8.6432605e-001,1.5690574e+000,1.2455337e+000,3.5251057e-001,4.8490134e-001
-1.3100491e+000,1.4814089e+000,-6.9536679e-001,-1.5631984e+000,1.3741792e+000,-1.0259216e+000
-3.1012452e-001,-2.3032380e-001,5.9446635e-001,1.2693271e+000,1.3029323e+000,5.7872079e-001
-7.9809179e-001,1.0299367e+000,7.3304790e-001,4.2796532e-001,-1.6449695e+000,-1.2745122e-001
1.6841107e-001,6.8698595e-001,1.6129746e+000,5.4514604e-001,2.1894444e-001,1.5058953e+000
-1.0273014e-001,2.3112174e-001,-1.6461653e+000,1.5726902e+000,-1.3098018e+000,1.8351231e+000
-1.2067641e+000,-6.8371102e-001,-1.2432360e+000,-1.5912523e+000,-3.5502368e-001,-2.1317929e+000
1.7449953e+000,4.1656522e-001,-8.1456251e-001,-1.1425281e+000,-4.6970769e-001,-1.5814793e-002
-1.6983634e+000,-2.3065313e-001,-1.0994179e+000,3.5007037e-001,-8.8977894e-001,-1.2015435e+000
1.0072175e+000,1.2240428e+000,-1.1216906e+000,-1.2538662e+000,1.6474613e+000,4.7100428e-001
1.2721843e+000,-3.4834420e-001,-8.6694426e-001,-3.0909624e-001,1.5443668e+000,1.0389299e+000
-9.6589647e-001,1.4528693e+000,7.6034309e-001,1.0605880e+000,-5.0864042e-001,8.9076410e-001
