@RELATION fri_c4_250_50 
 @ATTRIBUTE oz1 REAL 
 @ATTRIBUTE oz2 REAL 
 @ATTRIBUTE oz3 REAL 
 @ATTRIBUTE oz4 REAL 
 @ATTRIBUTE oz5 REAL 
 @ATTRIBUTE oz6 REAL 
 @ATTRIBUTE oz7 REAL 
 @ATTRIBUTE oz8 REAL 
 @ATTRIBUTE oz9 REAL 
 @ATTRIBUTE oz10 REAL 
 @ATTRIBUTE oz11 REAL 
 @ATTRIBUTE oz12 REAL 
 @ATTRIBUTE oz13 REAL 
 @ATTRIBUTE oz14 REAL 
 @ATTRIBUTE oz15 REAL 
 @ATTRIBUTE oz16 REAL 
 @ATTRIBUTE oz17 REAL 
 @ATTRIBUTE oz18 REAL 
 @ATTRIBUTE oz19 REAL 
 @ATTRIBUTE oz20 REAL 
 @ATTRIBUTE oz21 REAL 
 @ATTRIBUTE oz22 REAL 
 @ATTRIBUTE oz23 REAL 
 @ATTRIBUTE oz24 REAL 
 @ATTRIBUTE oz25 REAL 
 @ATTRIBUTE oz26 REAL 
 @ATTRIBUTE oz27 REAL 
 @ATTRIBUTE oz28 REAL 
 @ATTRIBUTE oz29 REAL 
 @ATTRIBUTE oz30 REAL 
 @ATTRIBUTE oz31 REAL 
 @ATTRIBUTE oz32 REAL 
 @ATTRIBUTE oz33 REAL 
 @ATTRIBUTE oz34 REAL 
 @ATTRIBUTE oz35 REAL 
 @ATTRIBUTE oz36 REAL 
 @ATTRIBUTE oz37 REAL 
 @ATTRIBUTE oz38 REAL 
 @ATTRIBUTE oz39 REAL 
 @ATTRIBUTE oz40 REAL 
 @ATTRIBUTE oz41 REAL 
 @ATTRIBUTE oz42 REAL 
 @ATTRIBUTE oz43 REAL 
 @ATTRIBUTE oz44 REAL 
 @ATTRIBUTE oz45 REAL 
 @ATTRIBUTE oz46 REAL 
 @ATTRIBUTE oz47 REAL 
 @ATTRIBUTE oz48 REAL 
 @ATTRIBUTE oz49 REAL 
 @ATTRIBUTE oz50 REAL 
 @ATTRIBUTE oz51 REAL 
@DATA  
2.5279150e-001,-6.6031337e-002,-8.1808511e-002,8.5759787e-001,-2.8858216e-002,-1.0841270e+000,-1.2213556e+000,8.5450336e-001,1.2681876e+000,-8.7843327e-001,7.6628251e-001,4.7328134e-001,9.0408454e-002,5.4917128e-002,-3.5375533e-002,4.6395781e-001,-3.8052454e-002,-4.5226006e-002,-6.5675107e-001,-9.0471802e-001,-3.0044393e-001,-1.1313550e+000,1.1032989e+000,1.4483412e+000,-1.4252553e+000,1.7274816e+000,4.7743238e-001,-6.9941086e-001,-6.4858008e-001,-1.7424518e+000,-1.1600021e+000,8.2416320e-001,-1.1615656e+000,1.0574368e+000,-3.7039155e-002,-5.5058940e-001,2.1500881e-001,-1.1790438e+000,-5.4093470e-001,-4.0686193e-001,1.1596310e+000,1.5989638e+000,-1.2614060e+000,-1.7833705e+000,-8.7949649e-001,-5.4819100e-002,6.9591387e-001,-4.5082386e-001,-1.2001667e+000,1.2439967e-001,6.4082026e-001
8.6175615e-001,1.2530354e+000,-9.6370963e-001,-1.6663061e+000,-6.3022916e-001,-1.1256072e-001,-5.7276328e-001,-1.0408377e+000,-1.5675126e+000,-6.3370236e-001,1.6810124e+000,7.9453058e-001,1.3034488e+000,-4.8504511e-001,-1.0482066e+000,-2.2763941e-001,1.1383590e-001,1.0300205e+000,-3.3953180e-001,-1.3104888e+000,1.7426461e+000,4.7323286e-001,1.5781060e+000,1.3835156e+000,-1.5713867e+000,7.2835739e-001,1.5822332e-001,1.1358566e+000,1.3323208e+000,-8.9208717e-001,1.5227527e+000,-4.0360264e-001,-8.2962740e-001,6.0823862e-001,-8.5834057e-001,1.3217340e+000,-4.5981687e-001,-4.0545069e-001,-1.2335258e+000,-1.5902687e+000,1.4171859e+000,1.3331457e+000,5.5872363e-001,-1.4960507e+000,3.3887014e-001,-1.0180874e+000,-8.8909646e-001,2.2499875e-001,3.8355283e-002,9.0228771e-001,-1.3476250e+000
1.3614278e+000,1.3862059e+000,1.5187046e+000,4.9590814e-001,1.8883957e+000,7.2442141e-002,-4.7278462e-001,8.7632449e-001,1.3094074e+000,1.0434553e+000,1.0081065e+000,-1.7023914e+000,-1.1782264e+000,-7.1607465e-001,1.1913828e+000,-1.2852901e+000,-1.5852279e+000,-1.4324359e+000,-1.0171630e+000,1.1170222e+000,7.8169230e-001,9.2030078e-002,1.1271199e+000,-1.0994122e+000,3.2950113e-001,1.4289861e+000,-3.6805121e-001,-1.8053633e+000,-1.2054650e+000,1.6054138e+000,7.3123113e-001,1.1046198e-001,1.7131429e-001,1.2715810e+000,6.9110141e-001,-5.4540311e-001,1.2273815e+000,1.0700204e+000,-9.7765938e-001,-8.7100814e-001,-1.5159093e+000,4.6552992e-001,1.1676260e+000,-8.0143840e-001,-1.2047408e+000,1.0886533e+000,-1.1963873e+000,6.1146438e-001,1.3371357e+000,-1.1479169e+000,9.7186482e-001
4.1313741e-001,5.2617978e-001,3.7870650e-001,-3.6586829e-001,4.4452238e-002,2.2018390e+000,1.2404738e+000,7.0360602e-001,-1.0594083e+000,1.5813341e+000,-1.0446365e+000,-3.7751263e-001,-1.4320302e-001,8.1723290e-001,-1.6765008e+000,4.3412500e-001,-1.3941699e+000,4.8747565e-001,-1.5706278e+000,8.3245115e-001,-1.3175916e+000,4.5235968e-001,1.4261372e+000,-8.2297575e-001,2.3744925e-001,1.5914867e+000,3.3502018e-001,-1.3722182e+000,-7.3797330e-001,4.3023534e-001,-1.4519472e+000,4.0853767e-001,5.1709382e-001,-1.1356105e+000,-6.3967794e-001,1.2822125e+000,1.1833806e+000,-1.4521613e+000,-4.2447996e-001,-8.8591069e-001,-9.3758104e-001,-1.1852370e+000,-1.1979188e+000,5.6221570e-001,-1.2699909e+000,-1.1303907e+000,1.4795093e+000,-1.4186951e+000,-1.2031179e+000,-9.7105908e-001,-1.3472540e+000
-1.3013043e+000,-1.0190247e+000,-8.4207026e-001,8.7895122e-003,-9.8046557e-001,7.8737460e-001,5.0633652e-001,1.4039343e+000,9.7701680e-002,-8.0224439e-001,-1.4221991e+000,-1.1331943e+000,-1.5940385e+000,1.1303888e+000,-1.3562224e+000,1.4530949e+000,7.9390457e-001,-6.3961843e-001,-9.8589780e-001,-9.2181453e-001,7.2033972e-001,-7.2514768e-001,-5.4677263e-002,-8.1439976e-001,1.6276974e+000,5.4090412e-001,8.7524358e-001,6.8395957e-001,-3.8937339e-001,-7.6334649e-001,1.2734067e+000,1.7331928e-001,-1.1821876e+000,5.5970741e-002,-1.0662539e+000,1.3763503e+000,-1.1208397e+000,-7.1498470e-001,-1.1575097e+000,-6.6159087e-001,-1.3830385e+000,-7.0420530e-001,-8.7888852e-001,5.2915617e-001,8.3507149e-001,5.3603040e-002,9.4815283e-001,-1.5331018e+000,2.5486835e-001,4.7374818e-002,2.2072394e-001
-2.8860180e-002,6.3916672e-001,6.1276259e-001,1.0155657e-001,3.7978714e-001,-6.6657775e-001,-8.2022491e-001,9.8745047e-001,1.4402517e+000,-2.8865619e-001,-1.3231713e+000,1.3296196e+000,-7.2862520e-001,5.3104100e-001,-4.0151068e-001,6.0496208e-001,7.8844277e-002,5.3241062e-001,7.0793070e-002,-1.8305442e-002,-4.8840778e-001,-6.4135068e-001,7.2137893e-001,-9.5960433e-001,1.1334171e+000,6.7227978e-001,-3.8838721e-001,1.1902729e+000,9.3709361e-002,-1.3739806e+000,9.3589942e-001,1.3684019e+000,-1.5954344e+000,1.3614493e+000,2.3602287e-001,1.6316000e+000,1.1297100e+000,9.6010795e-001,-1.7756220e+000,8.8110796e-001,-6.5364872e-001,-1.7433924e+000,1.7502422e+000,-4.4408746e-001,-1.0264497e+000,1.0766657e+000,1.1151295e+000,-3.4648064e-001,1.3001627e+000,1.2653912e+000,-3.5657955e-001
1.6368707e+000,1.2546821e+000,1.9589010e+000,7.7194546e-001,2.6898883e+000,-2.7810269e-001,-1.6507131e+000,3.6750478e-001,1.3343448e+000,1.6033959e+000,7.0189793e-001,9.0740522e-001,1.6415558e+000,6.3615699e-001,1.5570862e-001,7.9213042e-001,-1.1507587e+000,-1.1715626e-001,1.0443849e+000,1.0981446e+000,-1.0000395e+000,6.5630458e-001,-5.9245651e-001,-4.7307861e-001,7.9743746e-001,-1.7387911e+000,-2.6489736e-001,3.5936409e-001,-1.4337723e+000,1.2291716e+000,-1.5665549e+000,7.6506438e-001,-2.5285992e-001,-1.6321976e+000,4.7629036e-001,2.3707187e-001,8.5565007e-001,-1.1381558e+000,1.0069065e+000,-1.1937214e+000,-9.7041730e-001,1.6785417e+000,4.3743512e-001,-6.9698174e-001,-1.5117336e+000,1.4945756e+000,1.0450095e+000,5.6117126e-001,-1.0140837e+000,-8.2384571e-001,1.9735250e+000
1.4888132e+000,1.0494328e+000,1.1408965e+000,1.4344854e+000,1.4977807e+000,9.3867766e-002,5.9281550e-001,-1.9170180e-001,2.0539399e-001,2.1090459e-001,2.0588207e-001,-2.3232401e-001,1.7424254e-001,-4.2167463e-001,-1.3952860e+000,-8.1442847e-002,2.0886786e-001,-6.6992442e-001,-8.5792628e-001,-1.3839137e+000,-4.8342620e-002,3.3504798e-001,-8.1285616e-001,-1.0670675e+000,2.0926613e-001,-6.6390969e-001,6.2616587e-001,-3.7922155e-001,-1.4290191e+000,-1.2850910e-001,-3.8955220e-001,-1.0896553e+000,1.3249587e+000,-1.5581527e+000,4.2390506e-001,-8.3559092e-001,1.3985176e+000,3.8046811e-001,4.1597808e-001,-1.1628650e+000,9.3457961e-001,6.7835063e-001,-1.5795057e+000,-1.5289450e+000,1.1887034e+000,1.3309407e+000,-1.2033168e+000,-1.3875200e-001,-8.6136116e-001,8.1022578e-001,2.4123081e-001
2.2306964e+000,1.6439249e+000,-3.5964290e-001,-8.5916203e-001,7.4414830e-002,1.8890091e+000,1.5271743e+000,-5.7292974e-001,2.9732284e-001,1.7774207e+000,-5.0414483e-002,6.9616775e-001,-1.2531755e+000,-8.6499115e-001,-1.2167029e+000,8.8328330e-001,-1.1029509e+000,4.9819429e-001,-4.2151870e-001,7.8483618e-001,1.6055475e+000,9.2737598e-001,4.8021201e-001,-5.4447406e-001,-1.2625970e+000,1.3518913e+000,2.8143977e-001,-1.7590998e+000,8.4162558e-001,2.2519071e-001,-8.8536616e-001,-5.5953262e-001,-1.2153723e+000,9.3954266e-001,-1.2195425e+000,7.3689662e-001,-8.6583681e-001,-4.9504243e-001,-6.4060791e-001,1.5610377e+000,-7.7206169e-001,1.1938630e+000,-1.2178668e-001,1.2944658e+000,1.1018696e+000,-1.8660021e-001,1.0390622e+000,2.1386546e-003,4.0836151e-001,1.2018851e+000,-1.7489012e-001
-9.0882370e-001,-5.9891881e-001,-8.9194750e-001,-5.1572296e-001,-9.1467775e-001,1.8218130e-001,-5.2505698e-001,1.4120862e+000,-3.6357109e-001,7.4846266e-001,-7.9052901e-001,-2.0691176e-001,-9.3989073e-001,8.0889106e-001,6.3740315e-001,6.9587446e-001,-9.2756223e-001,-1.3328074e+000,-1.3431907e-001,1.2180364e-001,-2.9334748e-001,1.3241784e+000,-4.5365324e-001,-3.5091683e-001,-3.2466045e-001,-1.3146313e+000,1.6566753e+000,-3.6598592e-001,1.2441996e+000,4.1034465e-001,1.1634757e+000,1.5827832e-001,7.1781992e-001,1.6335078e+000,-1.1536023e+000,-1.1837348e+000,-9.8517229e-001,9.3764190e-001,-1.0914667e+000,-3.1406930e-001,-1.5721525e-001,2.4561254e-001,8.8103822e-002,6.0691432e-001,-1.1487121e+000,-2.5905100e-001,1.5087372e+000,1.4327169e+000,3.5384835e-001,9.3946003e-001,6.2868899e-001
