@RELATION fri_c2_100_25 
 @ATTRIBUTE oz1 REAL 
 @ATTRIBUTE oz2 REAL 
 @ATTRIBUTE oz3 REAL 
 @ATTRIBUTE oz4 REAL 
 @ATTRIBUTE oz5 REAL 
 @ATTRIBUTE oz6 REAL 
 @ATTRIBUTE oz7 REAL 
 @ATTRIBUTE oz8 REAL 
 @ATTRIBUTE oz9 REAL 
 @ATTRIBUTE oz10 REAL 
 @ATTRIBUTE oz11 REAL 
 @ATTRIBUTE oz12 REAL 
 @ATTRIBUTE oz13 REAL 
 @ATTRIBUTE oz14 REAL 
 @ATTRIBUTE oz15 REAL 
 @ATTRIBUTE oz16 REAL 
 @ATTRIBUTE oz17 REAL 
 @ATTRIBUTE oz18 REAL 
 @ATTRIBUTE oz19 REAL 
 @ATTRIBUTE oz20 REAL 
 @ATTRIBUTE oz21 REAL 
 @ATTRIBUTE oz22 REAL 
 @ATTRIBUTE oz23 REAL 
 @ATTRIBUTE oz24 REAL 
 @ATTRIBUTE oz25 REAL 
 @ATTRIBUTE oz26 REAL 
@DATA  
-1.3970956e-001,-9.1334683e-002,-5.3420067e-001,9.5547150e-001,6.4773123e-001,1.6114691e+000,-6.1347993e-001,1.7475736e-001,3.4627154e-002,6.0154684e-001,1.3316903e+000,-3.8461586e-001,-7.8715225e-001,3.1357675e-002,-1.2422057e+000,4.4265931e-001,8.0786920e-001,9.1630015e-002,5.4102527e-001,-1.6620348e+000,-4.1769827e-001,7.8542353e-001,-1.1823645e+000,-1.4779122e+000,2.1586635e-001,1.6490359e+000
8.3628246e-001,1.0928422e+000,-2.4281655e-001,-3.5291827e-001,9.2179997e-001,-1.4024393e+000,-1.6157750e+000,3.4429539e-001,-1.5928288e+000,1.0766314e+000,2.9505809e-001,1.2476210e+000,-3.8179634e-001,1.2375432e+000,-3.9710843e-001,5.7217296e-001,1.5601432e+000,-7.5873434e-001,-1.4047373e-001,-9.9118742e-001,-3.2794766e-001,6.3384595e-001,1.6170069e+000,-1.2194193e+000,-2.3323271e-001,-1.5836770e+000
2.8923242e-001,-3.9912707e-001,-2.8399712e-002,-5.0543355e-001,1.4216952e+000,-1.6858582e+000,-7.4889245e-001,9.9487217e-002,8.4605098e-001,6.7558019e-001,4.6961310e-001,1.5528556e+000,-2.8877756e-001,-4.2694376e-001,-1.7817135e+000,8.5634021e-001,-5.7813824e-001,-4.9335442e-002,1.3331355e+000,-1.4734045e+000,1.2870185e+000,-1.2616488e+000,7.0160152e-001,-5.5056607e-001,-1.6006179e+000,9.4993912e-001
-3.8696837e-001,-1.4485437e+000,-9.6745881e-001,6.2525564e-001,-8.2702412e-001,-2.4138091e-001,-6.4113636e-001,-1.3280572e+000,4.2493177e-001,5.8632955e-001,-1.7211349e+000,1.6042687e+000,1.5166251e+000,-7.4098016e-001,2.5109968e-001,-5.7304747e-001,1.1355613e+000,-1.1115509e+000,1.8054012e-003,-3.7290325e-001,-4.7978984e-001,4.3908154e-001,1.5600469e+000,1.6451400e+000,1.4943841e+000,3.1395701e-001
-2.9604906e-001,-4.2441106e-001,-7.7092267e-001,-1.3040335e+000,-6.7783733e-001,-5.7339068e-001,-1.4047146e+000,-1.4066589e+000,-1.1424734e+000,-2.2047675e-001,7.8603949e-001,3.8739384e-001,1.5327690e+000,2.9326388e-001,7.2473217e-001,1.0340943e+000,-7.5629733e-001,1.7175270e+000,-1.3657613e+000,1.6467150e+000,1.9864903e-001,3.9081406e-001,3.9434955e-001,8.2043225e-001,-1.6435034e+000,5.3685107e-001
-1.4618547e+000,-1.0332998e+000,-1.0507065e+000,-1.4666469e+000,-3.7143488e-001,-1.4901858e-001,-1.1135679e+000,-1.0727443e+000,1.3832964e+000,-1.2924684e+000,1.1245776e+000,-1.3126895e-001,-1.6771518e-001,-2.0884859e-001,1.6421548e+000,1.3907521e+000,-1.9554393e-001,-5.4062553e-001,1.0931759e+000,-1.3026605e+000,-8.5496229e-001,4.3476995e-002,-7.0678849e-002,-5.9850170e-001,1.4276837e+000,-1.0385666e-001
1.4707174e+000,1.3962094e+000,-9.3608687e-001,-1.0384818e+000,8.2216906e-001,4.9632932e-001,1.6515863e+000,7.0077901e-001,6.2666710e-002,-8.1316791e-001,-1.7387645e+000,1.4906988e+000,3.7837532e-001,8.0951914e-001,-1.5028742e+000,1.3546701e+000,4.3998490e-001,1.1295847e+000,3.1627048e-001,-1.3545185e+000,9.1968500e-001,6.3105792e-001,-5.4109334e-001,2.7133108e-001,1.7321934e-001,-8.3272627e-002
-2.7078419e-001,-8.4927586e-001,-9.7166091e-001,-9.0963972e-001,4.7721598e-001,-8.6802453e-002,-1.5496738e+000,8.3253014e-001,1.3190863e+000,4.8996681e-002,8.0964373e-001,-1.1392440e-001,-1.1143951e+000,1.5665045e+000,-4.4247104e-001,-1.5946294e+000,-1.2044622e+000,-1.5360373e+000,-1.5042911e+000,1.6347609e+000,6.6858050e-001,8.2140892e-001,2.4450386e-001,-1.0882275e+000,-1.3168025e+000,9.3009719e-001
-2.3402962e+000,-1.6020688e+000,-1.6009275e+000,5.8292756e-004,9.5399546e-001,-5.7947536e-001,1.8058901e+000,7.5385395e-001,6.7976163e-001,-8.3600585e-001,-5.5267155e-001,-8.1105821e-002,-1.6861529e+000,-1.0516456e+000,-6.4661032e-001,-1.4987232e+000,-2.0192825e-001,5.3683686e-001,2.1456258e-001,-1.0122397e+000,5.3315669e-001,-1.1288068e+000,6.7592022e-001,-2.7829005e-001,8.0245316e-001,5.2593158e-001
-1.5383384e+000,-1.3972830e+000,-1.4655876e+000,-1.4666943e+000,1.6452983e+000,1.5451827e+000,-9.0304431e-001,1.4255406e+000,2.1458900e-001,-1.2849434e+000,1.0226389e+000,-1.5433271e+000,-8.9996841e-001,9.8970886e-002,5.0832973e-001,1.0973027e+000,-1.5136088e+000,-7.5158894e-001,8.7090431e-001,-1.5547824e-001,3.5992756e-001,1.2911322e+000,-1.5310103e-001,1.4639652e+000,3.9977663e-001,4.3997190e-001
