@RELATION fri_c0_250_25 
 @ATTRIBUTE oz1 REAL 
 @ATTRIBUTE oz2 REAL 
 @ATTRIBUTE oz3 REAL 
 @ATTRIBUTE oz4 REAL 
 @ATTRIBUTE oz5 REAL 
 @ATTRIBUTE oz6 REAL 
 @ATTRIBUTE oz7 REAL 
 @ATTRIBUTE oz8 REAL 
 @ATTRIBUTE oz9 REAL 
 @ATTRIBUTE oz10 REAL 
 @ATTRIBUTE oz11 REAL 
 @ATTRIBUTE oz12 REAL 
 @ATTRIBUTE oz13 REAL 
 @ATTRIBUTE oz14 REAL 
 @ATTRIBUTE oz15 REAL 
 @ATTRIBUTE oz16 REAL 
 @ATTRIBUTE oz17 REAL 
 @ATTRIBUTE oz18 REAL 
 @ATTRIBUTE oz19 REAL 
 @ATTRIBUTE oz20 REAL 
 @ATTRIBUTE oz21 REAL 
 @ATTRIBUTE oz22 REAL 
 @ATTRIBUTE oz23 REAL 
 @ATTRIBUTE oz24 REAL 
 @ATTRIBUTE oz25 REAL 
 @ATTRIBUTE oz26 REAL 
@DATA  
3.7917287e-001,5.6660830e-001,2.7184449e-001,-1.4655271e+000,-4.6414143e-001,-1.0521546e+000,-1.6990673e+000,-1.0511986e+000,-1.3499697e+000,-1.2245202e+000,7.1065110e-001,-1.4931686e+000,7.1264483e-001,-1.9667736e-001,9.0676834e-001,-3.9947644e-001,8.0494092e-001,1.6073662e+000,-5.6719080e-002,5.1850846e-002,-9.8521712e-001,-9.3785823e-001,4.1532315e-001,1.3791684e+000,-1.7268456e+000,3.6830483e-001
-1.2567824e+000,1.1255078e+000,1.1667496e+000,3.2008930e-001,1.2367795e+000,6.8962429e-001,-1.7284251e+000,1.1860781e+000,-1.7382870e-001,-5.3503353e-001,2.6518710e-002,-6.0069595e-001,-1.7428532e+000,1.1687696e+000,1.6290036e+000,-1.2578314e+000,1.1589266e+000,-7.8894305e-001,-7.9060741e-001,-6.7112028e-001,1.1291939e+000,5.3048394e-001,6.1522636e-001,-1.3716504e+000,-1.7509141e+000,4.5978795e-001
-2.7010658e-001,-1.3629804e+000,-1.2136873e-002,-1.3592623e+000,-4.7872952e-001,-1.1524371e+000,1.3108370e-001,1.2232117e+000,1.2405504e-001,4.2407290e-001,-8.4690403e-001,7.1838732e-001,1.1797487e+000,-8.9327008e-001,-1.0421526e+000,-1.5379930e+000,1.5544213e+000,-8.1420233e-001,1.0511777e+000,1.4420930e+000,8.7776750e-001,-1.5280521e+000,7.1302452e-001,-9.9082798e-001,1.2103766e+000,-2.0353324e+000
1.9074326e-001,-4.0096432e-001,-2.7106627e-001,-1.4408006e-001,1.3734775e+000,-7.6858440e-001,-7.7464985e-001,4.6957057e-002,-6.8313948e-001,-1.0056903e+000,1.5751711e+000,1.4906767e+000,-8.7681546e-002,-1.4242760e-003,7.1536949e-001,9.4211028e-001,-5.8595353e-003,7.0779590e-001,5.8951206e-001,1.3747478e+000,-9.2440243e-001,-6.1656325e-001,1.5262513e+000,1.3876928e+000,1.1006904e+000,8.3527512e-002
-7.5750269e-001,1.0821485e+000,4.8758614e-001,5.6335544e-001,-1.6591504e+000,-8.9091251e-001,1.3424995e+000,1.5790285e+000,-1.3199837e+000,1.4567494e+000,-8.6024362e-001,1.0294147e-001,7.4323119e-001,1.0623791e-001,-5.6811792e-001,4.5488310e-001,-1.2069890e-002,-9.8260564e-001,-1.0027281e-001,-9.3441992e-001,9.0679406e-001,-9.8400521e-001,-1.4743053e+000,-8.1355974e-001,-6.8566235e-001,-1.5448771e-001
1.7806591e+000,-1.2732830e+000,-9.7023105e-001,5.6647984e-001,-1.1822597e+000,3.1961191e-002,-9.4486480e-001,-3.4772591e-001,-1.2259002e+000,-7.4051437e-001,1.4848539e+000,-1.5186463e+000,-1.6823324e+000,-1.0082230e+000,6.6369897e-001,8.2759584e-001,7.0590107e-001,1.5664326e+000,1.1710885e+000,8.4349193e-001,-1.2107642e+000,-1.4877674e+000,6.1647082e-003,8.0428145e-001,6.2838854e-001,-6.0290038e-001
-3.9084982e-001,-2.5550984e-001,3.6504664e-001,-1.7256602e+000,-1.4983872e+000,-1.0016294e+000,4.2774923e-001,-2.9841262e-001,-1.3884449e-001,-1.1948887e+000,1.0369664e+000,1.4583012e+000,-1.6157610e+000,7.5349220e-001,7.9915671e-001,1.1409049e+000,-1.7289802e+000,1.3943301e+000,-4.2524036e-001,1.3942793e+000,8.7797878e-001,-1.4025896e+000,9.2285956e-001,6.2897133e-001,-1.8372249e+000,-1.2707033e+000
-1.2315871e+000,1.4030186e+000,3.5578357e-001,1.4235092e+000,-4.7204356e-001,-9.0987607e-001,-5.9511582e-001,-1.0977402e+000,-1.5724459e+000,-1.3205914e+000,1.6188620e+000,-7.7436553e-001,1.3324368e-001,4.2582899e-001,-9.0432882e-003,-1.9686500e-001,4.6264704e-001,9.9952026e-001,-1.3417473e+000,-6.6907159e-001,-1.0819550e+000,7.4441158e-001,-9.4321292e-002,1.4855476e+000,-1.3247159e+000,-1.9351206e-001
2.7243395e-001,5.9769968e-002,-1.1400506e+000,3.5464364e-001,1.4395806e+000,-1.1390289e+000,-6.4324484e-001,-7.1763580e-001,-1.1235698e+000,-1.3262855e+000,-9.2081826e-001,-1.2435573e+000,7.6765922e-001,5.1440135e-001,-1.3799468e+000,-6.3487162e-001,-4.6108095e-002,-8.1642042e-001,-9.2742152e-001,9.8518463e-001,-8.0925614e-001,5.9158127e-001,1.5388808e+000,-7.3137714e-001,5.9603587e-001,1.3141846e+000
-3.1592886e-001,1.7721936e-001,-9.5004904e-001,6.4905323e-001,5.8792313e-001,2.1898599e-001,1.1893546e+000,6.6429697e-001,9.8073586e-001,-1.5314115e+000,-9.1855568e-001,1.5492620e+000,1.5385095e+000,1.3411585e+000,-1.0161400e+000,-7.3155190e-001,4.4040133e-001,1.1724362e+000,2.9171638e-001,-1.0683066e+000,8.1783163e-002,-5.0249764e-002,8.1173099e-001,5.8507783e-002,7.5767093e-001,5.8600323e-001
-1.2359091e+000,2.8711139e-001,9.2821642e-001,5.9986852e-001,-1.6660185e+000,1.6119827e+000,9.0548217e-001,5.8929255e-001,-1.5500454e+000,-1.2286116e+000,8.9562582e-002,-4.7298714e-001,3.5231488e-001,-2.6218350e-001,9.5094109e-002,-1.5074209e+000,1.1299200e+000,-1.0915463e+000,1.0706335e-001,1.7856910e-001,1.3748781e+000,1.4404626e+000,4.2383023e-001,4.1844763e-001,-1.8644777e+000,-7.8428572e-001
-4.4164561e-001,-1.3153507e+000,1.5093597e+000,-1.3269440e+000,-1.0501887e-001,1.2416424e-001,-1.2343717e+000,1.1672149e+000,1.5585953e-001,-1.1595573e+000,1.5018175e+000,-3.3939343e-001,1.2257800e+000,-3.2544996e-001,9.9438418e-001,-1.1893517e+000,1.4368076e+000,-7.1132856e-001,-3.6963299e-001,1.2234249e+000,1.0355397e+000,-8.6710612e-001,3.1103072e-001,9.7424331e-001,-1.2496863e-001,-1.1856290e+000
1.7123792e+000,-1.0648096e+000,4.6394893e-002,-2.4060508e-001,1.5236747e+000,1.1014729e+000,7.3566385e-001,-1.2942701e-001,-7.2094955e-002,-8.2252949e-001,5.2935019e-001,-9.2027928e-001,-7.7665228e-001,-1.6733741e+000,-1.3338563e+000,6.9148408e-001,1.4809855e+000,1.3836489e+000,-7.9224538e-002,5.5988599e-001,-5.4384451e-001,1.0092909e+000,-1.0564051e+000,8.8065317e-001,6.1092765e-001,3.2703668e-001
1.2576273e+000,1.6711893e-001,8.9411880e-001,1.6284233e+000,5.0207906e-002,-1.1869555e-001,4.8608522e-001,-1.3814255e+000,3.5801215e-001,1.0733277e+000,1.0127252e+000,7.7927013e-001,6.3028324e-001,9.2744366e-001,9.2066633e-001,-1.7614521e+000,1.0100388e+000,-1.6990075e+000,9.5752479e-001,-3.8657047e-001,5.8760716e-001,1.4284133e+000,-1.2946758e+000,1.2188368e+000,1.4342666e+000,2.1583344e+000
