@RELATION fri_c3_250_50 
 @ATTRIBUTE oz1 REAL 
 @ATTRIBUTE oz2 REAL 
 @ATTRIBUTE oz3 REAL 
 @ATTRIBUTE oz4 REAL 
 @ATTRIBUTE oz5 REAL 
 @ATTRIBUTE oz6 REAL 
 @ATTRIBUTE oz7 REAL 
 @ATTRIBUTE oz8 REAL 
 @ATTRIBUTE oz9 REAL 
 @ATTRIBUTE oz10 REAL 
 @ATTRIBUTE oz11 REAL 
 @ATTRIBUTE oz12 REAL 
 @ATTRIBUTE oz13 REAL 
 @ATTRIBUTE oz14 REAL 
 @ATTRIBUTE oz15 REAL 
 @ATTRIBUTE oz16 REAL 
 @ATTRIBUTE oz17 REAL 
 @ATTRIBUTE oz18 REAL 
 @ATTRIBUTE oz19 REAL 
 @ATTRIBUTE oz20 REAL 
 @ATTRIBUTE oz21 REAL 
 @ATTRIBUTE oz22 REAL 
 @ATTRIBUTE oz23 REAL 
 @ATTRIBUTE oz24 REAL 
 @ATTRIBUTE oz25 REAL 
 @ATTRIBUTE oz26 REAL 
 @ATTRIBUTE oz27 REAL 
 @ATTRIBUTE oz28 REAL 
 @ATTRIBUTE oz29 REAL 
 @ATTRIBUTE oz30 REAL 
 @ATTRIBUTE oz31 REAL 
 @ATTRIBUTE oz32 REAL 
 @ATTRIBUTE oz33 REAL 
 @ATTRIBUTE oz34 REAL 
 @ATTRIBUTE oz35 REAL 
 @ATTRIBUTE oz36 REAL 
 @ATTRIBUTE oz37 REAL 
 @ATTRIBUTE oz38 REAL 
 @ATTRIBUTE oz39 REAL 
 @ATTRIBUTE oz40 REAL 
 @ATTRIBUTE oz41 REAL 
 @ATTRIBUTE oz42 REAL 
 @ATTRIBUTE oz43 REAL 
 @ATTRIBUTE oz44 REAL 
 @ATTRIBUTE oz45 REAL 
 @ATTRIBUTE oz46 REAL 
 @ATTRIBUTE oz47 REAL 
 @ATTRIBUTE oz48 REAL 
 @ATTRIBUTE oz49 REAL 
 @ATTRIBUTE oz50 REAL 
 @ATTRIBUTE oz51 REAL 
@DATA  
-1.2160793e-001,6.1566702e-001,-3.4606874e-001,-1.0928897e+000,-8.3377333e-001,3.4816290e-001,-1.5572251e+000,1.1026181e+000,-6.3703719e-001,-8.8065289e-001,-1.0875402e+000,1.4809548e+000,4.7954989e-001,3.8416737e-002,-6.2733901e-001,-1.0431640e+000,1.3275484e+000,1.6618675e+000,1.5557960e-001,-7.7771584e-001,-3.7762954e-001,8.1083760e-001,6.0228300e-001,-1.5823235e-001,1.4965855e+000,-5.8671290e-001,-1.3447323e+000,1.5170130e+000,8.2292502e-001,-1.5881678e-001,4.7040311e-001,-1.3667693e+000,-7.4624092e-001,1.5964256e+000,1.7045352e+000,7.5904134e-001,-1.5071933e+000,2.9416048e-001,1.4131608e+000,1.0350756e+000,1.2691333e+000,-6.3893118e-001,-1.5466994e+000,-1.4181261e+000,1.5324838e+000,1.0266535e+000,-9.9090007e-002,-1.1208983e+000,-1.0075006e+000,2.0516370e-001,-8.3499250e-001
-1.7963728e+000,-1.2980166e+000,-7.5242554e-001,1.1987087e+000,-6.7754023e-001,4.6972859e-002,1.3827066e+000,-2.9404986e-001,1.3264462e+000,-5.5269629e-001,-4.5202253e-001,9.0959159e-001,-1.4921592e+000,2.9580050e-001,-7.1204286e-001,5.8848652e-001,-8.6180973e-001,1.0266844e+000,1.5726445e+000,1.7476806e-001,-6.7796241e-001,4.6767653e-002,-2.0387930e-001,-1.0715003e+000,-8.6776319e-001,-1.4628718e+000,-1.4637205e-001,-1.2195473e+000,-7.5018652e-001,-7.7271494e-001,-1.2100812e+000,-1.2386150e+000,-1.2804857e+000,1.5822402e-001,3.7302835e-001,4.1259306e-001,4.1221397e-001,7.3783527e-002,1.7194311e+000,1.3075698e+000,3.5537821e-001,1.6459183e+000,-2.0714097e-003,1.6372638e+000,1.6643795e+000,-1.5006596e+000,8.5134057e-002,3.7353623e-001,-5.3686453e-001,6.7618931e-001,2.5875670e-001
8.0867171e-001,1.2500445e+000,-6.8116191e-001,-8.3286633e-001,-6.4840501e-001,-1.1015561e+000,1.3751756e+000,-2.4728359e-002,8.6372748e-001,-1.2492169e+000,-3.8663778e-001,1.1836683e+000,1.7708306e+000,-1.2887076e+000,1.5583886e+000,-5.0301031e-001,-4.4220137e-001,-1.0901210e-002,5.9426900e-001,-1.1282675e+000,6.4972198e-001,-1.4676563e+000,1.3782905e+000,9.3272088e-001,-1.6587702e+000,-3.2776613e-001,4.5254490e-001,-1.4543141e+000,-4.5538466e-001,-8.2284625e-002,-2.9732166e-001,5.8257518e-001,8.7615454e-001,-3.3409795e-001,7.2325306e-001,-6.5696226e-001,1.4126794e+000,1.4287020e+000,-8.8185885e-003,1.8034057e-001,-1.0625256e+000,1.1959799e+000,-1.3283310e+000,1.4979851e+000,-5.6344284e-001,-4.8635176e-001,1.3789758e+000,-4.9947302e-001,1.0898033e+000,6.1740910e-001,-1.8124379e+000
-1.5156405e+000,-1.2310203e+000,-1.1527220e+000,-7.9495732e-001,-9.4754552e-001,1.7916701e+000,-1.6958239e+000,-1.2099799e+000,-9.0877750e-001,-6.9147942e-001,-1.1014011e+000,1.3911620e+000,-5.3252815e-001,-3.7995880e-001,-1.4204701e+000,1.3422805e+000,-5.9505759e-001,1.6144662e+000,1.1342163e+000,1.4032454e+000,3.0687938e-001,-1.5267375e-001,-1.5522864e+000,-1.5071120e+000,8.1098266e-002,1.3585368e+000,4.0939640e-001,5.7674482e-001,-2.4016732e-001,1.5009022e+000,-1.3225269e-002,1.0354003e+000,-1.1339326e-001,1.2117767e+000,1.1589232e+000,-7.5645805e-001,6.4216655e-001,-1.7336332e+000,1.2301347e+000,1.5775246e-001,6.0150440e-001,2.0570100e-001,1.5701974e-001,6.0420080e-002,-9.9053715e-001,-5.9957378e-001,-8.9321123e-001,-1.5686507e+000,-6.3213629e-001,6.7178547e-001,-3.6168666e-001
-1.2865714e+000,-9.3529965e-001,-7.0939817e-001,-7.3799538e-001,-7.6892395e-001,-6.3904471e-001,-1.7018823e+000,-4.4898642e-002,4.4015384e-001,-9.6632763e-001,-1.1756716e+000,7.3269707e-001,2.7355966e-001,-1.4382796e+000,1.6519681e+000,1.3134940e+000,-1.8290371e+000,1.8246726e+000,1.3814320e+000,5.1237554e-001,-4.5875411e-001,-1.1996888e+000,2.3571051e-001,1.7201152e+000,-8.2723737e-001,3.1104805e-001,-6.4829471e-001,1.5404160e+000,1.1467028e+000,-1.7279110e-001,-1.4454836e+000,-1.4499025e-001,6.7047033e-001,-7.2916849e-001,-1.3261375e+000,1.2552890e+000,-7.0042420e-001,-1.5298070e+000,-1.4804626e+000,-7.7405842e-002,1.0005375e+000,-5.3375621e-001,1.2646264e+000,6.8124827e-001,-7.6342705e-001,-4.6386884e-001,-1.5581217e+000,-9.1181935e-001,6.6953278e-001,-1.0385552e+000,-1.8727332e-001
9.4974359e-001,6.6790227e-001,8.3171486e-001,1.1688128e+000,9.1159512e-001,2.5022375e-001,6.9483460e-001,-2.5638932e-001,-3.3057262e-001,3.7376048e-001,2.3681373e-001,-1.2875961e+000,6.5331173e-001,-6.3478911e-001,-1.3719024e+000,-1.5654985e+000,2.2524044e-002,7.5994860e-001,-7.1855361e-001,1.3058786e+000,1.6824649e+000,-6.9484372e-001,1.0289955e+000,7.0244366e-001,-1.4030780e-001,8.5445123e-001,9.6140391e-001,-5.5267266e-001,8.4404706e-001,4.5499987e-001,-1.6061528e+000,-8.0795009e-001,-9.5644610e-001,-5.0120785e-002,-1.2388928e-001,-9.4586588e-001,1.2451522e-001,-4.5730341e-001,-1.6358898e+000,-2.8016963e-001,1.1895734e-001,6.1236372e-001,9.6342157e-001,3.0798225e-002,-6.1922466e-001,8.9638601e-001,-1.1022609e+000,5.4198297e-001,-4.1427289e-002,3.9944778e-001,-1.0081526e+000
-9.5291974e-001,-1.5635646e+000,-6.9001064e-001,1.1505910e+000,-9.6198393e-001,9.2164260e-002,-1.2031698e+000,-1.6331084e+000,-2.1453577e-001,-4.5871677e-001,-1.6227793e+000,-1.2626305e+000,-6.4652420e-001,-2.1799743e-001,5.5644213e-001,1.0429008e-001,1.7643927e-001,1.0200125e+000,-1.6049058e+000,-1.6225415e+000,-9.4708147e-001,-5.2056842e-001,1.5625130e+000,-5.5677580e-001,-1.2319086e+000,-1.2977760e+000,-1.4109065e+000,1.1924582e+000,-1.6306208e+000,-1.4273628e+000,1.5867606e-001,1.5256092e+000,1.6604846e+000,7.7753503e-001,-1.1948631e+000,-8.3522853e-001,-1.2549858e+000,-1.2959010e+000,6.9157722e-001,1.6129904e+000,7.7558189e-001,-3.5157936e-001,1.1204093e+000,-8.5055330e-001,-1.0752920e+000,-1.4848956e+000,8.6902109e-002,5.8196026e-001,-9.5828348e-001,-2.9352288e-001,2.4687483e-001
-1.4996152e+000,-1.2859901e+000,-3.1195292e-001,1.2968164e+000,-7.4263502e-001,-1.8522325e-001,1.3522809e+000,-9.5540245e-002,8.5224326e-001,1.1216567e+000,-1.1509072e+000,6.1312071e-001,1.3948010e+000,-8.4021827e-001,-5.1608307e-001,-8.9004490e-001,5.2821004e-001,1.8986555e-001,-6.8870152e-002,1.0596782e+000,-1.4986619e+000,1.3875594e+000,-2.5742569e-001,1.0312043e+000,1.3189121e+000,-1.0470272e+000,1.7698207e-001,-1.6521524e+000,9.2502784e-001,4.8198461e-001,-2.7703552e-001,1.2045782e+000,-1.6987109e-001,1.0266945e-001,-3.8346689e-001,1.4433879e+000,1.0468315e+000,7.7610162e-001,6.9545866e-001,-9.9962883e-002,-5.2309287e-001,7.3200674e-001,1.1361588e-001,-6.1572384e-001,-1.0921305e+000,4.6670955e-001,-1.3336020e+000,9.9294906e-001,-6.7593869e-001,-1.2797018e+000,-7.6405380e-002
-1.0817005e+000,-7.8343597e-001,-6.4686108e-001,-1.5460201e+000,-8.8460330e-001,-9.8915298e-001,-8.6555187e-001,1.4572794e+000,1.4514733e+000,-5.1919769e-001,-8.2966127e-001,1.6441121e+000,-9.6882861e-001,-4.0693307e-001,1.5977089e+000,1.5971348e+000,-6.5477622e-001,-1.1859295e+000,4.3351610e-001,-7.7453102e-001,-3.2190469e-001,4.3675725e-001,-9.9145970e-002,6.8479964e-001,9.7889190e-001,-4.4559157e-001,1.3682998e+000,1.4609368e+000,-1.7275659e-001,3.6693831e-001,-8.6671788e-001,-8.7672513e-001,5.3497542e-001,5.9650899e-001,-1.0917841e+000,6.3285435e-001,1.1245845e-001,-3.8810691e-001,-3.2370894e-001,1.6646087e-001,1.6930204e+000,1.2558114e+000,-5.3065036e-001,5.1605396e-001,1.3572315e+000,1.1265168e+000,-5.4936520e-001,-2.1673228e-001,1.1527029e+000,2.9689452e-001,-3.5727466e-001
-8.3130833e-001,-5.9654064e-001,-7.5600890e-001,-1.1611861e+000,-9.6620700e-001,1.3658435e+000,1.5189197e+000,3.7496561e-001,-5.7480086e-001,1.3183627e-001,1.5546781e+000,-9.4935100e-001,-3.1046662e-001,-8.7022025e-001,-1.1812329e+000,-9.4115768e-001,-1.1532586e+000,7.9930973e-001,8.0483906e-001,-7.6081425e-001,-9.5546450e-001,1.6650753e+000,-2.1876597e-001,-3.4843419e-001,-8.7438451e-001,1.6414791e+000,-1.3582516e+000,7.9775397e-001,-1.4818994e+000,-1.8289177e-002,1.1472470e+000,-4.9523075e-002,4.4962318e-001,3.6415035e-001,1.2153014e+000,8.1247905e-001,8.2604367e-001,-2.7491301e-002,8.5406392e-002,-4.2449097e-001,-9.5792471e-001,2.8870764e-001,-1.5283283e+000,3.2170115e-001,-1.7377953e+000,7.3764842e-001,-3.3335383e-001,1.1300669e+000,-1.1237435e+000,7.8371505e-001,1.5139585e-001
