@RELATION fri_c3_250_10 
 @ATTRIBUTE oz1 REAL 
 @ATTRIBUTE oz2 REAL 
 @ATTRIBUTE oz3 REAL 
 @ATTRIBUTE oz4 REAL 
 @ATTRIBUTE oz5 REAL 
 @ATTRIBUTE oz6 REAL 
 @ATTRIBUTE oz7 REAL 
 @ATTRIBUTE oz8 REAL 
 @ATTRIBUTE oz9 REAL 
 @ATTRIBUTE oz10 REAL 
 @ATTRIBUTE oz11 REAL 
@DATA  
7.0448294e-001,1.1495495e+000,6.5686150e-001,-1.7607232e-001,5.2106259e-001,6.9810041e-001,-1.1592889e+000,-4.2288113e-001,7.1994139e-001,7.4572939e-001,-1.7135114e+000
3.9292386e-001,-4.3664076e-002,-3.1023577e-001,-1.3133756e+000,-4.7401249e-001,-7.4845110e-001,-5.3803728e-001,-4.7937747e-001,-1.4560450e+000,-7.3237701e-002,-5.8962808e-001
-1.3841453e+000,-9.4983864e-001,-1.3645413e+000,-1.3257093e+000,-8.8772793e-001,-1.4851361e+000,2.9211194e-001,8.3464487e-002,-5.2254247e-001,1.5177866e+000,2.5357232e-001
8.7749030e-001,1.6776471e+000,6.9661589e-001,1.9587375e-001,7.0289241e-001,1.5692066e+000,1.5059876e+000,9.8555671e-001,-9.9202010e-001,-1.4115454e-001,-1.9330962e-001
-2.5914001e-001,-9.0593453e-001,-6.3609531e-001,-3.3900534e-001,-5.4179940e-001,-4.1790758e-002,-9.0100930e-001,-1.5610749e+000,2.9683002e-001,-1.0842783e+000,5.1872647e-001
-1.8380908e+000,-1.7938463e+000,-7.7166052e-001,-5.5428123e-001,-7.9408036e-001,-5.2422257e-002,-4.8153978e-001,1.9817738e-002,-1.5585785e+000,-1.6619360e+000,-7.2867127e-001
-8.5577214e-001,-3.8729583e-001,-2.2036907e-001,-5.8176424e-001,-4.2806795e-001,-1.5489981e-001,-1.6468430e+000,1.6544851e+000,-3.6738427e-001,1.3823941e+000,3.0131802e-001
-3.5989066e-001,3.7154068e-001,-7.0393911e-001,-6.6685594e-001,-4.1504126e-001,1.2775861e+000,1.3663659e+000,-1.1045863e+000,-7.6660118e-001,-5.3614125e-001,2.2893890e-001
1.4733382e+000,1.5862507e+000,1.7172014e+000,7.7017229e-001,2.0030419e+000,-2.4830510e-001,-4.9814834e-001,-4.5641900e-001,1.5496406e+000,-1.4684819e+000,1.8346494e+000
-1.8863403e+000,-1.3746116e+000,9.2466158e-002,1.4410131e+000,-7.3592440e-001,1.2731167e+000,-3.3830449e-001,1.2267419e+000,-8.6547527e-001,-9.4625125e-001,1.8026070e-002
-1.8731420e+000,-1.4334655e+000,-5.9959413e-001,4.2947339e-001,-9.6032126e-001,9.1605847e-001,7.6585665e-001,-7.4318821e-001,-1.1005848e+000,-4.6219581e-001,-1.8295186e-001
-1.3420598e-001,7.6114316e-001,1.5824861e+000,9.3798406e-001,8.9376630e-001,-4.9963946e-001,-1.2485385e+000,2.5415170e-001,-1.3594284e+000,-5.7349400e-002,2.4112993e-001
3.7558170e-001,9.9248187e-001,7.0690629e-001,1.0366911e+000,5.4616838e-001,8.4866616e-001,-1.0084129e+000,-7.7938667e-001,1.3240135e-001,1.4647629e+000,-1.3403953e+000
1.7440107e+000,1.2933391e+000,5.7078330e-001,3.4013412e-001,9.0123869e-001,8.3242337e-001,-5.2000497e-001,-5.0847562e-001,-1.1837322e+000,-1.4079164e+000,1.1003416e+000
-1.3088024e+000,-1.2070599e+000,4.4814225e-002,1.0889783e+000,-7.9346163e-001,1.6078904e+000,-4.0894280e-001,-1.2750283e+000,1.1021921e+000,7.1621454e-001,8.0528198e-003
-1.0154480e+000,-1.3185304e+000,-7.4947752e-001,1.5564665e+000,-5.6082244e-001,1.6824870e+000,-1.2720587e+000,3.1645722e-001,7.3110627e-001,1.7066335e+000,6.8923244e-001
-1.0235220e+000,-4.4918815e-001,-1.3102093e+000,-1.2759880e+000,-1.0243337e+000,1.1019624e+000,-1.2343426e+000,1.3628737e+000,1.5792876e+000,1.0573262e+000,3.8324247e-001
-3.1720894e-001,-1.1335571e-001,-5.7274687e-001,-4.4186241e-001,-6.0862298e-001,1.1168257e+000,8.2591081e-002,-1.3077510e+000,1.0114784e+000,1.0828239e+000,5.9785655e-001
1.3187786e+000,1.6683527e+000,3.3566460e+000,1.6795096e+000,3.6889632e+000,7.2370578e-001,-6.9214307e-001,-1.1701180e+000,6.5942423e-001,-9.4972547e-001,3.4070090e+000
9.4750956e-001,5.7908648e-001,1.4523373e+000,4.2004543e-001,1.4514640e+000,-4.3220211e-001,-1.6124772e-001,9.9112052e-002,-3.8047785e-001,7.7731969e-001,-1.1088314e+000
-1.3170123e-001,-8.1665670e-001,-7.7977356e-001,5.0375875e-002,-8.0462499e-001,3.7629568e-001,3.4021485e-001,1.2727030e-002,7.3578904e-001,1.4036626e+000,7.0484228e-001
-1.4666329e+000,-8.4950473e-001,-9.2579852e-001,-7.7318771e-001,-8.8390298e-001,-1.7596527e+000,-1.4861494e+000,-1.2468193e-002,6.7925120e-001,1.2850285e+000,-1.6851977e-001
5.6966106e-001,9.9384379e-001,-4.2847393e-002,-1.4943030e+000,3.0383887e-002,-1.1201272e+000,8.9628222e-001,1.6020553e+000,-7.1556742e-001,4.3206932e-001,-2.1768479e+000
-1.1937252e+000,-4.8264978e-001,6.7807239e-001,1.6838728e+000,-5.9194374e-001,-1.1785670e+000,-9.8729816e-001,-1.1455967e+000,-1.4432467e+000,9.1863913e-001,9.6615910e-001
1.5404054e+000,1.4768709e+000,-5.7463163e-001,-1.1102772e+000,-5.6799047e-001,1.0194558e+000,2.1613744e-001,9.9369821e-001,7.4892124e-001,-1.4389889e+000,-1.5157995e-001
-5.2908084e-001,-7.1257024e-001,-4.6296435e-001,-6.0891601e-001,-6.3326935e-001,-1.5934378e+000,9.8507678e-001,1.2641234e+000,1.3368362e+000,-1.5093778e+000,5.7899102e-001
