@RELATION fri_c4_100_50 
 @ATTRIBUTE oz1 REAL 
 @ATTRIBUTE oz2 REAL 
 @ATTRIBUTE oz3 REAL 
 @ATTRIBUTE oz4 REAL 
 @ATTRIBUTE oz5 REAL 
 @ATTRIBUTE oz6 REAL 
 @ATTRIBUTE oz7 REAL 
 @ATTRIBUTE oz8 REAL 
 @ATTRIBUTE oz9 REAL 
 @ATTRIBUTE oz10 REAL 
 @ATTRIBUTE oz11 REAL 
 @ATTRIBUTE oz12 REAL 
 @ATTRIBUTE oz13 REAL 
 @ATTRIBUTE oz14 REAL 
 @ATTRIBUTE oz15 REAL 
 @ATTRIBUTE oz16 REAL 
 @ATTRIBUTE oz17 REAL 
 @ATTRIBUTE oz18 REAL 
 @ATTRIBUTE oz19 REAL 
 @ATTRIBUTE oz20 REAL 
 @ATTRIBUTE oz21 REAL 
 @ATTRIBUTE oz22 REAL 
 @ATTRIBUTE oz23 REAL 
 @ATTRIBUTE oz24 REAL 
 @ATTRIBUTE oz25 REAL 
 @ATTRIBUTE oz26 REAL 
 @ATTRIBUTE oz27 REAL 
 @ATTRIBUTE oz28 REAL 
 @ATTRIBUTE oz29 REAL 
 @ATTRIBUTE oz30 REAL 
 @ATTRIBUTE oz31 REAL 
 @ATTRIBUTE oz32 REAL 
 @ATTRIBUTE oz33 REAL 
 @ATTRIBUTE oz34 REAL 
 @ATTRIBUTE oz35 REAL 
 @ATTRIBUTE oz36 REAL 
 @ATTRIBUTE oz37 REAL 
 @ATTRIBUTE oz38 REAL 
 @ATTRIBUTE oz39 REAL 
 @ATTRIBUTE oz40 REAL 
 @ATTRIBUTE oz41 REAL 
 @ATTRIBUTE oz42 REAL 
 @ATTRIBUTE oz43 REAL 
 @ATTRIBUTE oz44 REAL 
 @ATTRIBUTE oz45 REAL 
 @ATTRIBUTE oz46 REAL 
 @ATTRIBUTE oz47 REAL 
 @ATTRIBUTE oz48 REAL 
 @ATTRIBUTE oz49 REAL 
 @ATTRIBUTE oz50 REAL 
 @ATTRIBUTE oz51 REAL 
@DATA  
7.9528458e-001,2.6602439e-001,-2.3616037e-001,-9.9262852e-001,-1.5691778e-001,-6.1533746e-001,-9.8832988e-001,6.6172012e-001,-6.2512787e-001,1.0145430e+000,1.7127924e+000,5.2118514e-001,5.7485105e-001,3.9668439e-001,-6.9408323e-001,-1.0532861e+000,-3.9336833e-001,-1.2135025e+000,7.7634981e-001,-1.8087012e+000,-1.2082895e+000,7.5004191e-001,-1.6954312e+000,-1.2890256e+000,4.8808844e-001,1.8930868e+000,-2.0004015e-002,7.5983117e-001,-3.0774450e-001,-6.8869154e-001,-1.3973454e+000,5.2718498e-001,1.1447857e+000,-7.0896224e-001,1.3346168e+000,-1.1199171e-001,-1.5810790e+000,-2.9774686e-001,-3.5303054e-001,-1.1024711e+000,-8.3927134e-001,-5.9743623e-002,-9.5790929e-001,-1.3015738e+000,-1.2673169e+000,9.7757204e-001,1.4565691e+000,-7.4636960e-001,4.5131125e-001,-3.3802238e-001,-1.2765345e+000
-1.1233012e-001,2.8553091e-001,1.8146552e-001,9.5295197e-002,9.4158610e-002,1.1550359e-001,-9.7031774e-001,1.2146706e+000,-7.4376707e-001,1.1913337e+000,-9.9183696e-001,7.3270576e-001,6.3661318e-001,1.6759895e+000,3.0705367e-002,-5.2310161e-001,3.1485443e-001,-6.9688044e-001,4.9872438e-001,1.2093076e+000,-1.6596026e-001,-1.5530651e-001,-7.0727227e-001,-1.1430789e+000,-1.2837915e+000,6.4561952e-001,-1.0654814e+000,-1.4677667e+000,-7.3470034e-003,-8.2045804e-002,-9.6737855e-001,8.6345106e-001,-4.6516834e-001,5.1916894e-001,4.5881265e-001,-3.7582061e-001,-1.4141099e+000,4.5926532e-002,5.1504108e-002,-9.4534281e-001,1.7595512e-001,-6.8257899e-001,3.7400046e-001,-1.3055537e+000,7.7286334e-001,-2.9505407e-001,3.9501534e-002,1.6534946e-001,-3.7620431e-001,-2.7171130e-001,3.9675316e-001
-5.3253012e-001,-3.0977671e-001,5.1689509e-001,1.6201400e+000,2.2926312e-001,2.2061607e+000,7.3418769e-001,9.4510624e-001,1.2943663e+000,1.3344254e+000,1.2300014e+000,6.0199611e-001,-6.4494535e-001,1.4728169e+000,-3.1350444e-001,2.9782974e-001,-5.1118630e-001,8.3555516e-001,8.8924420e-001,9.7730510e-002,-1.1206462e+000,-8.7502802e-001,-3.2526112e-001,-8.8190710e-001,1.7046960e-001,1.6782155e-001,-1.2178031e+000,-1.7276119e+000,6.8963747e-001,-1.3576492e+000,5.7624929e-001,1.4412505e+000,1.8869470e-001,1.5922205e+000,1.2047442e+000,6.5000688e-001,-1.6894342e+000,1.0604306e+000,1.2640875e+000,-1.4673047e+000,3.0763883e-001,1.4743972e+000,-4.8919549e-001,3.7562307e-001,-1.5694850e+000,-3.3309096e-001,1.3919119e+000,-1.1486458e+000,1.5599395e+000,-1.1268801e+000,1.5053786e+000
-2.0051647e+000,-1.4878072e+000,-1.4668281e+000,-1.3264348e+000,-7.9473228e-001,8.6544796e-001,1.7277101e+000,-1.2223174e+000,-7.3554810e-001,3.9358100e-001,-1.9204114e-001,-9.9562039e-001,-1.3824107e+000,-1.2368796e+000,-1.9228406e+000,-5.4107880e-002,-6.8040387e-001,-1.3285092e+000,-1.0672785e+000,-1.2880429e+000,1.5019750e+000,7.1850769e-003,1.2527125e+000,-9.7147241e-001,-1.4788307e+000,1.6147580e+000,-1.8427400e+000,4.5811644e-001,1.4714256e+000,-1.2885917e+000,1.1535875e+000,7.3837428e-001,-1.2676935e+000,1.4902298e+000,1.3263558e+000,1.6012243e+000,5.5949328e-001,1.6160985e+000,4.8964393e-002,2.2009274e-001,1.8762046e+000,-2.5739270e-001,-6.7040047e-002,9.4238751e-001,5.0022671e-001,5.4380698e-001,9.0424017e-001,-1.5398585e+000,1.6220656e+000,5.4220985e-001,-3.9053027e-001
-3.1020114e-001,-8.3249129e-001,-4.8601603e-001,-1.4930457e+000,-3.2176398e-001,-1.4027929e-001,8.6700924e-001,2.0886124e-001,-6.4423340e-001,-1.4478504e+000,-1.1564637e+000,-1.4000002e+000,7.2500737e-002,-3.4965601e-001,-3.2280413e-001,9.9164699e-001,1.6346854e+000,-8.1244926e-001,3.6788164e-001,6.1995151e-002,2.1853845e-001,-9.5781640e-001,-1.3627710e+000,1.1568240e+000,1.1229552e+000,2.8593765e-001,2.0230500e-001,-1.0058247e+000,-1.2095813e+000,1.4019573e+000,1.4547792e+000,1.2228084e-001,1.0053791e+000,-1.4448857e+000,-4.1367679e-001,4.9949843e-001,1.4795753e+000,9.6509928e-001,3.6058355e-001,3.5357748e-001,6.7399773e-001,9.6232557e-001,-7.4750767e-001,1.9588588e-001,1.7291604e-001,1.8382788e-001,1.0029592e+000,-3.7418743e-001,-5.0216458e-001,-2.9063186e-001,1.8037637e-001
9.9537682e-001,1.5423358e+000,1.3783396e+000,2.8337654e-001,1.5305416e+000,-1.3803032e+000,-1.5742546e+000,1.7122257e-001,-8.3402712e-001,2.3666963e-001,8.1224336e-002,5.4395529e-001,7.9020675e-001,8.0799459e-002,-2.8063763e-001,-2.2659289e-001,1.3922193e+000,6.7757571e-001,1.5576362e+000,-1.3411987e+000,1.3846365e+000,-1.1925863e+000,3.2607386e-001,3.0212773e-001,1.6911227e-001,-4.8517612e-001,-1.7354359e+000,1.5312886e+000,-1.2077154e+000,1.4949709e+000,9.4178126e-001,-1.0299633e+000,8.4078798e-001,-1.3972232e-001,1.0287339e+000,-8.8419705e-001,-1.1428215e+000,5.8426368e-002,-9.2302465e-002,-7.9963914e-001,-1.1269099e+000,8.5361628e-001,-1.5839711e+000,1.1339113e+000,-9.0249981e-001,1.2976289e+000,1.2660508e+000,1.6819241e+000,-1.1333788e+000,-7.3943197e-001,-7.8991920e-001
1.0356441e+000,8.0546793e-001,8.9003837e-001,7.0663957e-001,1.1165607e+000,-1.1303656e+000,-6.4687953e-001,-1.4273010e+000,-3.5006385e-001,-1.5608749e+000,5.2502877e-002,1.4810030e-001,1.1953729e+000,-1.5799334e+000,6.7023185e-001,8.9037929e-003,6.3987969e-001,-8.6464308e-001,-9.9945480e-001,-7.9159257e-001,4.7612631e-001,-1.4658816e+000,-6.3854526e-001,-6.6398578e-001,-6.2694393e-001,-9.5182884e-002,8.0937407e-001,-1.3916388e+000,4.5386589e-001,-1.3302675e+000,-5.4271115e-001,6.3341549e-003,1.3967968e+000,6.4191202e-001,-4.6948781e-001,-3.3492954e-001,-3.7195706e-001,1.6832135e+000,7.0620409e-002,-1.1335442e+000,-8.9022421e-001,1.4823125e+000,9.6466154e-001,4.2093004e-001,5.1281310e-001,1.4714513e+000,1.1229951e+000,5.2357151e-001,-3.2395274e-001,-4.4838377e-001,-1.5506917e+000
3.9678451e-001,9.8719527e-001,1.9797171e+000,1.1687430e+000,1.4756315e+000,-9.4758871e-001,-6.6944001e-001,4.9944374e-001,-1.3989305e+000,2.7583624e-001,3.8366124e-001,-1.2496323e+000,-1.3607739e+000,5.1195041e-001,1.4373275e+000,-1.3104474e+000,-1.0794254e+000,1.0026055e+000,-8.7340487e-002,-1.2662998e+000,1.3854199e+000,1.2946707e+000,-4.5336936e-001,1.5215349e+000,-9.5010403e-001,1.1156661e+000,9.2377777e-001,5.7338998e-001,1.2230940e+000,9.3174456e-001,-4.8365644e-001,-8.1786599e-001,-7.4193424e-001,-1.4702714e+000,-5.5864071e-001,-1.1607846e+000,-2.6948535e-001,-1.0137579e+000,-1.7988797e+000,1.4796038e-002,-1.6623772e-001,-3.5106118e-001,-1.2988060e+000,-8.3057768e-002,1.1612981e+000,5.7261145e-001,1.2832722e+000,1.3319853e+000,-3.1236798e-001,-6.7084503e-001,-5.4060230e-001
-2.7540978e-001,7.1725532e-001,-8.9886893e-001,-1.0811084e+000,-6.8390754e-001,3.2420734e-001,8.3907191e-001,-6.0373619e-001,6.1147830e-001,-3.1063505e-001,-4.3745932e-001,-3.7454905e-001,8.0518559e-001,6.6391669e-001,6.1923262e-001,-1.1009008e-001,1.9488632e-001,-5.4856120e-001,-1.8673005e+000,1.1316100e-001,1.0454685e+000,2.2906478e-001,6.5814379e-001,-2.8804400e-001,-1.5144583e+000,-1.7424884e-001,-9.5156333e-001,-2.6073879e-001,2.5296505e-001,-1.7158969e+000,1.3129634e-001,6.2524179e-003,-7.3350198e-001,4.4759762e-001,9.7096237e-001,-5.9703917e-001,-3.5424729e-001,-8.9225140e-001,-1.4231971e+000,6.5696105e-002,-6.6203212e-002,3.7002348e-001,1.6552352e-001,-7.7597958e-001,9.5719937e-001,-3.0292032e-001,1.0651423e+000,-8.1745235e-002,9.6231832e-002,1.0415070e+000,-1.3343780e-001
-1.0680926e+000,-6.8249328e-001,3.5779494e-001,1.6298450e+000,-2.4168611e-001,-1.5138624e+000,-1.5665590e+000,6.7732134e-001,-1.1391191e+000,-1.4059529e+000,-1.5073257e+000,9.1068945e-001,3.7252096e-001,-3.0193160e-001,5.0664905e-001,1.4917864e+000,3.8776637e-001,-8.6110600e-001,4.7828000e-002,-1.3567851e-001,-6.6406388e-002,-1.1931352e+000,1.7085381e+000,-2.1038476e-001,1.4960122e+000,5.4617831e-001,1.7871894e+000,-1.2006515e+000,1.3515633e+000,-1.2696144e+000,-2.7085702e-001,-1.5290724e+000,1.4550287e+000,-1.3858387e+000,3.6826923e-001,-1.3792552e-001,1.0018584e-001,5.3325359e-001,1.1761705e+000,1.2561531e+000,3.5347009e-001,2.5052086e-001,8.6137632e-001,4.9553696e-001,1.9903349e-001,-8.8566754e-001,2.6457548e-001,-6.2414999e-001,-8.7068806e-001,5.8180865e-001,8.4360489e-001
