@RELATION fri_c3_100_10 
 @ATTRIBUTE oz1 REAL 
 @ATTRIBUTE oz2 REAL 
 @ATTRIBUTE oz3 REAL 
 @ATTRIBUTE oz4 REAL 
 @ATTRIBUTE oz5 REAL 
 @ATTRIBUTE oz6 REAL 
 @ATTRIBUTE oz7 REAL 
 @ATTRIBUTE oz8 REAL 
 @ATTRIBUTE oz9 REAL 
 @ATTRIBUTE oz10 REAL 
 @ATTRIBUTE oz11 REAL 
@DATA  
1.0134925e+000,-6.9850245e-002,5.5146203e-001,4.9601480e-001,7.4104577e-001,6.4602750e-001,1.4337644e+000,2.8961903e-001,1.5203017e+000,-7.5662336e-001,-3.8000969e-001
-1.8535788e+000,-1.7347709e+000,-5.3043213e-001,1.3236898e+000,-9.5511528e-001,-1.4371637e+000,1.4819497e+000,1.1540489e+000,6.7037431e-001,6.1571347e-001,-1.2900852e-001
7.7067928e-002,6.3835598e-001,1.0505972e+000,5.7433425e-001,6.5612339e-001,1.2235936e+000,4.4626794e-001,-1.5369521e+000,3.6815576e-001,1.0887045e+000,-5.1437722e-001
-2.8788805e-001,-9.2924467e-001,-8.7026550e-001,1.2658873e+000,-1.0505848e+000,-1.1934237e+000,-1.3081060e+000,-5.6970100e-001,-4.4410888e-001,6.5396226e-002,1.0456217e+000
-9.1692241e-001,-7.7599156e-001,-5.0128977e-001,7.2168766e-001,-7.1529131e-001,-3.6045725e-001,1.2355293e+000,1.0791741e+000,-3.0849524e-001,-5.0897343e-002,6.5497892e-001
6.4505354e-001,2.8493480e-001,5.6631670e-001,1.1119334e-001,5.7029977e-001,1.2202769e+000,-1.1468487e+000,-8.3505314e-001,-1.1873343e+000,-1.0378982e+000,-6.0111045e-001
-1.8383383e-001,4.1916957e-001,-9.8566158e-001,-1.2593396e+000,-7.0504207e-001,1.2391063e+000,1.6898804e+000,2.2597233e-003,-1.5573962e+000,-6.9809532e-002,4.3104070e-002
-3.8384367e-001,-6.8918107e-001,-4.8054486e-001,-7.2780816e-001,-8.6577227e-001,-1.5305639e-002,3.0897443e-001,-1.1030615e+000,-8.8900948e-001,-3.1086927e-001,5.9794850e-001
7.5020537e-001,5.0707735e-001,7.8880163e-001,6.0809074e-001,9.2921907e-001,1.7835554e+000,-6.1466024e-001,8.1856126e-001,-1.1963887e+000,3.7611393e-001,-1.1256891e+000
-7.0527529e-001,-1.1663431e+000,-3.9880282e-001,-1.3445014e+000,-8.3006989e-001,1.8539585e+000,1.5112432e+000,1.2845902e-001,-6.1094647e-001,1.5775458e+000,-4.8576131e-001
-1.6096532e-002,9.0163832e-001,1.4808365e-001,-1.3926329e+000,-2.8533587e-001,8.1163903e-001,1.1983983e+000,-8.5379194e-001,9.4865650e-001,1.6292266e+000,-1.9095077e+000
-3.0281965e-001,-1.4523899e+000,-4.1711596e-001,3.8595988e-001,-4.4184102e-001,-1.7209420e+000,1.2835540e+000,5.7859281e-001,-5.8357618e-001,-9.0800139e-001,5.4882828e-002
-1.4050579e+000,-5.8971457e-001,-8.7278960e-001,-1.9631156e-001,-7.6470800e-001,6.9351635e-001,-3.7028678e-001,6.9574224e-001,-4.2192455e-001,-1.5082739e+000,2.0672928e-001
