@RELATION fri_c2_1000_10 
 @ATTRIBUTE oz1 REAL 
 @ATTRIBUTE oz2 REAL 
 @ATTRIBUTE oz3 REAL 
 @ATTRIBUTE oz4 REAL 
 @ATTRIBUTE oz5 REAL 
 @ATTRIBUTE oz6 REAL 
 @ATTRIBUTE oz7 REAL 
 @ATTRIBUTE oz8 REAL 
 @ATTRIBUTE oz9 REAL 
 @ATTRIBUTE oz10 REAL 
 @ATTRIBUTE oz11 REAL 
@DATA  
-1.5057405e+000,-9.8516140e-001,-1.6243963e+000,-8.5543592e-001,-1.4327052e+000,-8.1032305e-001,-6.0172919e-001,1.1488900e-002,4.4047641e-001,-3.2592362e-001,2.9612876e-001
2.2345482e+000,1.7754663e+000,1.6619589e+000,5.0232856e-001,7.8490610e-001,-9.4766946e-001,1.2881167e+000,-1.3842293e+000,-5.1445430e-001,-1.6253089e+000,3.1571200e-002
1.6794966e+000,1.3363598e+000,2.3628843e+000,1.1241499e+000,1.0689170e+000,-1.1593469e+000,-1.6031976e+000,1.1756821e-001,-1.0249120e+000,7.5129848e-001,8.3122126e-001
-1.7007084e+000,-1.3311080e+000,-1.0707061e+000,-7.8574549e-001,1.5146860e-001,-3.7652556e-001,-1.1932239e+000,3.7687981e-003,-1.5918375e+000,-4.4383736e-001,2.7326131e-002
-1.2116801e+000,-4.8072160e-001,-6.0069534e-001,-1.5772933e+000,-1.4902860e+000,1.6529861e+000,1.1880354e+000,-8.2624992e-001,8.3214815e-001,1.2200754e+000,-4.3155675e-001
4.9027680e-001,2.1222850e-001,1.5269036e+000,9.7658619e-001,1.1235101e-002,-1.4504028e+000,6.3518997e-001,-1.0762532e+000,1.5889425e+000,1.7033961e+000,-2.4257537e-001
-6.8969985e-001,-4.9872434e-002,-2.9902885e-001,4.7579474e-001,-5.0213676e-001,7.1820640e-001,7.5515101e-001,-9.9697455e-002,7.8125565e-001,9.2739191e-001,1.1575618e+000
6.3466430e-002,-6.1024109e-001,-1.2446313e-001,-2.3767771e-001,9.0770236e-001,8.7673536e-001,-8.5775243e-001,8.6715216e-001,1.4317498e+000,8.3914127e-001,1.0132626e+000
-6.1394551e-001,-5.4691831e-001,5.3134693e-001,1.3538632e+000,1.0123773e+000,-1.0223611e+000,-1.4214582e+000,-2.5584485e-001,-6.4559022e-001,1.2453189e+000,1.3257837e+000
-6.5372088e-001,-1.4017808e+000,-8.5751506e-001,1.3642470e+000,3.6075197e-001,-9.9831465e-001,-1.6101841e+000,7.4459108e-001,1.3440293e+000,-1.4836905e+000,8.3507677e-001
-3.0707354e-001,2.7956379e-001,-1.3873076e-001,3.8326935e-001,-1.5975779e+000,-7.6909192e-001,-1.3545332e+000,-1.2963199e+000,-1.7190219e-001,1.6929169e+000,5.4133593e-001
5.5323209e-001,-1.2818755e-001,1.4105038e-001,-3.9941576e-001,3.8498296e-001,-3.2311821e-001,6.8240598e-001,4.3672027e-001,9.3760216e-001,1.5924936e+000,2.4658464e-002
