@RELATION fri_c4_100_10 
 @ATTRIBUTE oz1 REAL 
 @ATTRIBUTE oz2 REAL 
 @ATTRIBUTE oz3 REAL 
 @ATTRIBUTE oz4 REAL 
 @ATTRIBUTE oz5 REAL 
 @ATTRIBUTE oz6 REAL 
 @ATTRIBUTE oz7 REAL 
 @ATTRIBUTE oz8 REAL 
 @ATTRIBUTE oz9 REAL 
 @ATTRIBUTE oz10 REAL 
 @ATTRIBUTE oz11 REAL 
@DATA  
4.5925668e-001,1.0590558e+000,1.3818576e+000,1.1764699e+000,1.1049740e+000,-1.1478332e+000,-1.7385757e+000,1.1644652e+000,-1.1475046e-001,-1.3176930e+000,-1.0137319e+000
-8.1206452e-001,-1.4030375e+000,-1.0926197e+000,4.5756174e-001,-9.0221619e-001,8.1134983e-001,-4.6471503e-001,1.4709480e+000,8.1082840e-001,1.9144273e+000,5.9123049e-001
-1.4248773e+000,-1.1611331e+000,-8.7228655e-001,-5.4059182e-001,-8.1575675e-001,5.0368426e-001,-9.0582983e-002,-2.3041469e-001,2.6028191e-001,1.7202654e+000,3.7630905e-002
-8.2994400e-001,-7.1085649e-002,8.6770273e-001,1.1037898e+000,1.1139732e-001,3.1061341e-001,1.1794003e+000,-3.0476651e-001,1.5370652e+000,2.7048156e-002,1.1658094e+000
-1.1086803e+000,-1.3131901e+000,-8.8629762e-001,-1.4271565e+000,-7.3760294e-001,-6.5677821e-001,-1.3186444e+000,-8.8228352e-001,-1.6687705e+000,4.9625199e-001,-5.0121096e-001
-9.4783069e-001,-9.2806489e-001,-9.4249219e-001,-8.0211162e-001,-7.6044433e-001,-1.4897255e+000,-9.4434021e-001,-1.1829983e+000,-5.0028433e-001,-6.6951336e-001,6.4591895e-001
-9.5997662e-001,-1.2513940e+000,-9.2488045e-001,-1.3164451e+000,-9.2822789e-001,1.7391820e+000,6.4591909e-001,1.4198230e+000,5.9380554e-001,7.6677947e-001,-6.5347744e-002
1.0987557e-001,8.2859703e-001,-5.7756046e-002,-1.5077313e+000,-4.7077850e-001,-1.0006389e+000,-1.1224973e+000,4.7613205e-001,-9.1367173e-001,4.0975971e-001,-1.7947382e+000
1.2562744e+000,9.6488138e-001,6.9502541e-001,-1.1667097e-001,9.5316504e-001,-2.8128675e-001,-1.0207535e+000,2.8493809e-003,-4.5633993e-001,1.3980258e+000,-9.9030143e-001
-1.7792862e+000,-1.0071201e+000,-3.9495942e-001,-1.5059041e+000,-6.7386346e-001,8.1329201e-002,-4.6362394e-001,1.9527857e-001,8.6195877e-001,1.4629657e+000,-8.7171548e-001
2.1974400e-001,6.6198805e-001,1.2625207e+000,1.1026603e+000,8.5536260e-001,-2.9255852e-001,-2.6956968e-001,8.1231684e-001,-5.3350906e-001,-1.2481204e+000,-5.2647472e-001
