@RELATION fri_c0_500_10 
 @ATTRIBUTE oz1 REAL 
 @ATTRIBUTE oz2 REAL 
 @ATTRIBUTE oz3 REAL 
 @ATTRIBUTE oz4 REAL 
 @ATTRIBUTE oz5 REAL 
 @ATTRIBUTE oz6 REAL 
 @ATTRIBUTE oz7 REAL 
 @ATTRIBUTE oz8 REAL 
 @ATTRIBUTE oz9 REAL 
 @ATTRIBUTE oz10 REAL 
 @ATTRIBUTE oz11 REAL 
@DATA  
1.3931446e+000,1.5756815e+000,3.2979530e-001,-6.6784086e-001,1.0229366e+000,-3.7820565e-001,-1.5368336e+000,-1.1311065e-001,-2.9913080e-001,-6.2487775e-001,-5.5629861e-001
-6.3267031e-001,-1.1761232e+000,-7.6345669e-001,-7.6929101e-001,4.0863997e-002,1.1749802e+000,-1.9390954e-001,4.3584181e-001,4.6273741e-001,-1.3490826e+000,-1.3429974e+000
1.4972472e+000,-6.1522401e-001,4.5541626e-001,-1.4257915e+000,5.6236911e-001,-8.3973517e-001,7.2671633e-001,1.4761524e+000,-1.7416475e+000,-1.2490245e+000,-6.9079428e-001
-1.2573792e+000,1.6153788e+000,-4.0045331e-001,1.4870849e+000,1.0762701e+000,1.2878056e+000,-9.8036985e-001,1.3491346e+000,8.8662307e-002,1.2883837e+000,1.1217520e+000
1.2258391e+000,3.4977279e-001,3.2804238e-001,-9.0736890e-001,-5.3988263e-001,-1.1527133e+000,-8.4774670e-001,7.5237643e-001,1.3184781e+000,1.4597724e+000,2.5817991e-001
8.9595463e-001,-1.6732621e+000,5.3562967e-002,1.2121454e+000,-1.4858165e+000,-1.4807987e+000,1.4331198e+000,-7.5331288e-001,4.7980758e-001,1.4510777e+000,-1.4968046e+000
3.5731951e-001,-1.6841788e+000,-7.7246883e-001,-1.4649467e+000,-1.5256988e+000,1.2843744e+000,-7.4265225e-001,4.6401603e-001,-1.5610883e+000,1.0050630e+000,-2.5215320e+000
-1.1762865e+000,-1.9244189e-001,-1.6340588e+000,1.7527640e+000,8.4034461e-001,-7.7768243e-001,-1.3856244e+000,3.5891843e-001,1.5757844e+000,-1.2875439e+000,1.5604227e+000
4.7706080e-001,-8.0045281e-001,5.5573005e-001,-1.5082480e+000,-1.4827429e+000,-1.2509831e+000,1.7153330e+000,-6.3644008e-001,1.4215384e+000,-3.1737275e-001,-1.7873651e+000
-1.3570002e+000,1.4697312e+000,-1.3204688e+000,-8.7536170e-001,1.4253555e+000,2.2349450e-001,9.8628802e-001,1.6368608e+000,-7.9816726e-001,8.3704100e-001,-4.0662905e-001
6.2284427e-001,7.5819849e-001,-4.1532034e-001,1.2578733e+000,-6.1049576e-001,-1.0491111e+000,-1.0855926e+000,1.3579327e+000,1.6401592e+000,1.7830131e-001,8.7011088e-001
-1.5553014e+000,-3.8713426e-001,1.6268467e-001,1.5832958e+000,-5.5296008e-001,-3.4687629e-001,6.5570186e-002,-1.1439253e+000,-4.4585776e-001,-1.5996528e+000,-7.4720619e-001
-1.5734734e+000,1.6741260e+000,6.0439749e-001,-1.6905248e+000,-1.1227592e+000,4.3857342e-001,1.7161862e-001,-1.1111200e+000,1.3855665e+000,1.5474720e+000,-2.3258042e+000
-1.7942381e+000,4.0746042e-001,-8.1440208e-001,-8.8556062e-001,-1.0801603e+000,-6.0593844e-001,5.9341354e-001,-3.3738868e-001,-1.6672996e+000,-1.6548128e-001,-2.1382535e+000
-1.5739707e+000,-1.5979436e+000,-5.7152458e-001,-4.3872871e-001,1.6790668e+000,-1.4637277e+000,-1.1898865e+000,-4.5542915e-001,-1.5210464e+000,7.7552430e-001,-8.9249621e-001
-4.6468975e-001,-1.2950787e+000,1.1061205e-001,2.8090750e-001,-1.1346454e+000,3.6593222e-002,-6.2639476e-001,8.2158252e-002,4.3840999e-001,-4.2866308e-001,-1.5167075e+000
-1.2504183e+000,-5.0071080e-001,-3.1891672e-001,4.6916089e-001,4.2454954e-002,1.3418476e+000,1.2562394e+000,-7.8864916e-001,-1.1508688e+000,-1.2198453e+000,-1.0176966e+000
9.8523114e-001,-1.1254358e+000,-5.7544835e-001,2.4683014e-001,3.5931014e-001,9.1919743e-001,-1.0499466e+000,-1.2277746e+000,1.1150687e+000,6.6410448e-001,-4.8056555e-001
7.0146830e-001,1.1969620e+000,-6.0188355e-001,-2.6000269e-001,-6.7514144e-001,1.3563887e+000,5.7490383e-002,1.0217139e+000,-2.8036092e-001,9.4496568e-001,5.8424472e-001
1.5857048e+000,4.0017358e-001,-3.8889777e-001,1.1572717e+000,7.9486653e-001,1.5280780e+000,9.2837860e-001,2.7230206e-001,5.2423803e-001,3.0108728e-001,1.5358055e+000
-1.5658803e+000,7.8621709e-001,1.1415033e+000,3.0436020e-002,1.3510819e+000,2.0205691e-001,-7.0815605e-001,-7.1866257e-001,-8.4762243e-001,1.2988651e+000,-1.3007461e-001
1.2907604e+000,7.4626487e-001,-6.7493636e-001,2.3750184e-001,-5.4150291e-001,1.1654189e+000,-3.0826598e-001,-2.6654183e-001,-9.5076971e-001,1.4137308e+000,3.0866743e-001
-1.1480063e+000,-1.1933730e+000,-2.0618264e-001,-5.4827643e-001,8.2498188e-001,-6.4464553e-001,-1.4572999e+000,-1.1502570e+000,-1.6215947e-001,1.2259120e+000,-1.6449382e+000
