@RELATION fri_c2_500_10 
 @ATTRIBUTE oz1 REAL 
 @ATTRIBUTE oz2 REAL 
 @ATTRIBUTE oz3 REAL 
 @ATTRIBUTE oz4 REAL 
 @ATTRIBUTE oz5 REAL 
 @ATTRIBUTE oz6 REAL 
 @ATTRIBUTE oz7 REAL 
 @ATTRIBUTE oz8 REAL 
 @ATTRIBUTE oz9 REAL 
 @ATTRIBUTE oz10 REAL 
 @ATTRIBUTE oz11 REAL 
@DATA  
1.8360019e-001,4.4596257e-001,3.2726424e-002,-1.7201835e-001,4.7958345e-001,-1.3230861e+000,-1.2997672e-001,4.7580149e-001,-1.7166982e-001,-1.5663820e+000,-4.9448846e-001
1.3670367e-001,-2.0477239e-001,-5.9343946e-001,-1.9823804e-001,-3.0977348e-001,-1.4816345e+000,-8.7252212e-001,-7.9737918e-001,6.9156820e-001,-1.6288282e+000,7.5589342e-001
7.4346801e-001,2.4815365e-001,-3.1235920e-001,-2.9935058e-001,-1.1122089e+000,9.6646392e-001,1.0430197e+000,8.1056800e-001,-3.1881334e-001,-1.4531308e+000,-9.1557058e-001
3.7038014e-001,-4.7818837e-002,-3.8348848e-001,-1.3303988e+000,1.2120166e+000,-1.0315373e+000,6.0325353e-001,-1.2244640e+000,-2.9063986e-001,1.1517495e+000,2.4754525e-001
9.7476988e-001,7.3160987e-001,1.6054493e+000,1.4097019e+000,2.3060037e-001,1.6489411e+000,1.3097557e-001,-5.2554374e-001,8.3403497e-001,1.5127750e+000,-1.3258779e+000
-1.5778932e+000,-9.9320701e-001,-6.3890320e-001,-1.0570467e+000,-7.0655864e-001,-1.8674110e-001,-8.4350426e-001,-1.4073997e+000,1.0193563e+000,1.4561345e-001,-3.2317915e-001
-7.8698459e-001,-3.9709251e-001,-6.5565492e-001,1.7714349e-001,4.5360704e-001,1.7074993e+000,1.4674381e+000,1.7250942e+000,-1.5867482e+000,-1.5291408e+000,1.1051590e+000
-1.3000911e+000,-5.8291685e-001,-1.3012483e+000,-1.5050043e+000,-6.4060219e-002,4.7244006e-002,-1.7456043e-001,-5.0699775e-001,3.7541686e-001,7.6965402e-001,2.7139869e-001
4.9809992e-001,-3.9951256e-001,-5.5677228e-002,-1.5933343e+000,-1.4881297e+000,-4.5938845e-001,4.0116196e-001,1.8431580e-001,-1.0821744e-002,3.0637013e-001,-1.4316231e-001
-1.5066067e+000,-1.5115310e+000,-4.3428297e-001,1.6649954e-001,-8.2457944e-001,1.2571588e+000,8.8785599e-001,1.5674440e+000,6.3655374e-001,1.7038819e+000,-3.6484603e-001
