@RELATION fri_c1_500_5 
 @ATTRIBUTE oz1 REAL 
 @ATTRIBUTE oz2 REAL 
 @ATTRIBUTE oz3 REAL 
 @ATTRIBUTE oz4 REAL 
 @ATTRIBUTE oz5 REAL 
 @ATTRIBUTE oz6 REAL 
@DATA  
-1.3288909e+000,-4.8024118e-001,-1.7967995e+000,-5.4629907e-001,1.5658675e+000,1.5289194e+000
-1.0381070e+000,-9.2036219e-001,4.1462295e-001,-1.3716170e+000,-1.1830774e+000,-5.5737689e-001
-7.0162410e-001,-7.4644428e-001,-2.6248899e-001,-7.2724151e-002,-1.0721436e+000,3.1897624e-001
-1.0588104e+000,-8.1094229e-001,-5.1387929e-001,-2.7615045e-001,9.2612150e-001,4.9803421e-001
-6.3442701e-001,-7.1049600e-001,2.5242061e-001,7.9295038e-001,1.5182431e+000,1.2297242e+000
-1.3092518e+000,-9.5182796e-001,-1.1166655e+000,4.1568164e-001,-1.3187352e+000,3.8229308e-001
-4.6903978e-001,-1.9235947e-001,-1.8947366e-001,9.9410144e-001,-5.6900960e-001,1.3860989e+000
-1.0658159e+000,-4.8264505e-001,-1.1657140e+000,-1.2259562e+000,-9.4445444e-001,2.6322485e-001
-1.3927034e+000,-1.5914608e+000,-3.6088829e-001,7.1453452e-001,5.7129225e-001,1.5670105e-001
-1.3167199e+000,-6.1694585e-001,-1.2883014e+000,-7.7846184e-001,1.7128179e+000,6.9873419e-001
-8.0796763e-002,4.6659742e-001,-9.4789312e-001,1.5649480e+000,-7.3269269e-001,7.2574095e-001
-1.8403422e+000,-1.1972394e+000,-1.7250552e+000,1.7291428e+000,6.7667675e-001,8.3565480e-001
4.3817490e-001,5.6708744e-001,-6.7071162e-002,-1.2608649e+000,1.4148964e+000,-1.2748795e+000
-1.3713089e+000,-1.7210589e+000,3.6407647e-001,-5.2688692e-001,-1.5067054e+000,-6.8925908e-001
-5.2863606e-003,-1.0872149e+000,1.4079354e+000,1.5038154e+000,7.8555811e-001,1.8021643e+000
-6.3069696e-001,-8.5255713e-001,3.0073832e-001,1.5397628e+000,5.8560367e-001,1.2873419e+000
