@RELATION fri_c1_100_50 
 @ATTRIBUTE oz1 REAL 
 @ATTRIBUTE oz2 REAL 
 @ATTRIBUTE oz3 REAL 
 @ATTRIBUTE oz4 REAL 
 @ATTRIBUTE oz5 REAL 
 @ATTRIBUTE oz6 REAL 
 @ATTRIBUTE oz7 REAL 
 @ATTRIBUTE oz8 REAL 
 @ATTRIBUTE oz9 REAL 
 @ATTRIBUTE oz10 REAL 
 @ATTRIBUTE oz11 REAL 
 @ATTRIBUTE oz12 REAL 
 @ATTRIBUTE oz13 REAL 
 @ATTRIBUTE oz14 REAL 
 @ATTRIBUTE oz15 REAL 
 @ATTRIBUTE oz16 REAL 
 @ATTRIBUTE oz17 REAL 
 @ATTRIBUTE oz18 REAL 
 @ATTRIBUTE oz19 REAL 
 @ATTRIBUTE oz20 REAL 
 @ATTRIBUTE oz21 REAL 
 @ATTRIBUTE oz22 REAL 
 @ATTRIBUTE oz23 REAL 
 @ATTRIBUTE oz24 REAL 
 @ATTRIBUTE oz25 REAL 
 @ATTRIBUTE oz26 REAL 
 @ATTRIBUTE oz27 REAL 
 @ATTRIBUTE oz28 REAL 
 @ATTRIBUTE oz29 REAL 
 @ATTRIBUTE oz30 REAL 
 @ATTRIBUTE oz31 REAL 
 @ATTRIBUTE oz32 REAL 
 @ATTRIBUTE oz33 REAL 
 @ATTRIBUTE oz34 REAL 
 @ATTRIBUTE oz35 REAL 
 @ATTRIBUTE oz36 REAL 
 @ATTRIBUTE oz37 REAL 
 @ATTRIBUTE oz38 REAL 
 @ATTRIBUTE oz39 REAL 
 @ATTRIBUTE oz40 REAL 
 @ATTRIBUTE oz41 REAL 
 @ATTRIBUTE oz42 REAL 
 @ATTRIBUTE oz43 REAL 
 @ATTRIBUTE oz44 REAL 
 @ATTRIBUTE oz45 REAL 
 @ATTRIBUTE oz46 REAL 
 @ATTRIBUTE oz47 REAL 
 @ATTRIBUTE oz48 REAL 
 @ATTRIBUTE oz49 REAL 
 @ATTRIBUTE oz50 REAL 
 @ATTRIBUTE oz51 REAL 
@DATA  
1.7224610e+000,1.5549695e+000,6.6394641e-001,3.7612046e-001,-7.8641188e-001,-1.2927257e+000,1.5035245e+000,-1.2755959e+000,8.1902627e-001,1.1657224e+000,7.6524650e-001,-1.2025746e+000,1.7167824e-001,-1.3946092e+000,1.0617302e+000,-3.3802080e-001,-1.6067624e+000,8.7108237e-001,4.2714026e-001,7.5658863e-001,-4.8293971e-001,-4.6380653e-001,-9.1465374e-001,-6.8235346e-001,-1.0500649e+000,-4.0413900e-001,7.0276447e-001,-1.6438669e+000,-1.1420982e+000,7.7942225e-001,5.0131510e-001,7.6804879e-001,-5.5072282e-001,1.1321450e+000,1.7109502e-001,1.0490645e+000,5.8435503e-001,1.0995464e+000,-4.3393052e-001,3.6586005e-001,1.0706794e+000,-1.6804888e+000,-1.2751168e+000,1.1191817e+000,9.7803281e-001,-5.5931921e-001,2.9871456e-001,-9.4989353e-001,1.4272895e+000,-1.4635121e+000,6.1360013e-001
1.0481971e+000,8.6915763e-001,1.4187184e+000,-7.1320398e-001,6.3704601e-001,-8.6459598e-001,7.4757297e-001,8.7991330e-001,1.3791906e+000,1.0220498e+000,-6.1098904e-001,7.9857938e-001,4.4102845e-001,-1.0474763e+000,-1.0597755e+000,9.2608825e-001,-2.1739077e-001,-7.7555192e-001,-9.0208249e-001,8.5739502e-001,-1.5907101e+000,7.0815559e-001,-1.3699177e+000,1.7044521e+000,1.6210518e-001,-1.5800216e+000,2.7631386e-001,3.3528392e-001,-3.8205656e-001,-5.4406926e-002,1.0670783e+000,3.0259875e-001,5.5831551e-001,-1.4718361e+000,7.6155635e-001,3.1706541e-001,-5.6181700e-001,-1.2452483e+000,8.7634346e-001,2.8315733e-001,1.3553402e+000,-2.5408793e-001,8.4875939e-001,1.0847102e+000,-5.6627462e-001,1.1261666e+000,-1.0007415e+000,-1.1807996e+000,7.2718241e-001,-8.7958684e-001,-1.9103698e+000
-1.9179300e-001,-1.4724325e-001,-2.6852623e-001,7.4777283e-001,-1.3227955e+000,-3.7973506e-002,1.5196948e+000,-3.2555825e-001,8.9391579e-001,9.7072980e-001,1.2125985e+000,1.1161408e-001,-1.3216371e+000,-1.2978742e+000,-3.6027812e-001,5.9617169e-001,1.5132753e+000,-1.0848588e+000,6.3141542e-001,1.6740483e+000,2.8307665e-001,2.2701476e-001,7.6295663e-001,3.0361528e-001,1.8083576e-001,5.7593351e-001,-7.5707161e-001,-6.3237759e-001,1.7981369e+000,-1.3474149e+000,1.5018861e+000,4.5387535e-001,5.7934597e-002,1.2339066e+000,-1.0861410e+000,1.2552394e+000,-1.1483092e+000,7.9763579e-001,-1.5181755e+000,3.1071423e-001,-9.8856024e-001,8.8227628e-001,-7.7471118e-001,3.6296675e-001,1.5194581e+000,6.5229871e-001,-1.1171457e+000,2.9586301e-001,-1.0033307e+000,1.3984495e+000,9.7022330e-001
1.1935940e+000,1.1106249e+000,7.7627004e-001,2.5220768e-001,-1.2441715e+000,1.3626404e+000,1.5088177e+000,1.3387190e+000,1.6755093e+000,-1.4049747e+000,1.3339884e+000,1.7163826e-001,-1.4285176e+000,-1.5351242e+000,1.4597932e+000,1.0085182e+000,3.6545230e-001,-2.4708717e-001,1.6834211e+000,-1.0205885e+000,6.4049255e-001,-7.8489473e-001,-3.0391799e-001,1.2089140e-001,7.2381581e-001,-1.8442379e-001,3.7030572e-001,-1.7631304e-001,-1.3756530e+000,8.6839970e-001,8.7955373e-001,4.7011691e-001,3.3444993e-001,3.8943760e-001,-1.0776266e+000,6.1600334e-001,1.6120070e-001,8.4223255e-001,-9.6252710e-001,6.1688058e-001,-1.1531282e+000,-1.5929196e+000,-7.8738872e-001,-2.0642826e-001,-1.2979619e+000,1.3133911e+000,1.7323678e+000,2.3748063e-001,4.6448082e-001,-1.2952616e+000,-1.7406611e+000
-1.5167627e+000,-1.2298252e+000,-1.1247935e+000,6.8288850e-001,-6.1055122e-001,-6.5427168e-001,-1.2745418e+000,-1.4434382e-001,1.2544892e+000,-1.1756996e+000,4.2025729e-002,-1.3370702e+000,1.3668209e-001,1.1698041e+000,1.5064241e+000,-6.8661317e-001,-3.0652083e-001,4.3994773e-001,1.6265233e-001,5.0222729e-001,-1.3953871e+000,8.1965463e-001,3.0076529e-001,6.5793456e-001,-4.3215478e-001,1.1241091e+000,5.2433237e-001,9.2103180e-001,3.4622913e-001,3.2672010e-001,3.6862290e-001,2.1931096e-001,-8.6692510e-001,1.5243826e+000,8.4077900e-002,-1.0476878e+000,9.8010504e-001,-1.2683432e+000,5.3577540e-001,-1.6186096e+000,-1.1872086e+000,1.5122846e+000,8.2857196e-001,1.4112498e+000,-6.0411892e-001,1.0158799e+000,5.0390620e-001,-5.0922193e-001,1.4084656e+000,-1.2056698e+000,7.8217663e-002
2.0004946e+000,1.5093550e+000,1.7352183e+000,-3.3308408e-001,3.6321150e-001,-1.1088187e+000,-8.1379310e-001,-5.8948342e-001,5.6169663e-001,-1.6120728e+000,1.5125325e+000,1.5598467e+000,1.2170829e+000,-1.6438077e+000,-5.6111149e-001,9.6921118e-001,-5.6811530e-001,-5.0758412e-001,2.8200592e-001,9.0243247e-001,5.1562272e-001,7.1671348e-001,-1.7043736e+000,1.2167878e+000,-8.8876222e-002,-1.5302312e-001,1.3188335e+000,1.4975279e+000,1.4918545e+000,-1.4392709e+000,1.5279355e-001,3.9477148e-001,3.6365540e-001,-1.6186833e+000,-1.1093910e+000,3.6788860e-001,-8.3252658e-001,7.3536115e-001,1.0377740e+000,6.2894726e-001,-8.1893710e-001,-1.3953697e+000,6.8609734e-001,1.3931450e+000,2.9179453e-001,1.1187233e+000,-9.3152989e-001,6.1668722e-001,-1.0143188e-001,-7.7187848e-002,1.3767331e+000
1.5156836e+000,1.0526846e+000,1.4712545e+000,-1.6165663e+000,-4.3149241e-001,7.1877666e-002,4.3340384e-001,-1.4405389e+000,-2.3790431e-001,-5.0823115e-002,-1.6022638e+000,3.2444589e-001,-1.3312191e+000,3.7879582e-001,2.0261662e-001,1.3396458e+000,-1.3411873e+000,1.6953796e+000,1.0148849e+000,6.7001572e-001,-6.0508395e-001,1.2129598e+000,-1.0315711e+000,6.9011858e-001,9.8200224e-001,1.6639442e+000,3.3285918e-001,-1.2163209e+000,-8.5838807e-001,9.5878911e-001,-1.9230694e-001,-7.4151298e-001,1.0097715e+000,1.6175931e+000,-2.7442045e-001,-1.4792223e+000,1.3542081e+000,1.2691737e+000,4.3014896e-001,-1.4557828e+000,-5.7344576e-001,-1.2535662e+000,-1.5444323e+000,-3.9598036e-001,-6.0778572e-001,-1.6684565e+000,3.6959891e-001,-3.5911707e-001,-1.4461078e+000,-1.1099546e+000,-1.3820537e+000
3.7363745e-001,2.1112704e-001,1.7641901e-001,-1.1551927e+000,1.2173153e+000,-1.2345103e+000,-5.5597810e-001,-2.6698379e-001,6.1177500e-001,1.4697164e+000,5.1364653e-001,1.0478818e+000,7.2114610e-001,-7.4381181e-001,-1.1911922e+000,1.4244396e+000,1.5273533e+000,-3.8776759e-001,1.5257341e+000,-1.3927266e+000,6.0720000e-001,-4.1421660e-001,9.4755030e-001,7.1350049e-001,1.6177355e+000,4.7265795e-001,1.5270755e+000,8.1558407e-001,-1.0623356e+000,-1.5797813e+000,-1.5212722e+000,-1.0767978e+000,-7.9662723e-001,-1.0447528e+000,-9.8376666e-001,1.3932975e+000,2.3885855e-001,1.3052472e+000,1.6375579e-001,2.6958032e-001,-2.0951295e-001,-4.0960525e-001,1.7852383e+000,-1.0535944e+000,-8.5255037e-001,-2.4837607e-001,1.6526745e+000,1.1254181e+000,6.7560776e-001,1.4925157e+000,-3.5576300e-001
7.3022840e-001,8.4995457e-001,-5.0028608e-002,6.3095784e-001,7.9374483e-001,-1.0427413e+000,1.1016370e+000,-1.3608323e+000,-1.0261923e+000,4.8582242e-001,3.2582320e-001,-8.0463484e-001,-1.7744587e+000,1.8853588e-001,-5.7309269e-001,1.3786353e+000,2.7809882e-001,1.5352618e+000,6.1864948e-001,-5.1529329e-001,7.8486542e-001,1.0659046e+000,2.6397935e-001,-4.1522249e-001,-7.2748518e-001,-4.6475649e-001,-1.2424064e+000,-1.1184420e+000,-9.1556981e-001,-1.9406691e+000,4.9587606e-001,1.1917842e+000,1.7246800e+000,1.5355939e+000,1.5617292e-003,1.3328429e+000,8.4445004e-001,-5.5696955e-001,3.9346776e-001,1.2659135e+000,1.2244852e+000,-3.9243427e-001,5.0728984e-001,-4.1400185e-001,4.8616012e-001,-1.0986602e+000,1.3809663e-001,4.6506327e-001,-1.3900149e+000,1.4572752e-001,-1.5100299e+000
-1.5819929e+000,-1.1609492e+000,-1.2621393e+000,1.5595135e+000,-2.7885026e-001,3.8738042e-001,1.3300993e+000,1.2563822e+000,1.1530663e+000,9.2222080e-001,1.3608472e+000,-8.1127023e-001,-1.1206143e+000,7.7702658e-001,8.3668587e-001,5.0674634e-001,-9.6372993e-001,-6.8417675e-001,-1.0239599e+000,1.8125373e+000,-1.6450988e+000,-9.4411677e-001,-8.2424652e-001,-8.7621169e-001,-1.2672354e+000,4.7662411e-001,-1.4185336e+000,-1.3129202e+000,-2.4572412e-001,1.1695444e+000,-1.2850743e+000,1.1184355e+000,-1.2865596e+000,1.2634452e+000,-8.9036554e-001,2.2296857e-001,-3.8006086e-001,-1.0955768e+000,-9.6062932e-001,1.2006325e+000,1.2850222e+000,1.5248525e+000,-4.3419361e-001,1.4258814e+000,-1.2128445e+000,-1.5385139e+000,-1.5266283e+000,-1.6152167e+000,-1.2650847e+000,1.0635352e+000,5.0993388e-001
