@RELATION fri_c1_250_50 
 @ATTRIBUTE oz1 REAL 
 @ATTRIBUTE oz2 REAL 
 @ATTRIBUTE oz3 REAL 
 @ATTRIBUTE oz4 REAL 
 @ATTRIBUTE oz5 REAL 
 @ATTRIBUTE oz6 REAL 
 @ATTRIBUTE oz7 REAL 
 @ATTRIBUTE oz8 REAL 
 @ATTRIBUTE oz9 REAL 
 @ATTRIBUTE oz10 REAL 
 @ATTRIBUTE oz11 REAL 
 @ATTRIBUTE oz12 REAL 
 @ATTRIBUTE oz13 REAL 
 @ATTRIBUTE oz14 REAL 
 @ATTRIBUTE oz15 REAL 
 @ATTRIBUTE oz16 REAL 
 @ATTRIBUTE oz17 REAL 
 @ATTRIBUTE oz18 REAL 
 @ATTRIBUTE oz19 REAL 
 @ATTRIBUTE oz20 REAL 
 @ATTRIBUTE oz21 REAL 
 @ATTRIBUTE oz22 REAL 
 @ATTRIBUTE oz23 REAL 
 @ATTRIBUTE oz24 REAL 
 @ATTRIBUTE oz25 REAL 
 @ATTRIBUTE oz26 REAL 
 @ATTRIBUTE oz27 REAL 
 @ATTRIBUTE oz28 REAL 
 @ATTRIBUTE oz29 REAL 
 @ATTRIBUTE oz30 REAL 
 @ATTRIBUTE oz31 REAL 
 @ATTRIBUTE oz32 REAL 
 @ATTRIBUTE oz33 REAL 
 @ATTRIBUTE oz34 REAL 
 @ATTRIBUTE oz35 REAL 
 @ATTRIBUTE oz36 REAL 
 @ATTRIBUTE oz37 REAL 
 @ATTRIBUTE oz38 REAL 
 @ATTRIBUTE oz39 REAL 
 @ATTRIBUTE oz40 REAL 
 @ATTRIBUTE oz41 REAL 
 @ATTRIBUTE oz42 REAL 
 @ATTRIBUTE oz43 REAL 
 @ATTRIBUTE oz44 REAL 
 @ATTRIBUTE oz45 REAL 
 @ATTRIBUTE oz46 REAL 
 @ATTRIBUTE oz47 REAL 
 @ATTRIBUTE oz48 REAL 
 @ATTRIBUTE oz49 REAL 
 @ATTRIBUTE oz50 REAL 
 @ATTRIBUTE oz51 REAL 
@DATA  
-4.4184850e-001,-1.4061843e+000,1.4129150e+000,1.3028098e+000,7.5545827e-001,7.3131939e-001,-1.0036719e+000,1.4153254e+000,-1.0831768e+000,6.2459609e-001,8.3929320e-002,-8.7166072e-001,1.2187282e+000,8.2596110e-001,4.9244549e-001,-1.6251694e+000,-3.7578658e-001,1.5427068e+000,-1.0133287e+000,1.5614489e-001,3.6521245e-001,-1.0632664e+000,1.8867943e-001,-1.2453272e+000,-6.1984780e-001,-1.3718411e+000,-5.8359180e-001,-1.2053684e+000,1.6945100e-001,3.3767454e-001,-1.0263358e+000,-8.6485396e-001,1.4392355e+000,5.3819204e-001,-8.2067708e-001,5.7004853e-001,-1.7071721e+000,-7.2248375e-001,-5.9819901e-001,-1.4265993e+000,1.3942422e+000,-5.3952634e-001,6.5572964e-001,5.7284061e-001,-1.3146098e+000,-7.9897898e-001,1.2891626e+000,8.6466216e-002,1.6701707e+000,1.0686273e+000,9.6719522e-001
-8.6929785e-001,-1.3284573e+000,1.3842690e+000,1.0854730e+000,-6.0754203e-001,1.3038501e+000,6.1057225e-001,-1.2999662e+000,1.4642937e+000,1.6256387e+000,3.7698682e-001,-1.4560069e+000,-1.7255734e+000,-9.3136488e-001,2.0263993e-001,6.0061089e-001,-1.0739052e+000,4.1827823e-001,-1.5273003e+000,-4.3890915e-001,1.4191887e+000,-1.7271596e+000,6.3074143e-001,-3.3510899e-001,1.3680089e+000,1.6705365e+000,9.8841656e-001,-9.3422478e-002,-3.6233546e-001,6.5983538e-001,1.4422774e+000,1.1102310e+000,-1.2536213e+000,5.1932966e-001,5.9988575e-001,-5.5519887e-001,-1.4331961e+000,-2.8436645e-001,-8.5717544e-001,8.0117419e-001,-5.0088481e-001,-1.1035928e+000,4.2885677e-002,1.3780976e+000,-4.5413848e-001,4.2330911e-001,-9.9008821e-001,-1.5369266e+000,-1.2428984e+000,2.4930033e-001,8.6985433e-001
1.0368990e+000,1.1117166e+000,-3.8633503e-001,1.4998628e+000,4.1390036e-001,-1.0685550e+000,1.5862795e-001,3.3456131e-001,6.1383470e-001,-2.9185919e-001,-1.4134576e+000,9.3183724e-001,1.3336571e+000,2.2511352e-001,2.3028854e-001,9.9169517e-001,4.0416876e-001,-1.1904516e+000,-1.2456767e+000,1.4213165e+000,1.2756525e+000,1.6771870e+000,-3.2316757e-001,-3.6522182e-001,7.8695548e-001,-8.7226674e-001,-1.6040458e+000,1.5629882e+000,1.3301502e+000,-2.1276646e-001,9.4187023e-001,-1.3426771e+000,6.2404991e-001,-1.3993038e+000,-1.3145186e+000,2.9649005e-001,1.5425357e+000,-5.4651540e-001,-6.5062132e-001,-1.4927048e+000,1.0168475e+000,1.0315073e+000,8.2733396e-001,-5.5228540e-001,-8.9868199e-001,1.6232287e+000,-6.1274320e-001,7.2930094e-001,-1.6253010e+000,-2.8334485e-001,-5.4210636e-001
4.6437510e-001,2.3110244e-001,1.0033479e+000,5.9938243e-001,-2.7322228e-002,1.1133494e+000,7.0973591e-001,1.1709924e+000,-1.1994277e+000,-1.3625525e+000,4.0085500e-001,-1.1875911e+000,-1.4051461e-001,-1.7569647e-001,1.7721807e+000,1.6391215e-001,3.2746723e-002,1.5210899e+000,1.4335865e+000,1.8022546e+000,-1.7959468e+000,1.6565036e+000,-5.7515894e-001,-6.1534612e-001,1.1372446e+000,1.2429249e+000,-1.1835611e+000,6.3160753e-001,1.3762651e+000,-1.1525442e+000,-8.6653107e-001,-5.1811313e-001,-1.3211168e+000,-1.4629020e+000,-4.2921863e-001,9.9428652e-002,-1.3579857e+000,1.5137936e+000,1.0784236e+000,-1.4400539e+000,1.4962472e+000,-9.3950161e-001,1.6156514e+000,1.6219766e+000,1.2405932e+000,-1.0875224e+000,-7.7391782e-001,-6.6642378e-001,-4.1200307e-001,-8.5239817e-001,-3.2415698e-001
3.3004057e-001,-8.9629709e-002,8.4563667e-001,2.5969072e-001,2.1225835e-001,1.1832268e+000,1.7592327e-001,-4.0315008e-001,-7.5317882e-001,-4.9166218e-001,1.4191205e+000,5.4616253e-001,-1.2011336e+000,4.4139784e-001,-5.0115239e-002,5.1985516e-001,-1.6424017e+000,3.0530181e-001,1.5813814e+000,-2.9951293e-001,1.3199313e+000,-1.2908432e+000,1.4890840e+000,-1.5823292e+000,1.6314698e+000,-7.8047884e-001,6.7421024e-001,7.4913439e-001,1.2224157e+000,-1.2856256e+000,-1.5709903e-003,-8.4475342e-001,1.1169306e+000,2.4387425e-001,1.3805590e+000,1.7016317e+000,-4.7196487e-001,8.0519612e-001,-6.4085139e-001,-1.1190020e+000,-1.5740578e+000,-1.3611768e+000,-1.3772428e+000,4.9049036e-002,9.1580592e-001,-1.4965314e+000,-8.5284415e-001,1.3377198e+000,1.2180601e+000,-1.4595102e+000,6.5544417e-001
-9.1234238e-001,-1.3867412e+000,6.9790345e-001,-5.5896042e-001,-3.9008706e-001,-1.4498219e+000,-2.9854290e-001,-1.6174569e+000,-1.1658902e-001,-1.3980993e+000,-8.2655383e-001,1.1713672e+000,-1.5491345e+000,-5.0041800e-001,1.7821627e+000,1.1119645e+000,7.6252252e-001,1.2899525e+000,1.0803608e-001,-3.2024494e-001,-4.5989383e-001,-1.2228975e+000,1.4049293e+000,1.4357897e+000,1.4013185e+000,1.2842479e+000,4.3729229e-001,1.3148017e+000,-1.4279999e+000,-1.5545304e+000,-1.6359295e+000,3.5925355e-001,-1.0637292e+000,-4.2225410e-001,-1.2020341e+000,-3.8622737e-001,1.3822853e+000,5.9029244e-001,9.8918117e-001,1.2712261e+000,1.3848773e+000,1.7028494e+000,-5.3438808e-002,1.5864722e+000,1.5872038e+000,6.8544624e-001,-1.8822204e-001,1.4141711e+000,-8.8190803e-001,-6.7105926e-001,-2.5743876e-001
1.9442360e-001,-3.8402824e-001,9.8760932e-001,-9.3547014e-001,1.2063646e+000,-3.1391645e-001,1.6152380e+000,1.5482859e+000,1.2995539e-001,-8.7805439e-001,-1.0514153e+000,1.4597454e+000,8.9032444e-001,-1.1151403e+000,-1.3782338e+000,-4.9791551e-001,-1.2086581e+000,4.3003649e-001,3.2326830e-001,-4.5101724e-001,1.1620405e+000,-9.8990440e-001,-1.2107548e+000,-8.8921823e-001,-1.0660340e+000,-1.0133843e+000,1.0158842e+000,-8.7140422e-001,-1.1673719e+000,8.4671077e-001,1.0968911e+000,8.4506633e-001,2.3058269e-001,7.7019900e-002,1.6599783e+000,1.5097367e+000,1.0488594e+000,4.6579513e-001,1.4340484e+000,-1.2489432e+000,2.4706147e-001,-3.6764191e-001,-1.0583934e+000,-2.5141976e-001,-5.4467178e-001,1.2524535e+000,-1.2185441e+000,1.2915618e+000,-1.2099545e+000,-2.0748079e-001,9.6554741e-001
3.8250011e-001,-6.1999852e-002,1.4553774e+000,3.8639665e-001,-1.5119333e-001,-1.0094268e-001,-1.4336426e+000,1.5016048e+000,-7.7422190e-001,-6.6744836e-001,1.4829635e+000,-1.7247132e+000,-5.1204706e-001,-3.2927748e-001,-8.4679501e-001,-2.1192373e-001,-1.0619371e+000,-2.4242864e-001,1.0665341e+000,-4.2184173e-001,1.1051180e+000,4.0207364e-001,-9.7551027e-001,8.0617404e-001,-2.1057400e-003,1.4817596e+000,6.7843254e-001,1.1620888e+000,-1.3464592e+000,1.2750037e+000,8.3361833e-001,-2.3994479e-001,1.7990505e+000,6.3179016e-001,1.7196028e-001,-1.1586249e+000,-1.0586946e+000,-5.7907947e-001,1.6257990e+000,-1.5137176e+000,1.4508726e-002,4.5401530e-001,1.2630455e+000,-1.4225111e+000,-1.4222174e-001,-1.0832770e-001,-1.0942216e+000,-2.3024574e-001,5.9544227e-001,7.1048185e-001,5.8545301e-001
-1.2317467e+000,-1.3466958e+000,-6.4191002e-001,-9.1530196e-001,-7.2922219e-001,3.6982330e-001,-1.2304305e+000,-1.7116499e+000,-3.6160483e-001,-7.2547611e-001,1.2300162e+000,8.1504408e-001,1.3272590e+000,1.6974754e+000,1.7868201e+000,1.2181195e+000,1.3408248e-001,-1.4945978e+000,1.2914851e+000,2.1617144e-001,1.2637007e+000,9.4611320e-002,1.0501832e+000,8.5927106e-001,2.9871635e-001,1.4188927e+000,-9.6342943e-001,-1.0411148e-001,-1.2145990e-001,-6.1465371e-001,-1.4236761e+000,8.4921523e-001,1.2478041e+000,5.3511312e-001,-9.3453236e-002,-3.5362556e-001,-7.6676583e-001,8.6365616e-001,6.5726371e-001,-1.6599484e+000,1.3030909e+000,6.6799709e-001,1.3795417e+000,1.1840199e+000,1.2539983e+000,1.3568158e+000,7.8708023e-001,1.0385854e+000,1.6833200e+000,4.3759726e-001,-2.0386048e-001
-8.3754437e-001,-1.5918059e+000,1.3986503e+000,9.8425261e-001,-2.7124023e-001,1.5489792e+000,5.3493809e-002,-1.7153625e+000,-3.2016194e-001,5.2282033e-001,-1.8039528e+000,5.2526719e-001,-1.1504586e+000,-1.7366876e+000,-7.4729642e-001,-1.7340718e+000,-3.2151374e-001,1.6761589e+000,7.3685770e-001,1.0740123e+000,-1.5884029e+000,-1.9902346e-001,-1.7828087e+000,-1.4498223e+000,1.0755205e+000,9.0306973e-001,1.3818104e+000,-2.8697239e-001,8.4630648e-001,-1.6731564e+000,-4.1544940e-001,-1.0977431e+000,-3.2991254e-001,-9.3701080e-001,-7.9742100e-001,4.4800527e-001,6.1723503e-001,-1.2763671e+000,-1.7240982e+000,-6.0585152e-001,-1.5296222e+000,8.9350705e-002,-1.0662915e-001,-8.9942257e-001,-1.1429833e+000,-3.7224718e-001,1.4882809e+000,7.2466866e-002,7.3921414e-002,1.6649811e+000,5.2740984e-001
