@RELATION fri_c0_500_5 
 @ATTRIBUTE oz1 REAL 
 @ATTRIBUTE oz2 REAL 
 @ATTRIBUTE oz3 REAL 
 @ATTRIBUTE oz4 REAL 
 @ATTRIBUTE oz5 REAL 
 @ATTRIBUTE oz6 REAL 
@DATA  
-5.8973185e-001,4.5461246e-001,-7.5902726e-001,3.1678590e-001,-8.5587327e-001,-1.2001583e-001
1.3049193e+000,-9.4556270e-001,1.4852606e+000,1.6277016e+000,-7.3277302e-001,1.2890243e+000
-1.1712867e-001,4.3600607e-001,-1.7184104e+000,-2.5962572e-001,4.4038089e-001,6.8716450e-001
8.8111620e-001,4.6822540e-001,1.6690133e+000,1.5815006e+000,1.4287746e-001,3.0970266e+000
1.7821999e+000,-4.7477017e-001,3.1738929e-001,-1.0186356e+000,-2.4012772e-001,-3.1391997e-001
-1.1759338e+000,-1.1406333e+000,-1.4715428e+000,1.2564091e+000,-1.4860122e+000,-1.3268071e-001
8.8188716e-001,1.1057527e+000,7.7619441e-002,9.3253567e-001,-7.4468511e-001,1.1189910e+000
1.7659681e+000,1.6040531e+000,6.0921916e-001,1.6223932e+000,-1.6044684e+000,-2.7245173e-001
-1.4111641e+000,-1.3772288e+000,-6.5172538e-001,-1.5355783e+000,-5.6772805e-001,-2.1426710e+000
5.1139412e-001,1.4656757e+000,5.2540747e-001,-1.5297426e+000,5.5822268e-001,-2.8155840e-003
6.3129647e-001,-1.6946170e+000,1.3231136e+000,-5.9620198e-001,-1.6075312e+000,-8.4133086e-001
1.3617480e+000,-1.2517290e+000,-9.8326802e-001,4.3639708e-001,-1.6085494e+000,-5.2318394e-001
5.8850390e-001,-6.8946049e-001,1.4686672e+000,3.3419853e-001,1.3724657e+000,1.1907005e+000
-6.8280636e-001,-1.3186035e+000,1.3860731e+000,8.5167249e-001,1.6169168e+000,6.1980659e-001
-1.2308036e+000,1.6051274e+000,-8.2211927e-001,3.7237729e-001,9.8428391e-002,2.0400271e-001
-7.2018615e-001,-9.9584829e-002,-1.6853979e-002,-7.5659305e-001,-1.1721037e+000,-1.3513907e+000
-1.3229125e+000,-3.2675742e-002,-1.6090468e+000,-1.5389399e+000,-3.4082860e-001,-1.4318988e+000
8.7384598e-001,-7.7538425e-001,-1.1536790e+000,1.1652646e+000,6.1964690e-001,9.9279688e-001
-9.0517987e-001,-1.6739367e-002,5.2537341e-001,6.4416940e-003,-3.0870004e-001,-6.2035641e-001
-2.9657480e-002,-1.8119416e+000,2.3316896e-001,-3.9763717e-001,-2.5557885e-001,-1.5210334e+000
-1.5310446e+000,1.5398353e+000,5.9987845e-001,-5.3829624e-001,-3.9372073e-001,-1.3124519e+000
-5.2685553e-001,1.3000963e+000,-5.2610798e-001,-1.5989308e-002,8.1540672e-001,5.1538032e-001
1.2581589e+000,-7.3754827e-001,1.3120550e+000,-1.3205846e+000,-8.5092311e-001,-1.4029119e-001
-1.0612701e+000,1.4930795e-001,-1.5561583e-001,1.4521333e-001,5.2103722e-001,-1.8081796e-001
7.5451596e-001,-2.0349274e-001,4.0735440e-001,-1.6441985e+000,6.9384974e-001,-5.3437647e-001
-2.0105689e-001,6.5705649e-002,1.0388966e+000,-7.9298635e-001,-1.1233183e+000,-5.3503350e-001
-5.1517007e-001,1.4514634e+000,-7.0721032e-001,-4.7264228e-001,5.5067977e-001,3.9234094e-001
-1.5229070e+000,-2.3129311e-001,1.5887378e+000,1.2168832e+000,-1.6810385e+000,-4.2309639e-001
-4.1872554e-003,9.0007534e-001,-1.4111142e+000,-7.5120127e-001,-1.6790432e+000,2.5397660e-001
-9.6240859e-001,3.1268157e-001,-1.2502821e+000,-1.3340835e+000,-1.5255178e+000,-1.3030891e+000
-2.7619919e-001,1.8278975e-002,-1.4136007e+000,-9.8284401e-001,9.0867878e-001,1.9023123e-001
9.0290632e-001,3.4102776e-001,8.2545830e-001,-1.1728155e+000,1.3583767e+000,8.1266873e-001
6.9602825e-001,1.3259950e+000,1.1991771e+000,-7.6164688e-001,-8.3591856e-001,3.5063452e-001
1.7403166e+000,-1.3815570e+000,1.1974805e+000,7.3272435e-001,-9.5057806e-001,6.6765767e-001
-4.1194305e-001,7.1748156e-001,8.4402159e-001,-4.2135985e-001,-1.1713353e+000,4.8786606e-002
-1.0499312e+000,-3.3247531e-001,1.5712332e+000,1.2931803e+000,-1.0615568e+000,7.9696911e-002
1.1273080e+000,6.0609155e-001,9.9855861e-001,8.1701727e-001,1.5580054e+000,1.5009115e+000
8.7937519e-001,1.4054730e+000,-1.5956874e+000,-1.2316288e+000,-1.0314311e+000,2.3303841e-001
1.0643914e+000,-9.3298547e-001,-9.1775800e-001,2.8554933e-001,1.4270620e+000,4.9601525e-001
-8.6483794e-001,1.7082320e+000,-1.4010348e+000,1.3830714e-001,-1.1005305e+000,3.3867966e-001
7.6779064e-001,6.8725677e-001,-1.3080935e+000,7.0446543e-002,-1.0208559e+000,9.9463336e-001
-7.8956871e-001,8.9414766e-002,2.8479736e-001,-8.4600135e-001,-3.4111599e-001,-1.0479485e+000
-1.5496019e+000,9.7853933e-001,1.2364335e+000,9.2314721e-001,-2.3998563e-001,-1.8436598e-001
-3.6234543e-001,1.8057900e-001,8.7687751e-001,-1.2416157e+000,7.9296283e-001,-1.3113828e-001
2.5440591e-002,-4.2299965e-001,1.5457418e+000,3.9664106e-001,6.4543789e-001,1.2057610e+000
1.6001829e+000,-6.8343917e-001,1.0209800e-001,1.5035181e+000,1.0539104e+000,1.1259447e+000
1.6232935e+000,1.6007310e+000,-6.5749349e-001,-1.2059889e+000,9.7609181e-001,-1.0990455e+000
-1.1020887e+000,-6.0164337e-001,-1.6684779e+000,-1.0639675e-002,1.1190926e+000,1.3083168e-001
