@RELATION fri_c2_1000_5 
 @ATTRIBUTE oz1 REAL 
 @ATTRIBUTE oz2 REAL 
 @ATTRIBUTE oz3 REAL 
 @ATTRIBUTE oz4 REAL 
 @ATTRIBUTE oz5 REAL 
 @ATTRIBUTE oz6 REAL 
@DATA  
-9.1722600e-001,-4.8146475e-001,-9.0733472e-001,-3.9908015e-001,1.4857331e+000,1.2274608e+000
-1.0905658e+000,-5.7518529e-001,-2.0285262e-001,7.4938973e-001,-8.1986468e-001,7.0641676e-001
8.7694645e-001,2.4748010e-001,-2.9957438e-001,-9.0048604e-002,-1.5540891e+000,-1.4869701e+000
-5.0999522e-001,9.2276135e-002,9.4884305e-001,1.0008067e+000,1.0603257e+000,1.0920140e+000
-7.0332836e-001,-1.3641611e+000,-7.7320993e-001,-1.5918648e+000,4.6372202e-001,5.5479594e-002
8.9355039e-001,3.5935387e-001,1.2361664e+000,1.4576182e+000,-7.2889058e-002,-1.1832110e+000
2.7191055e-001,-4.0158216e-001,3.1927863e-001,7.2665449e-001,-4.6363440e-001,8.3845154e-001
1.4700197e+000,1.5368583e+000,2.6006939e+000,1.5750987e+000,1.6042091e+000,1.7648222e+000
9.8552728e-001,1.2002404e+000,2.4209082e+000,1.1329592e+000,-1.4123674e+000,-8.0903584e-001
-3.6117468e-001,-4.7112523e-001,8.0842637e-001,1.0444954e+000,-2.4283247e-001,9.3254492e-001
-1.5211289e+000,-1.0715432e+000,-9.3207672e-001,-6.4652471e-001,1.2104098e+000,4.2153976e-001
-8.4416781e-001,-8.8839241e-001,-7.4460529e-001,-2.1887364e-001,-3.8068900e-001,4.8042104e-001
-1.7972154e+000,-1.3297917e+000,-1.1076495e+000,1.1950369e+000,1.1566531e+000,7.9863626e-001
-1.0301471e-001,5.5864600e-001,8.3191868e-001,4.9712976e-001,-9.4026551e-001,-5.0540562e-001
1.0416599e+000,1.8731302e-001,8.5658426e-001,1.2491795e+000,4.2780233e-001,-9.1132285e-001
8.7567514e-001,1.5928066e+000,7.2225084e-001,-6.2487280e-001,-5.2689290e-001,-7.1467117e-001
-4.9020701e-002,-3.0260732e-002,-1.9197198e-001,-4.4280475e-001,1.0838346e+000,7.0838321e-001
5.9218279e-002,-6.3623986e-001,1.1793917e-001,5.4300747e-001,-1.0030968e+000,8.3143195e-001
-2.7555942e-001,3.8685210e-001,5.3805194e-001,6.6069821e-001,-1.8463581e-001,2.4975036e-001
4.2365156e-001,5.3493361e-001,1.1167845e+000,1.0964731e+000,1.6240134e+000,-7.7174066e-001
-1.4864739e+000,-1.7233983e+000,-1.1660784e+000,-3.9475207e-001,1.5199276e-001,1.2620400e-002
-5.0284183e-001,-2.3082139e-001,-2.1248851e-002,-1.6473633e-001,-6.3145026e-001,6.6747311e-001
5.0779901e-001,8.0012199e-001,-1.0962986e-001,-5.2471527e-001,-7.1375270e-001,-2.1648297e+000
-1.9982580e-001,-3.5400008e-001,-2.2128027e-001,7.5237414e-001,-1.5947457e+000,8.3594540e-001
-4.2595648e-001,-1.1373371e+000,-2.1019771e+000,-1.0199185e-001,1.6899917e+000,2.0007912e+000
6.1062636e-001,9.7402164e-001,-4.5211381e-001,-9.9490252e-001,-9.7576958e-001,-2.0570360e+000
1.6832193e+000,1.5373747e+000,2.6251309e+000,9.2972129e-001,2.7062362e-001,1.5045336e+000
1.9687146e+000,1.1224765e+000,2.1844135e+000,1.1480059e+000,1.3919758e+000,1.7345601e+000
-8.6004386e-001,-8.2567429e-001,-5.9114252e-001,6.2385813e-001,-1.3510050e+000,5.9292026e-001
1.0042709e+000,5.7581283e-001,1.4496942e+000,1.3759094e+000,-1.3910993e+000,-1.6956975e+000
1.1901203e+000,8.8764379e-001,-1.4067367e+000,-1.7645474e+000,-3.1455309e-001,-1.1646413e+000
7.7159663e-001,1.3767304e+000,1.1647749e+000,7.7746042e-001,1.3043560e+000,-9.5536519e-001
-1.1583736e+000,-5.0091090e-001,2.1392133e-001,1.9538198e-001,-4.6118379e-001,3.8408540e-001
-1.1090657e+000,-1.7277042e+000,-2.8486281e-001,-8.7257576e-002,-1.6223214e+000,-7.9201902e-001
-3.8669712e-001,-1.6070372e+000,-9.9102617e-001,4.1289863e-001,6.8900658e-001,6.1114388e-001
-9.8645493e-002,5.6589970e-001,6.6115099e-001,3.4431253e-001,1.6956496e-001,-5.1506530e-001
-5.5713804e-002,1.6018067e-001,1.2238560e+000,1.4484007e+000,-1.4547391e-001,4.9209551e-001
-2.8963435e-001,4.7369778e-001,8.0892285e-001,3.7931885e-001,-6.2809177e-001,7.7349320e-002
1.5439236e-001,-4.6997408e-001,-9.3318301e-001,-5.8088360e-001,-9.1910750e-001,7.8388943e-001
-1.1530566e-001,-7.9441679e-001,-5.6609094e-001,-2.6649538e-001,-1.4786896e+000,7.1754901e-001
6.2649335e-001,8.8702590e-001,1.0380570e+000,9.8113636e-002,1.1169908e+000,-1.5727133e+000
2.4093054e-001,9.2683447e-001,1.2762915e+000,9.7922667e-001,-1.0387710e+000,-1.5958956e+000
1.1615579e+000,1.2056943e+000,2.5552687e+000,1.2921561e+000,-1.3267045e+000,-1.4268285e-001
9.7592594e-001,6.7137871e-001,3.7868327e-001,-3.1063102e-001,-7.6550654e-001,-2.1770714e+000
-9.7438416e-001,-1.1483621e+000,-6.2135110e-001,9.5531280e-001,-7.8260922e-001,6.4743828e-001
-7.2527974e-001,-7.2877304e-001,-2.6297912e-001,9.8336287e-001,1.2764275e+000,1.1046497e+000
3.1718237e-001,-3.4114086e-001,-4.7501650e-001,-9.5064219e-001,-1.1302488e+000,1.6532279e-001
2.6605834e-001,9.8657089e-002,-7.9960980e-001,-6.0159600e-001,-1.1522867e+000,-2.3261507e-001
2.3658802e-002,-5.2078840e-001,-3.3562561e-001,-1.3291888e+000,8.6209519e-001,4.8052954e-001
9.8447976e-001,5.1772203e-001,2.3352856e-001,-6.1834173e-001,-1.6003839e+000,-2.2130158e+000
8.7562101e-001,1.5972291e-001,1.9504525e-001,5.2271785e-001,-1.0820106e+000,-1.2256509e+000
-5.5412220e-001,-9.6200821e-001,-1.2610101e+000,-1.5383424e+000,-2.3804622e-001,5.8554806e-001
4.5578476e-001,1.0920127e+000,2.3790090e+000,1.0948770e+000,2.5704913e-001,-1.2029242e+000
-2.0623851e+000,-1.7342613e+000,-9.0709266e-001,1.8164748e-001,1.1972373e+000,4.3539594e-001
-3.3076880e-001,-2.5695676e-001,5.7185442e-001,9.5951522e-001,-7.9348124e-001,6.7023071e-001
-6.1643733e-001,-8.7410832e-001,-2.9319055e-001,1.2590180e+000,-7.4642428e-001,8.9361841e-001
1.6283267e+000,1.5117727e+000,2.6279911e-001,-9.1974588e-001,-1.2189030e+000,1.6972359e-001
9.0461798e-001,3.9900757e-001,6.0818797e-001,4.2001432e-001,-1.0627164e+000,-1.7017760e+000
1.3980793e+000,8.2362632e-001,1.8549444e+000,1.6486077e+000,-1.1619212e+000,-9.3831327e-001
-5.7013514e-001,-5.4335356e-001,-4.4071828e-001,6.7718813e-001,6.2934632e-001,1.2937478e+000
-2.4424950e-001,-2.3837130e-001,7.0734471e-001,1.1115285e+000,5.7936103e-001,1.1981597e+000
-2.4519218e-001,6.4561914e-001,5.1542013e-001,-5.0182097e-002,-8.9976753e-001,-5.7643754e-001
-8.8147702e-001,-1.6463036e+000,-1.3432780e+000,-9.6313788e-001,-6.3425649e-001,-2.3924994e-001
1.6326502e-001,-6.0350406e-001,-6.7461240e-001,-3.7518105e-001,-1.4064864e+000,6.6960721e-001
5.4891166e-001,1.4590935e+000,2.6754990e+000,1.0913431e+000,-5.1485137e-001,-7.6026735e-001
1.4517443e+000,1.3836843e+000,1.1639800e+000,-1.4968248e-002,-3.3361227e-001,4.7152310e-001
9.9073280e-001,7.4881180e-001,-1.4837556e-001,-5.5200458e-001,-5.3203997e-001,-1.7879703e+000
1.1262636e+000,4.9014829e-001,8.0421372e-001,1.1295547e+000,-2.7761998e-001,-1.5571231e+000
-3.4633910e-001,1.0928441e-002,-3.2154796e-001,3.9287343e-002,7.8034102e-001,9.5706982e-001
1.7043201e+000,9.2718151e-001,2.0702355e-001,4.9707257e-002,-1.1669988e+000,-4.8015674e-001
-1.4991279e+000,-1.7343750e+000,-6.6689769e-001,-1.1544052e-001,5.2081833e-001,5.1935185e-002
-1.3351649e+000,-6.4058508e-001,-9.1932601e-001,2.4066018e-001,-4.1610873e-001,7.0846074e-001
-9.5504498e-001,-1.6410478e+000,-9.2259843e-001,-9.6754006e-001,-1.5149883e+000,-4.5888113e-001
2.5353395e-001,3.8965812e-001,-9.3768673e-001,-2.0142454e-001,-1.6750696e+000,-5.5470042e-001
-1.1006258e+000,-1.2282727e+000,-1.4092659e+000,5.9438225e-001,-1.4090858e+000,7.9031084e-001
-9.8421172e-001,-1.6129143e+000,-7.2811567e-003,-7.8216139e-001,-2.9345410e-001,-7.6723850e-001
