@RELATION fri_c2_500_25 
 @ATTRIBUTE oz1 REAL 
 @ATTRIBUTE oz2 REAL 
 @ATTRIBUTE oz3 REAL 
 @ATTRIBUTE oz4 REAL 
 @ATTRIBUTE oz5 REAL 
 @ATTRIBUTE oz6 REAL 
 @ATTRIBUTE oz7 REAL 
 @ATTRIBUTE oz8 REAL 
 @ATTRIBUTE oz9 REAL 
 @ATTRIBUTE oz10 REAL 
 @ATTRIBUTE oz11 REAL 
 @ATTRIBUTE oz12 REAL 
 @ATTRIBUTE oz13 REAL 
 @ATTRIBUTE oz14 REAL 
 @ATTRIBUTE oz15 REAL 
 @ATTRIBUTE oz16 REAL 
 @ATTRIBUTE oz17 REAL 
 @ATTRIBUTE oz18 REAL 
 @ATTRIBUTE oz19 REAL 
 @ATTRIBUTE oz20 REAL 
 @ATTRIBUTE oz21 REAL 
 @ATTRIBUTE oz22 REAL 
 @ATTRIBUTE oz23 REAL 
 @ATTRIBUTE oz24 REAL 
 @ATTRIBUTE oz25 REAL 
 @ATTRIBUTE oz26 REAL 
@DATA  
1.3693324e+000,1.3480534e+000,1.2455463e+000,2.5594859e-001,9.5248597e-002,1.3445739e+000,1.2676856e+000,3.0135733e-001,-9.3932963e-001,2.7767432e-001,-2.3593328e-002,-1.1159276e+000,-1.5067826e+000,1.1259036e+000,-1.2141691e+000,1.3934709e-001,4.6650333e-001,7.3569350e-001,1.1471369e+000,-2.5286593e-001,-1.7094471e+000,1.4279592e+000,1.8176725e+000,1.6919763e+000,-1.4883469e+000,-1.3861644e-001
6.9937913e-001,1.3562970e+000,4.6462671e-001,-5.1811235e-001,-1.0032362e-001,1.3276874e+000,1.6988626e-002,-1.1105200e-001,-2.3080283e-001,1.4087241e+000,-1.0909047e+000,1.1479194e+000,1.1557656e+000,-7.2741354e-001,8.9348954e-001,1.2116754e-001,-9.2859057e-001,-6.9839448e-001,1.2301068e-001,-1.6430693e+000,1.3736696e+000,-9.7071344e-001,-7.0211273e-002,-1.3612660e+000,4.4379704e-001,-2.1798748e+000
1.2221520e-001,3.9010200e-001,3.5506584e-001,5.2807634e-001,-4.6525845e-001,9.9297256e-002,1.5881230e+000,1.0886000e+000,-8.7281618e-001,-1.4164012e+000,1.0671905e+000,1.5123233e+000,-1.2752612e+000,3.7510919e-002,1.1223925e+000,1.3444445e+000,9.4861108e-001,3.3368619e-001,-1.3161992e+000,1.2768922e+000,6.5366296e-002,1.6385739e+000,1.1896799e+000,-1.2736133e+000,-2.8181739e-001,-5.3937123e-001
5.6999033e-001,-1.2568749e-002,-1.5902818e-001,1.5478921e+000,-7.0230685e-001,-1.3374011e+000,-6.4013042e-001,4.7084322e-001,-1.3498613e+000,-1.5418138e+000,9.4746006e-001,-1.5299985e+000,6.5868216e-001,4.3828235e-001,-4.9593123e-001,5.5364684e-001,-1.6616194e+000,1.5077520e+000,1.4696229e+000,3.7770978e-001,1.1480961e+000,-1.2917787e+000,6.8959769e-001,7.8277019e-001,1.5587310e+000,1.7950147e-001
-8.4171814e-001,-6.9802153e-001,-6.5295079e-001,2.1105297e-002,1.7065817e+000,7.7809668e-001,-6.8842438e-001,-1.6931325e+000,-7.8710986e-001,-1.3971065e+000,1.2843565e+000,2.8391450e-001,2.3263090e-001,-3.2388948e-001,1.2010578e+000,-3.3001122e-001,3.5260644e-001,9.1231273e-001,7.3476783e-001,-3.5151521e-001,5.4030499e-001,1.0792791e-001,1.3349172e+000,1.6579397e+000,1.1544806e+000,1.1579258e+000
-2.5085257e-001,2.5398446e-001,8.9622763e-002,4.6897841e-001,-7.7796604e-001,-1.0996285e+000,6.4273869e-001,9.8764101e-001,5.9042085e-001,5.7612962e-001,-1.2354544e+000,7.1514405e-002,1.5978451e+000,1.8674967e-002,-1.2048502e+000,6.3510528e-003,-5.0641873e-001,-1.1607400e-001,1.2636361e-001,-4.9158328e-001,1.3717243e+000,-1.0770535e+000,1.0760887e+000,-1.6694642e+000,-9.4298870e-001,3.8266407e-001
-1.0161912e+000,-2.9181997e-001,-4.9821227e-001,-2.7148024e-001,-7.2006413e-001,-1.0701688e+000,-7.6122403e-001,-1.6564700e+000,1.3730590e+000,-7.3948504e-001,7.9155461e-001,1.3100316e+000,-2.8627832e-001,-1.2732526e+000,-1.4121680e+000,-5.3661233e-001,7.6050496e-002,1.3931514e+000,-7.4406030e-001,2.2445592e-001,9.6885160e-001,-1.0125518e+000,1.1269878e+000,-1.0113799e+000,1.0600271e+000,4.4053498e-001
5.1168832e-001,2.0888498e-001,3.2065190e-001,-6.8383693e-001,-9.7603717e-001,1.1143621e+000,-1.3379845e+000,1.6478904e+000,1.1632038e+000,1.5116725e+000,9.0734765e-001,1.3284186e+000,1.5823809e+000,-5.3811572e-001,-2.1575077e-001,5.9154157e-001,7.1744164e-001,-3.4520105e-001,-5.0905200e-001,1.6205837e+000,1.5368655e+000,-1.3327795e+000,-1.2910878e+000,1.5127487e+000,-1.0642267e+000,-1.4210929e+000
-5.6044270e-001,-7.7915512e-001,-7.1321381e-001,-4.6582191e-001,-1.4906497e+000,9.3477086e-001,6.0635858e-001,1.1073939e+000,9.2546575e-001,-4.9221380e-001,-1.0042202e+000,3.2184898e-001,1.3611795e+000,4.3688840e-001,5.9917661e-001,-1.6101967e+000,4.6924460e-001,-7.8732135e-001,1.4983782e+000,-5.6708455e-001,1.7345024e+000,-9.3592225e-001,1.1984178e-001,4.7996652e-001,-6.1125053e-001,3.4674161e-001
6.2463068e-001,1.8873567e-001,-8.2307578e-001,-3.1904232e-001,1.5819251e+000,-6.9821794e-001,9.9578146e-001,-3.8073571e-001,1.0468678e+000,-1.2126020e+000,-6.1018598e-001,-6.5305581e-001,1.2831201e-001,-6.0286388e-001,5.6329934e-001,5.9787519e-001,1.0536848e+000,3.4993921e-001,-8.0582075e-001,5.2901538e-001,-1.3988761e-002,-9.6978823e-001,3.9455610e-001,-8.4395156e-002,1.7796614e-001,-3.8540024e-001
