@RELATION fri_c2_250_5 
 @ATTRIBUTE oz1 REAL 
 @ATTRIBUTE oz2 REAL 
 @ATTRIBUTE oz3 REAL 
 @ATTRIBUTE oz4 REAL 
 @ATTRIBUTE oz5 REAL 
 @ATTRIBUTE oz6 REAL 
@DATA  
7.4902833e-001,5.3608004e-001,3.5090742e-001,-5.7300671e-001,5.2079780e-001,-1.6948322e+000
-1.0441702e+000,-8.7050850e-001,-5.4458714e-001,-1.5787762e+000,-8.4820370e-001,-4.3657828e-003
-5.4304757e-001,-5.2730447e-001,-9.4258632e-001,-8.0396609e-001,7.9096795e-001,1.2633564e+000
2.1319715e+000,1.5206476e+000,-2.7913897e-001,-1.5393817e-001,8.4225538e-001,-2.7879614e-001
1.2677227e+000,1.4432386e+000,-7.6673438e-002,-4.8065523e-001,-6.1315577e-001,5.0935263e-001
-1.6429461e+000,-1.4945042e+000,-4.8238814e-001,1.6496852e+000,1.1081265e+000,6.4687382e-001
-1.8647282e+000,-1.6802290e+000,-1.1175622e+000,1.5336463e+000,-1.6927788e+000,5.3131811e-001
4.8947560e-001,-8.1352180e-002,2.8004221e-001,1.1297599e+000,1.6101041e+000,1.6391339e-001
-1.9601104e+000,-1.5643117e+000,-1.0737449e+000,-1.3514297e+000,-9.2767514e-001,-2.8800739e-001
-5.2883584e-001,-8.5143922e-002,-1.6271217e-001,-1.5469911e-001,-2.4170279e-001,9.1113689e-001
-1.3796491e+000,-1.6340234e+000,-1.5198643e+000,-1.4593922e+000,-5.2352321e-001,-9.0610086e-002
6.3282920e-001,2.2657589e-001,-3.2334299e-001,-4.7916763e-003,-6.2772701e-001,-1.2700460e+000
-6.2915993e-001,-1.0611984e+000,-1.2220104e+000,-5.6080534e-001,-3.1958495e-001,8.4515926e-001
-2.6544695e-001,-1.0641816e-001,-1.2647945e+000,-1.7443544e+000,6.5157110e-001,6.4694064e-001
1.8691844e+000,1.2053187e+000,1.0772195e+000,6.0344537e-001,-7.3105609e-001,6.2546741e-001
1.4893980e+000,8.9230192e-001,-6.4188588e-002,-5.7810137e-001,-1.4028349e+000,-5.3187164e-001
